date,brap3.sa,brap4.sa,brkm5.sa,dxco3.sa,fher3.sa,fesa4.sa,ggbr4.sa,goau4.sa,rani3.sa,klbn11.sa,csna3.sa,suzb3.sa,unip6.sa,usim3.sa,usim5.sa,vale3.sa,DATE_UPDATE,CARTEIRA_TEORICA
2000-01-03,1.34e-4,1.428381,1289.291016,NA,NA,0.382847,260.311462,173.220306,NA,NA,2.079646,NA,24.885103,NA,1.582737,1.707495,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-04,1.12e-4,1.326354,1257.420654,NA,NA,0.349219,254.300278,167.247177,NA,NA,2.109568,NA,23.491568,1.546705,1.525033,1.666839,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-05,1.12e-4,1.428381,1263.215332,NA,NA,0.355686,262.995331,164.857925,NA,NA,2.222848,NA,23.690763,1.546705,1.670117,1.666839,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-06,1.12e-4,1.428381,1326.955444,NA,NA,0.375087,271.046112,166.649826,3.04e-4,NA,2.323303,NA,23.093355,1.031137,1.821796,1.666839,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-07,1.12e-4,1.428381,1361.723022,NA,NA,0.37832,283.390717,167.247177,3.04e-4,NA,2.308342,NA,23.292433,1.048322,1.894338,1.727821,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-10,1.34e-4,1.428381,1390.695557,NA,NA,0.375087,292.514984,175.012161,3.04e-4,NA,2.336128,NA,23.889708,1.211585,2.090531,1.870113,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-11,1.12e-4,1.428381,1390.695557,NA,NA,0.375087,288.221344,176.804169,3.04e-4,NA,2.23781,NA,23.491568,1.211585,1.978421,1.874178,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-12,1.12e-4,1.428381,1332.750244,NA,NA,0.362153,292.514984,179.173477,3.04e-4,NA,2.137354,NA,23.491568,1.211585,1.881149,1.892473,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-13,1.34e-4,1.530408,1234.242554,NA,NA,0.375087,257.627991,185.166504,3.04e-4,NA,1.93858,NA,23.292433,1.211585,1.813553,1.955487,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-14,1.34e-4,1.632435,1205.269531,NA,NA,0.375087,289.831512,179.15361,3.04e-4,NA,1.880871,NA,23.093355,1.211585,1.846526,1.992077,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-17,1.34e-4,1.632435,1187.885986,NA,NA,0.358919,290.904877,183.175446,3.04e-4,NA,1.998426,NA,22.894295,1.211585,1.858067,2.032732,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-18,1.34e-4,1.734462,1216.859009,NA,NA,0.358919,311.300446,185.564728,3.04e-4,NA,1.964228,NA,22.894295,1.065508,1.780579,1.971749,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-19,1.34e-4,1.632435,1159.087036,NA,NA,0.349219,298.955841,185.166504,2.89e-4,NA,1.908657,NA,22.695229,1.09988,1.755849,1.963619,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-20,1.34e-4,1.530408,1216.859009,NA,NA,0.352452,292.514984,186.162003,2.66e-4,NA,1.853086,NA,22.09799,1.09988,1.863014,1.951422,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-21,1.34e-4,1.530408,1188.001831,NA,NA,0.345985,292.514984,187.13765,2.66e-4,NA,1.724844,NA,22.297054,1.09988,1.846526,1.910767,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-24,1.34e-4,1.530408,1193.680664,NA,NA,0.345985,287.201477,185.166504,2.66e-4,NA,1.767591,NA,22.09799,1.09988,1.830039,1.951422,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-25,1.34e-4,1.530408,1193.680664,NA,NA,0.345985,287.201477,185.166504,2.66e-4,NA,NA,NA,22.09799,1.09988,1.830039,1.951422,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-26,1.34e-4,1.428381,1158.913208,NA,NA,0.342752,279.043365,179.193375,2.58e-4,NA,1.75263,NA,21.500784,1.09988,1.844877,1.93516,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-27,1.34e-4,1.530408,1170.502319,NA,NA,0.339583,281.780487,179.193375,2.58e-4,NA,1.724844,NA,22.496159,1.151436,1.797065,1.951422,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-28,1.34e-4,1.530408,1158.913208,NA,NA,0.339518,280.170593,173.220306,2.58e-4,NA,1.709883,NA,22.297054,1.151436,1.747605,1.951422,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-01-31,1.34e-4,1.530408,1100.967285,NA,NA,0.337061,268.362579,173.220306,2.81e-4,NA,1.667136,NA,22.496159,1.151436,1.731118,1.951422,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-01,1.34e-4,1.428381,1144.368774,NA,NA,0.349219,264.605377,171.229309,2.81e-4,NA,1.609427,NA,22.496159,1.151436,1.764092,1.910767,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-02,1.34e-4,1.428381,1106.820068,NA,NA,0.355686,268.362579,169.238159,2.81e-4,NA,1.56668,NA,22.496159,1.117065,1.764092,1.829458,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-03,1.34e-4,1.530408,1100.967285,NA,NA,0.349219,274.803192,170.233643,2.81e-4,NA,1.652174,NA,22.297054,1.117065,1.764092,1.829458,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-04,1.34e-4,1.530408,1100.90979,NA,NA,0.355686,268.362579,173.220306,2.81e-4,NA,1.692784,NA,22.496159,1.117065,1.838283,1.898571,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-07,1.34e-4,1.530408,1118.351196,NA,NA,0.375087,281.243988,173.220306,2.81e-4,NA,1.686372,NA,22.09799,1.117065,1.821796,1.992077,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-08,1.34e-4,1.530408,1100.677979,NA,NA,0.388667,289.831512,170.233643,2.81e-4,NA,1.690647,NA,22.695229,1.117065,1.863014,2.107943,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-09,1.34e-4,1.530408,1043.021851,NA,NA,0.393841,289.831512,170.233643,2.81e-4,NA,1.650037,NA,23.093355,1.117065,1.830039,2.073386,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-10,1.34e-4,1.632435,1043.021851,NA,NA,0.393777,287.147827,166.848984,2.81e-4,NA,1.652174,NA,23.491568,1.117065,1.813553,1.951422,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-11,1.34e-4,1.530408,1077.789185,NA,NA,0.384787,278.560272,163.862442,2.81e-4,NA,1.60729,NA,23.491568,1.117065,1.714632,1.849379,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-14,1.34e-4,1.530408,1101.025513,NA,NA,0.391254,271.046112,163.265106,2.81e-4,NA,1.553856,NA,22.894295,1.117065,1.648684,1.825392,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-15,1.12e-4,1.530408,1105.313477,NA,NA,0.394423,273.729706,161.234253,2.81e-4,NA,1.538895,NA,22.894295,1.211585,1.632198,1.870113,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-16,1.12e-4,1.530408,1182.091553,NA,NA,0.394358,279.097015,162.269562,2.81e-4,NA,1.568817,NA,22.496159,1.211585,1.673414,1.870113,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-17,1.12e-4,1.530408,1321.160645,NA,NA,0.394488,278.560272,170.233643,2.81e-4,NA,1.624388,NA,23.690763,1.211585,1.721227,1.829458,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-18,1.12e-4,1.428381,1286.393555,NA,NA,0.384852,277.218414,171.229309,2.81e-4,NA,1.596603,NA,23.491568,1.211585,1.648684,1.829458,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-21,1.12e-4,1.428381,1297.983032,NA,NA,0.384787,279.633636,173.220306,2.81e-4,NA,1.617976,NA,24.088837,1.211585,1.673414,1.829458,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-22,1.12e-4,1.428381,1246.005493,NA,NA,0.375087,277.486908,174.813126,2.81e-4,NA,1.622252,NA,24.486938,1.211585,1.640441,1.788803,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-23,1.12e-4,1.428381,1216.859009,NA,NA,0.375087,277.486908,173.200363,2.81e-4,NA,1.56668,NA,24.486938,1.211585,1.632198,1.829458,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-24,1.12e-4,1.428381,1213.961548,NA,NA,0.36862,271.046112,171.229309,2.81e-4,NA,1.57523,NA,23.690763,1.211585,1.647036,1.809131,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-25,1.12e-4,1.428381,1228.44812,NA,NA,0.375087,269.972687,171.229309,2.81e-4,NA,1.538895,NA,23.889708,1.211585,1.56625,1.788803,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-28,1.12e-4,1.326354,1187.885986,NA,NA,0.36862,262.995331,166.251648,2.81e-4,NA,1.56668,NA,23.491568,1.211585,1.558007,1.748149,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-02-29,1.12e-4,1.326354,1158.913208,NA,NA,0.375087,263.639343,167.247177,2.81e-4,NA,1.56668,NA,22.695229,1.211585,1.56625,1.658709,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-01,1.12e-4,1.428381,1158.913208,NA,NA,0.362153,261.921814,163.265106,2.81e-4,NA,1.600878,NA,22.894295,1.211585,1.548114,1.666839,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-02,1.12e-4,1.428381,1135.67688,NA,NA,0.362153,261.653412,163.265106,2.81e-4,NA,1.605152,NA,22.297054,1.211585,1.459085,1.625372,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-03,1.12e-4,1.428381,1158.913208,NA,NA,0.36862,260.311462,162.269562,2.81e-4,NA,1.709883,NA,22.695229,1.13425,1.51679,1.605451,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-06,1.12e-4,1.428381,1158.913208,NA,NA,0.36862,260.311462,162.269562,2.81e-4,NA,NA,NA,22.695229,1.13425,1.51679,1.605451,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-07,1.12e-4,1.428381,1158.913208,NA,NA,0.36862,260.311462,162.269562,2.81e-4,NA,NA,NA,22.695229,1.13425,1.51679,1.605451,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-08,1.12e-4,1.428381,1054.611084,NA,NA,0.375087,260.311462,160.258621,2.81e-4,NA,1.609427,NA,22.09799,1.202993,1.51679,1.614395,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-09,1.12e-4,1.428381,1054.611084,NA,NA,0.36862,260.043182,160.278534,2.81e-4,NA,1.583779,NA,22.09799,1.202993,1.579439,1.581465,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-10,1.12e-4,1.428381,1054.611084,NA,NA,0.36862,260.311462,159.263168,2.81e-4,NA,1.564543,NA,21.699787,1.202993,1.525033,1.544876,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-13,1.12e-4,1.428381,1014.049072,NA,NA,0.36862,260.311462,151.318909,2.81e-4,NA,1.56668,NA,21.699787,1.202993,1.467329,1.544876,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-14,1.12e-4,1.530408,1158.913208,NA,NA,0.349219,252.153412,153.309982,2.81e-4,NA,1.56668,NA,21.898952,1.202993,1.450842,1.463567,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-15,1.12e-4,1.428381,1129.882324,NA,NA,0.342752,245.820129,155.699158,2.81e-4,NA,1.545307,NA,21.699787,1.202993,1.459085,1.463567,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-16,1.12e-4,1.428381,1112.556641,NA,NA,0.342752,252.260742,157.292007,2.81e-4,NA,1.56668,NA,21.898952,1.202993,1.483816,1.48796,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-17,1.12e-4,1.428381,1095.115112,NA,NA,0.337643,244.209885,156.296463,2.81e-4,NA,1.56668,NA,21.898952,1.202993,1.417869,1.475356,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-20,1.12e-4,1.428381,1043.021851,NA,NA,0.336285,244.209885,156.515488,2.81e-4,NA,1.553856,NA,22.09799,1.202993,1.450842,1.382257,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-21,1.12e-4,1.428381,1014.049072,NA,NA,0.362153,241.526184,159.28302,2.81e-4,NA,1.538895,NA,22.695229,1.202993,1.51679,1.425351,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-22,1.12e-4,1.428381,1013.991028,NA,NA,0.36862,244.746552,169.238159,2.81e-4,NA,1.579504,NA,22.695229,1.202993,1.599223,1.45137,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-23,1.12e-4,1.530408,993.768188,NA,NA,0.362153,252.207138,170.233643,2.81e-4,NA,1.558131,NA,24.486938,1.202993,1.543169,1.483894,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-24,1.12e-4,1.428381,1043.021851,NA,NA,0.349542,253.334198,170.034607,2.81e-4,NA,1.624388,NA,25.880482,1.202993,1.54152,1.565203,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-27,1.12e-4,1.530408,1066.200317,NA,NA,0.36862,252.260742,169.238159,2.81e-4,NA,1.724844,NA,27.075024,1.202993,1.61571,1.605858,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-28,1.34e-4,1.428381,1037.227051,NA,NA,0.362217,246.30304,159.28302,2.81e-4,NA,1.786828,NA,27.87133,1.202993,1.549763,1.557072,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-29,1.12e-4,1.428381,1014.049072,NA,NA,0.381554,247.96701,159.28302,2.81e-4,NA,1.733394,NA,28.070538,1.202993,1.511843,1.586343,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-30,1.12e-4,1.428381,985.076172,NA,NA,0.36862,246.893524,159.28302,2.81e-4,NA,1.724844,NA,27.87133,1.202993,1.445896,1.584717,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-03-31,1.34e-4,1.428381,985.076172,NA,NA,0.381554,244.209885,159.28302,2.81e-4,NA,1.754767,NA,27.87133,1.202993,1.426112,1.626185,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-03,1.12e-4,1.428381,996.665405,NA,NA,0.394423,233.475418,152.314438,2.81e-4,NA,1.75263,NA,27.473125,1.202993,1.525033,1.666839,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-04,1.12e-4,1.326354,956.103394,NA,NA,0.388021,236.105301,157.292007,2.81e-4,NA,1.75263,NA,26.875986,1.202993,1.51679,1.585531,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-05,1.12e-4,1.326354,956.103394,NA,NA,0.410655,236.158981,163.265106,2.81e-4,NA,1.709883,NA,26.875986,1.202993,1.442598,1.646513,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-06,1.12e-4,1.326354,927.130615,NA,NA,0.407357,240.45282,163.265106,2.81e-4,NA,1.709883,NA,27.075024,1.202993,1.437652,1.666839,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-07,1.12e-4,1.326354,869.184875,NA,NA,0.394488,241.526184,163.265106,2.81e-4,NA,1.765454,NA,27.473125,1.202993,1.467329,1.646513,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-10,1.12e-4,1.326354,811.239197,NA,NA,0.394488,238.842606,159.28302,2.81e-4,NA,1.737669,NA,27.274157,1.202993,1.436004,1.624966,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-11,1.12e-4,1.326354,840.211975,NA,NA,0.388021,236.695694,155.300919,3.04e-4,NA,1.737669,NA,26.875986,1.202993,1.417869,1.624559,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-12,1.12e-4,1.326354,817.033752,NA,NA,0.388021,236.158981,155.5,3.04e-4,NA,1.737669,NA,26.676783,1.202993,1.450842,1.624559,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-13,1.12e-4,1.224326,788.060913,NA,NA,0.388021,225.424622,159.28302,3.04e-4,NA,1.682097,NA,25.681419000000002,1.202993,1.361813,1.585531,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-14,1.12e-4,1.122299,701.142456,NA,NA,0.35575,213.079773,155.997818,3.04e-4,NA,1.553856,NA,23.690763,1.202993,1.244756,1.504221,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-17,1.12e-4,1.122299,695.347778,NA,NA,0.342752,209.322708,153.309982,3.04e-4,NA,1.4705,NA,23.690763,1.202993,1.223323,1.463567,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-18,1.12e-4,1.224326,695.347778,NA,NA,0.365257,218.98378,158.287521,3.04e-4,NA,1.382868,NA,23.690763,1.031137,1.285973,1.463567,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-19,1.12e-4,1.224326,701.142456,NA,NA,0.365257,214.851089,159.28302,3.04e-4,NA,1.395692,NA,23.889708,1.031137,1.251351,1.426978,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-20,1.12e-4,1.224326,701.142456,NA,NA,0.365257,228.10817,157.292007,3.04e-4,NA,1.417066,NA,27.075024,1.031137,1.292568,1.498123,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-21,1.12e-4,1.224326,701.142456,NA,NA,0.365257,228.10817,157.292007,3.04e-4,NA,NA,NA,27.075024,1.031137,1.292568,1.498123,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-24,1.12e-4,1.224326,811.239197,NA,NA,0.36862,225.424622,157.292007,3.04e-4,NA,1.404242,NA,26.676783,1.031137,1.269487,1.483894,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-25,1.12e-4,1.224326,782.266418,NA,NA,0.36862,232.401932,161.074966,3.04e-4,NA,1.399966,NA,27.87133,1.031137,1.285973,1.544469,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-26,1.12e-4,1.224326,724.320862,NA,NA,0.37638,232.34819,171.229309,3.04e-4,NA,1.385005,NA,28.269535,1.031137,1.269487,1.62212,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-27,1.12e-4,1.224326,782.266418,NA,NA,0.388021,236.158981,165.256165,3.04e-4,NA,1.340121,NA,28.269535,1.031137,1.236513,1.577399,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-04-28,1.12e-4,1.326354,753.293518,NA,NA,0.394488,234.012039,161.274078,3.04e-4,NA,1.453401,NA,28.269535,0.857562,1.244756,1.626185,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-01,1.12e-4,1.326354,753.293518,NA,NA,0.394488,234.012039,161.274078,3.04e-4,NA,NA,NA,28.269535,0.857562,1.244756,1.626185,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-02,1.12e-4,1.326354,724.320862,NA,NA,0.375087,1.37163,0.390399,3.04e-4,NA,1.446988,NA,25.482386,0.859281,1.269487,1.630657,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-03,1.12e-4,1.326354,730.115479,NA,NA,0.375087,1.323922,0.419429,3.04e-4,NA,1.410653,NA,26.278654,0.859281,1.318947,1.618054,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-04,1.12e-4,1.326354,927.130615,NA,NA,0.375087,1.335848,0.405415,3.04e-4,NA,1.382868,NA,28.468605,0.807724,1.384894,1.605858,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-05,1.12e-4,1.224326,985.01825,NA,NA,0.369266,1.359703,0.41042,3.04e-4,NA,1.410653,NA,28.468605,0.94349,1.467329,1.626185,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-08,1.12e-4,1.224326,927.130615,NA,NA,0.368684,1.335848,0.393403,3.04e-4,NA,1.410653,NA,27.87133,0.862718,1.450842,1.605858,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-09,1.12e-4,1.224326,880.773926,NA,NA,0.362153,1.28814,0.385394,3.04e-4,NA,1.395692,NA,27.672226,0.862718,1.409625,1.585531,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-10,1.12e-4,1.224326,903.952271,NA,NA,0.349865,1.240431,0.409819,3.04e-4,NA,1.393555,NA,0.936476,0.859281,1.412922,1.626185,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-11,1.12e-4,1.224326,869.184875,NA,NA,0.349219,1.252358,0.401411,3.04e-4,NA,1.333709,NA,0.907211,0.859281,1.417869,1.577399,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-12,1.12e-4,1.224326,811.239197,NA,NA,0.349219,1.216576,0.400409,3.04e-4,NA,1.228978,NA,0.916966,0.859281,1.307407,1.557072,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-15,1.12e-4,1.224326,869.184875,NA,NA,0.394488,1.216576,0.42043,3.04e-4,NA,1.224704,NA,0.907211,0.860999,1.335435,1.581465,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-16,1.12e-4,1.224326,892.363159,NA,NA,0.378967,1.228504,0.400409,3.04e-4,NA,1.248214,NA,0.965741,0.842094,1.417869,1.62212,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-17,1.12e-4,1.224326,898.157837,NA,NA,0.369266,1.204649,0.399409,3.04e-4,NA,1.290961,NA,0.975496,0.842094,1.376651,1.65383,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-18,1.12e-4,1.224326,909.746887,NA,NA,0.36862,1.133086,0.380389,3.04e-4,NA,1.297374,NA,0.975496,0.842094,1.351921,1.687167,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-19,1.12e-4,1.122299,817.033752,NA,NA,0.371853,1.097304,0.376986,3.04e-4,NA,1.395692,NA,0.975496,0.842094,1.30246,1.727821,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-22,1.12e-4,1.122299,817.033752,NA,NA,0.355686,1.07345,0.360369,3.04e-4,NA,1.468362,NA,0.946231,0.824909,1.261244,1.687167,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-23,8.9e-5,1.122299,848.90387,NA,NA,0.342752,1.025741,0.360369,2.89e-4,NA,1.425615,NA,0.926721,0.824909,1.238161,1.605858,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-24,8.9e-5,1.122299,860.493103,NA,NA,0.342752,1.013813,0.360369,2.89e-4,NA,1.481187,NA,0.926721,0.824909,1.30246,1.585531,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-25,1.12e-4,1.224326,860.493103,NA,NA,0.342752,1.037668,0.360369,2.89e-4,NA,1.481187,NA,0.916966,0.824909,1.29092,1.585531,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-26,1.12e-4,1.224326,874.979431,NA,NA,0.355686,1.097304,0.372381,2.89e-4,NA,1.515383,NA,0.897456,0.824909,1.318947,1.613988,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-29,1.12e-4,1.224326,886.568726,NA,NA,0.35575,1.121158,0.393403,2.89e-4,NA,1.596603,NA,0.936476,0.874748,1.310704,1.605858,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-30,1.12e-4,1.224326,903.952271,NA,NA,0.362799,1.192722,0.408418,2.89e-4,NA,1.724844,NA,0.936476,0.874748,1.335435,1.687167,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-05-31,1.12e-4,1.224326,909.746887,NA,NA,0.394488,1.252358,0.390399,2.89e-4,NA,1.709883,NA,0.946231,0.874748,1.318947,1.700176,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-01,1.12e-4,1.326354,1014.049072,NA,NA,0.388021,1.300067,0.400409,3.04e-4,NA,1.677823,NA,0.916966,0.874748,1.333785,1.71156,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-02,1.12e-4,1.428381,1034.329956,NA,NA,0.394488,1.28814,0.41042,3.04e-4,NA,1.624388,NA,0.965741,0.945209,1.368408,1.707495,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-05,1.12e-4,1.428381,990.870789,NA,NA,0.417769,1.300067,0.400409,3.04e-4,NA,1.56668,NA,0.955986,0.910837,1.393138,1.748149,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-06,1.12e-4,1.428381,990.870789,NA,NA,0.417769,NA,0.400409,3.04e-4,NA,NA,NA,0.955986,0.910837,1.393138,1.748149,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-07,1.12e-4,1.428381,1004.198181,NA,NA,0.407422,1.323922,0.400409,3.04e-4,NA,1.553856,NA,0.946231,0.945209,1.383246,1.731887,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-08,1.12e-4,1.428381,1019.843689,NA,NA,0.407487,1.323922,0.378587,3.04e-4,NA,1.56668,NA,0.965741,0.928023,1.312352,1.748149,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-09,1.12e-4,1.428381,1019.843689,NA,NA,0.407487,1.311994,0.394403,3.04e-4,NA,1.609427,NA,1.04378,0.928023,1.29092,1.788803,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-12,1.12e-4,1.428381,1043.021851,NA,NA,0.413889,1.276213,0.385394,3.04e-4,NA,1.605152,NA,1.16084,0.910837,1.284325,1.670905,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-13,1.34e-4,1.428381,1100.967285,NA,NA,0.413889,1.264286,0.377386,2.97e-4,NA,1.596603,NA,1.112065,0.910837,1.294217,1.626185,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-14,1.12e-4,1.428381,1100.967285,NA,NA,0.407422,1.252358,0.375384,2.89e-4,NA,1.562405,NA,1.12182,0.859281,1.287622,1.666839,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-15,1.12e-4,1.428381,1083.583862,NA,NA,0.407422,1.180795,0.375384,2.89e-4,NA,1.481187,NA,1.131575,0.850688,1.261244,1.646513,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-16,1.12e-4,1.428381,1129.94043,NA,NA,0.394488,1.168868,0.367376,2.87e-4,NA,1.393555,NA,1.073045,0.850688,1.220026,1.695298,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-19,1.34e-4,1.530408,1187.885986,NA,NA,0.395135,1.145013,0.365374,2.87e-4,NA,1.453401,NA,1.10231,0.850688,1.256297,1.768476,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
2000-06-20,1.34e-4,1.530408,1176.296753,NA,NA,0.404188,1.168868,0.367376,2.87e-4,NA,1.487599,NA,1.131575,0.850688,1.30246,1.788803,2022-11-21,MATRIZ_PRECO_CT_B3_IMAT
