date,also3.sa,abev3.sa,arzz3.sa,b3sa3.sa,bpan4.sa,bbdc4.sa,bbas3.sa,brkm5.sa,brfs3.sa,ccro3.sa,cmig4.sa,ciel3.sa,cogn3.sa,cple6.sa,csan3.sa,cpfe3.sa,dasa3.sa,dxco3.sa,ecor3.sa,elet3.sa,enbr3.sa,enev3.sa,egie3.sa,flry3.sa,gfsa3.sa,grnd3.sa,guar3.sa,hype3.sa,mypk3.sa,rani3.sa,itsa4.sa,itub4.sa,klbn11.sa,ligt3.sa,lren3.sa,mdia3.sa,mglu3.sa,mrfg3.sa,beef3.sa,mrve3.sa,pcar3.sa,radl3.sa,rail3.sa,sanb11.sa,stbp3.sa,slce3.sa,suzb3.sa,vivt3.sa,tims3.sa,trpl4.sa,usim5.sa,viia3.sa,wege3.sa,DATE_UPDATE,CARTEIRA_TEORICA
2000-01-03,NA,NA,NA,NA,NA,NA,1.150941,1289.291016,769.231934,NA,3302.799561,NA,NA,-30.296019,NA,0.113206,NA,NA,NA,8.437325,NA,NA,NA,NA,NA,NA,3.787723,NA,NA,NA,0.470752,NA,NA,47.518929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.553813,NA,2364.003174,1.582737,0.996682,0.12384,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-04,NA,NA,NA,NA,NA,NA,1.096201,1257.420898,764.274048,NA,3137.404541,NA,NA,-29.116833,NA,0.133789,NA,NA,NA,8.029412,NA,NA,NA,NA,NA,NA,3.787723,NA,NA,NA,0.425806,NA,NA,49.243214,6063.465332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.349233,NA,2063.812256,1.525033,0.996682,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-05,NA,0.305528,NA,NA,NA,NA,1.10743,1263.215454,764.274048,NA,3154.455566,NA,NA,-29.388954,NA,0.133789,NA,NA,NA,8.351447,NA,NA,NA,NA,NA,NA,3.787723,NA,0.811174,NA,0.46129,NA,NA,52.945332,6063.465332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.431062,NA,2288.956055,1.670118,0.996682,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-06,NA,0.29004,NA,NA,NA,NA,1.122869,1326.955566,744.420288,NA,3196.230713,NA,NA,-28.844713,NA,0.133789,NA,NA,NA,8.158226,NA,NA,NA,NA,NA,NA,3.647435,NA,NA,3.04e-4,0.468387,NA,NA,57.408138,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,7.594728,NA,2255.184326,1.821796,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-07,NA,0.29004,NA,NA,NA,NA,1.097605,1361.7229,744.420288,NA,3205.609131,NA,NA,-28.572596,NA,0.14408,NA,NA,NA,8.287041,NA,NA,NA,NA,NA,NA,3.787723,NA,NA,3.04e-4,0.466021,NA,NA,55.683872,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,7.632499,NA,2176.383545,1.894338,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-10,NA,0.29004,NA,NA,NA,NA,1.157959,1390.696045,818.862488,NA,3145.929932,NA,NA,-29.388954,NA,0.146139,NA,NA,NA,8.521054,NA,NA,NA,NA,NA,NA,3.787723,NA,NA,3.04e-4,0.48258,NA,NA,54.872456,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,8.104611,NA,2322.726563,2.090531,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-11,NA,0.29004,NA,NA,NA,NA,1.142519,1390.696045,818.862488,NA,2975.419678,NA,NA,-28.119053,NA,0.14408,NA,NA,NA,8.179695,2.461168,NA,NA,NA,NA,NA,3.787723,NA,NA,3.04e-4,0.480215,NA,NA,54.061028,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,8.277719,NA,2251.432617,1.978421,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-12,NA,0.282306,NA,NA,NA,NA,1.157959,1332.750244,818.862488,NA,2924.265381,NA,NA,-27.937641,NA,0.14408,NA,NA,NA,8.083086,2.461168,NA,NA,NA,NA,NA,3.787723,NA,NA,3.04e-4,0.470752,NA,NA,54.771027,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,8.812778,NA,2210.155762,1.881149,0.996682,0.110804,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-13,NA,0.28424,NA,NA,NA,NA,1.138308,1234.242554,818.862488,NA,2996.732666,NA,NA,-29.026125,NA,0.14408,NA,NA,NA,7.898452,2.461168,NA,NA,NA,NA,NA,3.787723,NA,NA,3.04e-4,0.46129,NA,NA,53.401745,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.288044,NA,2247.679688,1.813552,0.996682,0.112977,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-14,NA,0.29004,NA,NA,NA,NA,1.136905,1205.269653,818.862488,NA,3154.455566,NA,NA,-29.207539,NA,0.14408,NA,NA,NA,7.728846,2.461168,NA,NA,NA,NA,NA,3.787723,NA,NA,3.04e-4,0.463655,NA,NA,51.576046,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.347842,NA,2307.717773,1.846526,0.996682,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-17,NA,0.309394,NA,NA,NA,NA,1.145327,1187.885864,818.862488,NA,3128.879395,NA,NA,-29.207539,NA,0.14408,NA,NA,NA,7.857661,2.461168,NA,NA,NA,NA,NA,3.787723,NA,NA,3.04e-4,0.480215,NA,NA,53.401745,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.917529,NA,2213.908203,1.858067,0.996682,0.115149,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-18,NA,0.309394,NA,NA,NA,NA,1.176205,1216.858887,818.862488,NA,3128.879395,NA,NA,-29.661089,NA,0.14408,NA,NA,NA,7.87913,2.461168,NA,NA,NA,NA,NA,3.787723,NA,NA,3.04e-4,0.468387,NA,NA,55.227451,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,10.44944,NA,2183.888672,1.78058,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-19,NA,0.309394,NA,NA,NA,NA,1.163573,1159.087036,806.452942,NA,3094.776611,NA,NA,-29.026125,NA,0.14408,NA,NA,NA,7.836191,2.461168,NA,NA,NA,NA,NA,0.499769,NA,0.760369,2.89e-4,0.463655,NA,NA,53.401745,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.914378,NA,2157.62207,1.755849,0.996682,0.116236,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-20,NA,0.309394,NA,NA,NA,NA,1.156555,1216.858887,806.452942,NA,3010.373535,NA,NA,-29.588501,NA,0.14408,NA,NA,NA,7.857661,2.461168,NA,NA,NA,NA,NA,0.499769,NA,NA,2.66e-4,0.454193,NA,NA,52.032463,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.757006,NA,2138.860352,1.863013,0.996682,0.117322,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-21,NA,0.309394,NA,NA,NA,NA,1.166381,1188.001709,806.452942,NA,2941.317139,NA,NA,-29.933189,NA,0.14408,NA,NA,NA,7.299465,2.461168,NA,NA,NA,NA,NA,0.499769,NA,NA,2.66e-4,0.444731,NA,NA,53.60461,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.599636,NA,2071.317383,1.846526,0.996682,0.114063,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-24,NA,0.309394,NA,NA,NA,NA,1.138308,1193.68042,806.452942,NA,2920.003418,NA,NA,-29.388954,NA,0.14408,NA,NA,NA,7.342405,2.461168,NA,NA,NA,NA,NA,0.499769,NA,NA,2.66e-4,0.435269,NA,NA,56.393856,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.605936,NA,2067.565186,1.830039,0.996682,0.11189,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-25,NA,0.309394,NA,NA,NA,NA,NA,1193.68042,806.452942,NA,2920.003418,NA,NA,-29.388954,NA,0.14408,NA,NA,NA,7.342405,2.461168,NA,NA,NA,NA,NA,0.499769,NA,NA,2.66e-4,0.435269,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.605936,NA,2067.565186,1.830039,0.996682,0.11189,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-26,NA,0.307461,NA,NA,NA,NA,1.164977,1158.913086,806.452942,NA,2897.835938,NA,NA,-29.388954,NA,0.14408,NA,NA,NA,7.38534,2.461168,NA,NA,NA,NA,NA,0.499769,NA,NA,2.58e-4,0.432903,NA,NA,49.496769,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.819957,NA,2138.860352,1.844877,0.996682,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-27,NA,0.293927,NA,NA,NA,NA,1.139712,1170.502319,806.452942,NA,2813.433594,NA,NA,-29.207539,NA,0.14408,NA,NA,NA,7.449749,2.461168,NA,NA,NA,NA,NA,0.473465,NA,NA,2.58e-4,0.428172,NA,NA,57.611004,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,10.071752,NA,2120.098389,1.797066,0.996682,0.120581,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-28,NA,0.293927,NA,NA,NA,NA,1.110237,1158.913086,806.452942,NA,2723.915527,NA,NA,-27.937641,NA,0.14408,NA,NA,NA,7.084776,2.461168,NA,NA,NA,NA,NA,0.473465,NA,0.684163,2.58e-4,0.416343,NA,NA,55.126026,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.763308,NA,1981.259521,1.747605,0.996682,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-01-31,NA,0.293927,NA,NA,NA,NA,1.108833,1100.967285,732.010803,NA,2608.819336,NA,NA,-26.486336,NA,0.14408,NA,NA,NA,6.891554,2.461168,NA,NA,NA,NA,NA,0.473465,NA,NA,2.81e-4,0.40215,NA,NA,55.227451,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.568165,NA,2007.526367,1.731119,0.996682,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-01,NA,0.293927,NA,NA,NA,NA,1.108833,1144.368774,682.387817,NA,2668.499023,NA,NA,-26.50448,NA,0.14408,NA,NA,NA,6.891554,2.461168,NA,NA,NA,NA,NA,0.473465,NA,NA,2.81e-4,0.411613,NA,NA,56.596714,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,9.835693,NA,1951.241333,1.764092,0.996682,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-02,NA,0.293927,NA,NA,NA,NA,1.097605,1106.819946,682.387817,NA,2642.922363,NA,NA,-26.667755,NA,0.14408,NA,NA,NA,6.9366390000000004,2.461168,NA,NA,NA,NA,NA,0.473465,NA,NA,2.81e-4,0.411613,NA,NA,57.763149,6063.465332,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,10.040276,NA,1879.944946,1.764092,0.996682,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-03,NA,0.293927,NA,NA,NA,NA,1.108833,1100.967285,719.608887,NA,2625.018311,NA,NA,-26.958006,NA,0.14408,NA,NA,NA,7.256527,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.409247,NA,NA,59.13242,5052.886719,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,10.480914,NA,1913.717163,1.764092,0.996682,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-04,NA,0.274572,NA,NA,NA,NA,1.122869,1100.909546,719.608887,NA,2617.345703,NA,NA,-27.774376,NA,0.14408,NA,NA,NA,7.471218,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.413978,NA,NA,60.552406,5052.886719,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,10.669763,NA,2026.288696,1.838283,0.996682,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-07,NA,0.274572,NA,NA,NA,NA,1.104622,1118.351196,719.608887,NA,2698.337646,NA,NA,-27.230135,NA,0.14408,NA,NA,NA,7.342405,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.44,NA,NA,60.197407,5052.886719,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,10.701236,NA,2045.050781,1.821796,0.996682,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-08,NA,0.274572,NA,NA,NA,NA,1.129887,1100.677856,719.608887,NA,2821.95874,NA,NA,-26.685894,NA,0.14408,NA,NA,NA,7.50342,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.437634,NA,NA,59.842422,5052.886719,NA,NA,NA,NA,NA,NA,0.004817,NA,NA,NA,NA,NA,11.110403,NA,2345.241943,1.863013,0.996682,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-09,NA,0.305528,NA,NA,NA,NA,1.129887,1043.021851,719.608887,NA,2813.433594,NA,NA,-26.304924,NA,0.14408,NA,NA,NA,7.363874,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.425806,NA,NA,55.937447,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.236293,NA,2649.186035,1.830039,0.996682,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-10,NA,0.305528,NA,NA,NA,NA,1.114447,1043.021851,719.608887,NA,2890.164063,NA,NA,-27.211996,NA,0.14408,NA,NA,NA,7.38534,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.423441,NA,NA,56.393856,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.425141,NA,3639.814209,1.813552,0.996682,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-11,NA,0.293927,NA,NA,NA,NA,1.108833,1077.789429,719.608887,NA,2787.003174,NA,NA,-28.627012,NA,0.14408,NA,NA,NA,7.041837,2.461168,NA,NA,NA,NA,NA,0.455929,NA,0.675696,2.81e-4,0.411613,NA,NA,56.596714,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.362189,NA,4153.891113,1.714632,0.996682,0.122754,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-14,NA,0.293927,NA,NA,NA,NA,1.097605,1101.025513,719.608887,NA,2694.075439,NA,NA,-28.590744,NA,0.14408,NA,NA,NA,6.870085,2.461168,NA,NA,NA,NA,NA,0.442778,NA,NA,2.81e-4,0.40215,NA,NA,56.393856,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.491235,NA,4352.76709,1.648685,0.996682,0.122754,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-15,NA,0.293927,NA,NA,NA,NA,1.048479,1105.313477,719.608887,NA,2686.4021,NA,NA,-29.388954,NA,0.14408,NA,NA,NA,6.870085,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.397419,NA,NA,54.061028,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.330722,NA,3973.7771,1.632198,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-16,NA,0.293927,NA,NA,NA,NA,1.07234,1182.091553,719.608887,NA,2685.550537,NA,NA,-29.933189,NA,0.14408,NA,NA,NA,6.891554,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.409247,NA,NA,59.284569,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.113547,NA,3977.529297,1.673414,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-17,NA,0.293927,NA,NA,NA,NA,1.051286,1321.161133,719.608887,NA,2677.024658,NA,NA,-30.840258,NA,0.14408,NA,NA,NA,6.90873,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.413978,NA,NA,57.56028,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.173346,NA,4071.337646,1.721226,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-18,NA,0.30166,NA,NA,NA,NA,1.05269,1286.393555,719.608887,NA,2642.922363,NA,NA,-30.658844,NA,0.14408,NA,NA,NA,6.762741,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.404516,NA,NA,56.343151,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,10.80195,NA,3940.006592,1.648685,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-21,NA,0.30166,NA,NA,NA,NA,1.097605,1297.982666,719.608887,NA,2685.550537,NA,NA,-31.384502,NA,0.14408,NA,NA,NA,6.970991,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.404516,NA,NA,58.675991,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,10.953027,NA,4015.052734,1.673414,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-22,NA,0.28463,NA,NA,NA,NA,1.082165,1246.005737,719.608887,NA,2632.691406,NA,NA,-30.114618,NA,0.14408,NA,NA,NA,6.870085,2.461168,NA,NA,NA,NA,NA,0.455929,NA,0.675696,2.81e-4,0.404516,NA,NA,58.219566,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,10.70438,NA,3639.814209,1.640441,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-23,NA,0.29004,NA,NA,NA,NA,1.10743,1216.858887,719.608887,NA,2672.761719,NA,NA,-29.461515,NA,0.14408,NA,NA,NA,6.891554,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.399785,NA,NA,58.219566,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.135579,NA,3744.88208,1.632198,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-24,NA,0.286173,NA,NA,NA,NA,1.05269,1213.96167,719.608887,NA,2618.197998,NA,NA,-29.29825,NA,0.14408,NA,NA,NA,6.758448,2.461168,NA,NA,NA,NA,NA,0.455929,NA,NA,2.81e-4,0.40215,NA,NA,55.683872,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.173346,NA,3714.861816,1.647036,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-25,NA,0.278439,NA,NA,NA,NA,1.059708,1228.447754,719.608887,NA,2600.294189,NA,NA,-29.243826,NA,0.14408,NA,NA,NA,6.653248,2.461168,NA,NA,NA,NA,NA,0.447162,NA,NA,2.81e-4,0.395053,NA,NA,54.872456,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.141873,NA,3658.578125,1.56625,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-28,NA,0.278439,NA,NA,NA,NA,1.073744,1187.885864,719.608887,NA,2566.192383,NA,NA,-29.171263,NA,0.14408,NA,NA,NA,6.548049,2.461168,NA,NA,NA,NA,NA,0.447162,NA,NA,2.81e-4,0.392688,NA,NA,54.31459,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,10.890079,NA,3564.766602,1.558007,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-02-29,NA,0.274572,NA,NA,NA,NA,1.045672,1158.913086,719.608887,NA,2488.609619,NA,NA,-29.207539,NA,0.14408,NA,NA,NA,6.569519,2.461168,NA,NA,NA,NA,NA,0.447162,NA,0.641827,2.81e-4,0.383226,NA,NA,55.937447,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,10.953027,NA,3564.766602,1.56625,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-01,NA,0.274572,NA,NA,NA,NA,1.031636,1158.913086,719.608887,NA,2472.411133,NA,NA,-29.207539,NA,0.127614,NA,NA,NA,6.676865,2.461168,NA,NA,NA,NA,NA,0.473465,NA,0.675696,2.81e-4,0.383226,NA,NA,55.937447,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.141873,NA,3564.766602,1.548114,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-02,NA,0.274572,NA,NA,NA,NA,1.031636,1135.677124,719.608887,NA,2382.893066,NA,NA,-28.844713,NA,0.127614,NA,NA,NA,6.462173,2.461168,NA,NA,NA,NA,NA,0.464697,NA,NA,2.81e-4,0.387956,NA,NA,56.038868,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.472353,NA,3373.395996,1.459085,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-03,NA,0.300879,NA,NA,NA,NA,1.038654,1158.913086,719.608887,NA,2506.513428,NA,NA,-29.026125,NA,0.127614,NA,NA,NA,6.741271,2.461168,NA,NA,NA,NA,NA,0.498892,NA,NA,2.81e-4,0.390322,NA,NA,55.227451,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.802837,NA,3564.766602,1.516789,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-06,NA,0.300879,NA,NA,NA,NA,NA,1158.913086,719.608887,NA,2506.513428,NA,NA,-29.026125,NA,0.127614,NA,NA,NA,6.741271,2.461168,NA,NA,NA,NA,NA,0.498892,NA,NA,2.81e-4,0.390322,NA,NA,NA,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.802837,NA,3564.766602,1.516789,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-07,NA,0.300879,NA,NA,NA,NA,NA,1158.913086,719.608887,NA,2506.513428,NA,NA,-29.026125,NA,0.127614,NA,NA,NA,6.741271,2.461168,NA,NA,NA,NA,NA,0.498892,NA,NA,2.81e-4,0.390322,NA,NA,NA,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.802837,NA,3564.766602,1.516789,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-08,NA,0.300879,NA,NA,NA,NA,1.080762,1054.610962,719.608887,NA,2497.988037,NA,NA,-29.026125,NA,0.127614,NA,NA,NA,6.526581,2.461168,NA,NA,NA,NA,NA,0.498892,NA,NA,2.81e-4,0.38086,NA,NA,54.568172,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.173346,NA,3564.766602,1.516789,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-09,NA,0.309394,NA,NA,NA,NA,1.038654,1054.610962,719.608887,NA,2540.615723,NA,NA,-29.29825,NA,0.127614,NA,NA,NA,6.97743,2.461168,NA,NA,NA,NA,NA,0.482233,NA,NA,2.81e-4,0.383226,NA,NA,55.024582,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,11.015982,NA,3703.605225,1.579439,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-10,NA,0.309394,NA,NA,NA,NA,1.07234,1054.610962,719.608887,NA,2606.261475,NA,NA,-29.388954,NA,0.127614,NA,NA,NA,7.127715,2.461168,NA,NA,NA,NA,NA,0.499769,NA,NA,2.81e-4,0.378494,NA,NA,55.227451,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,10.77992,NA,3632.310547,1.525033,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-13,NA,0.309394,NA,NA,NA,NA,NA,1014.049072,719.608887,NA,2606.261475,NA,NA,-29.388954,NA,0.127614,NA,NA,NA,7.020369,2.461168,NA,NA,NA,NA,NA,0.499769,NA,NA,2.81e-4,0.378494,NA,NA,NA,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,10.77992,NA,3632.310547,1.467329,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-14,NA,0.29004,NA,NA,NA,NA,0.988125,1158.913086,719.608887,NA,2523.564209,NA,NA,-28.844713,NA,0.127614,NA,NA,NA,6.676865,2.461168,NA,NA,NA,NA,NA,0.473465,NA,NA,2.81e-4,0.361935,NA,NA,52.691753,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,10.386491,NA,3339.624023,1.450842,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-15,NA,0.29004,NA,NA,NA,NA,0.975492,1129.882202,719.608887,NA,2584.096191,NA,NA,-29.026125,NA,0.127614,NA,NA,NA,6.655396,2.461168,NA,NA,NA,NA,NA,0.473465,NA,NA,2.81e-4,0.354838,NA,NA,53.60461,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,10.134701,NA,3283.338379,1.459085,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-16,NA,0.293927,NA,NA,NA,NA,0.98251,1112.556641,719.608887,NA,2652.300293,NA,NA,-29.026125,NA,0.127614,NA,NA,NA,6.97743,2.461168,NA,NA,NA,NA,NA,0.464697,NA,NA,2.81e-4,0.373763,NA,NA,54.061028,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,10.197652,NA,3392.156006,1.483816,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
2000-03-17,NA,0.293927,NA,NA,NA,NA,0.954439,1095.115112,719.608887,NA,2685.550537,NA,NA,-29.026125,NA,0.127614,NA,NA,NA,6.870085,2.461168,NA,NA,NA,NA,NA,0.464697,NA,NA,2.81e-4,0.369032,NA,NA,51.778904,5052.886719,NA,NA,NA,NA,NA,NA,0.005505,NA,NA,NA,NA,NA,9.920672,NA,3639.814209,1.417868,0.996682,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_ISEE
