date,alpa4.sa,abev3.sa,brkm5.sa,brfs3.sa,cyre3.sa,dxco3.sa,dirr3.sa,embr3.sa,eztc3.sa,ggbr4.sa,goau4.sa,grnd3.sa,mypk3.sa,jbss3.sa,jhsf3.sa,kepl3.sa,klbn11.sa,mdia3.sa,pomo4.sa,mrfg3.sa,beef3.sa,mrve3.sa,posi3.sa,rapt4.sa,smto3.sa,csna3.sa,suzb3.sa,tasa4.sa,tend3.sa,tupy3.sa,unip6.sa,usim5.sa,wege3.sa,DATE_UPDATE,CARTEIRA_TEORICA
2000-01-03,NA,NA,1289.291016,769.231873,NA,NA,NA,6.064207,NA,241.71788,166.542572,NA,NA,NA,NA,NA,NA,NA,0.179222,NA,NA,NA,NA,0.1552,NA,1.817249,NA,2.885095,NA,NA,24.885109,1.582737,0.123841,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-04,NA,NA,1257.420654,764.274109,NA,NA,NA,5.337688,NA,236.136002,160.799759,NA,NA,NA,NA,NA,NA,NA,0.179222,NA,NA,NA,NA,0.144372,NA,1.843396,NA,2.885095,NA,NA,23.491566,1.525033,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-05,NA,0.305528,1263.215332,764.274109,NA,NA,NA,5.537851,NA,244.209869,158.502579,NA,0.811174,NA,NA,NA,NA,NA,0.187964,NA,NA,NA,NA,0.147981,NA,1.942383,NA,2.885095,NA,NA,23.690767,1.670117,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-06,NA,0.29004,1326.955322,744.420288,NA,NA,NA,5.359928,NA,251.685623,160.225479,NA,NA,NA,NA,NA,NA,NA,0.183593,NA,NA,NA,NA,0.147981,NA,2.030164,NA,2.885095,NA,NA,23.093365,1.821796,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-07,NA,0.29004,1361.7229,744.420288,NA,NA,NA,5.523026,NA,263.148529,160.799759,NA,NA,NA,NA,NA,NA,NA,0.183593,NA,NA,NA,NA,0.151591,NA,2.01709,NA,2.885095,NA,NA,23.292435,1.894338,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-10,NA,0.29004,1390.696167,818.862549,NA,NA,NA,5.574918,NA,271.621033,168.265472,NA,NA,NA,NA,NA,NA,NA,0.183593,NA,NA,NA,NA,0.162419,NA,2.041369,NA,2.885095,NA,NA,23.889706,2.090531,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-11,NA,0.29004,1390.696167,818.862549,NA,NA,NA,5.270967,NA,267.634064,169.988235,NA,NA,NA,NA,NA,NA,NA,0.185341,NA,NA,NA,NA,0.166028,NA,1.955457,NA,2.885095,NA,NA,23.491566,1.978421,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-12,NA,0.282306,1332.750122,818.862549,NA,NA,NA,5.30062,NA,271.621033,172.266296,NA,NA,NA,NA,NA,NA,NA,0.185341,NA,NA,NA,NA,0.162419,NA,1.867676,NA,2.885095,NA,NA,23.491566,1.881149,0.110804,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-13,NA,0.28424,1234.242432,818.862549,NA,NA,NA,5.337688,NA,239.225983,178.028259,NA,NA,NA,NA,NA,NA,NA,0.179222,NA,NA,NA,NA,0.162419,NA,1.693982,NA,2.885095,NA,NA,23.292435,1.813553,0.112977,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-14,NA,0.29004,1205.269775,818.862549,NA,NA,NA,5.293206,NA,269.129272,172.247101,NA,NA,NA,NA,NA,NA,NA,0.179222,NA,NA,NA,NA,0.158809,NA,1.643554,NA,2.885095,NA,NA,23.093365,1.846526,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-17,NA,0.309394,1187.885986,818.862549,0.38361,NA,NA,5.411823,NA,270.126007,176.113998,NA,NA,NA,NA,NA,NA,NA,0.179222,NA,NA,NA,NA,0.1552,NA,1.746277,NA,2.885095,NA,NA,22.894297,1.858067,0.115149,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-18,NA,0.309394,1216.858765,818.862549,NA,NA,NA,5.560091,NA,289.064758,178.411118,NA,NA,NA,NA,NA,NA,NA,0.178348,NA,NA,NA,NA,0.151591,NA,1.716394,NA,2.885095,NA,NA,22.894297,1.78058,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-19,NA,0.309394,1159.087158,806.452881,NA,NA,NA,5.374756,NA,277.601807,178.028259,NA,0.76037,NA,NA,NA,NA,NA,0.178348,NA,NA,NA,NA,0.1552,NA,1.667835,NA,2.885095,NA,NA,22.695227,1.755848,0.116236,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-20,NA,0.309394,1216.858765,806.452881,0.38361,NA,NA,5.448888,NA,271.621033,178.985382,NA,NA,NA,NA,NA,NA,NA,0.182719,NA,NA,NA,NA,0.151591,NA,1.619275,NA,2.885095,NA,NA,22.097988,1.863014,0.117322,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-21,NA,0.309394,1188.001953,806.452881,NA,NA,NA,5.560091,NA,271.621033,179.923386,NA,NA,NA,NA,NA,NA,NA,0.183593,NA,NA,NA,NA,0.151591,NA,1.507215,NA,2.885095,NA,NA,22.29706,1.846526,0.114063,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-24,NA,0.309394,1193.680542,806.452881,0.439553,NA,NA,5.523026,NA,266.687073,178.028259,NA,NA,NA,NA,NA,NA,NA,0.183593,NA,NA,NA,NA,0.147981,NA,1.544568,NA,2.885095,NA,NA,22.097988,1.8300399999999999,0.11189,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-25,NA,0.309394,1193.680542,806.452881,NA,NA,NA,5.523026,NA,266.687073,178.028259,NA,NA,NA,NA,NA,NA,NA,0.183593,NA,NA,NA,NA,0.147981,NA,NA,NA,2.885095,NA,NA,22.097988,1.8300399999999999,0.11189,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-26,NA,0.307461,1158.913208,806.452881,NA,NA,NA,5.597158,NA,259.111725,172.285385,NA,NA,NA,NA,NA,NA,NA,0.176599,NA,NA,NA,NA,0.151591,NA,1.531494,NA,2.885095,NA,NA,21.500784,1.844878,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-27,NA,0.293927,1170.502197,806.452881,NA,NA,NA,5.789907,NA,261.65332,172.285385,NA,NA,NA,NA,NA,NA,NA,0.175725,NA,NA,NA,NA,0.151591,NA,1.507215,NA,2.885095,NA,NA,22.496157,1.797066,0.120581,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-28,NA,0.293927,1158.913208,806.452881,NA,NA,NA,5.819562,NA,260.158264,166.542572,NA,0.684163,NA,NA,NA,NA,NA,0.173102,NA,NA,NA,NA,0.147981,NA,1.494141,NA,2.885095,NA,NA,22.29706,1.747605,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-01-31,NA,0.293927,1100.967407,732.010864,0.431561,NA,NA,6.145754,NA,249.193726,166.542572,NA,NA,NA,NA,NA,NA,NA,0.171353,NA,NA,NA,NA,0.144372,NA,1.456787,NA,2.885095,NA,NA,22.496157,1.731119,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-01,NA,0.293927,1144.368774,682.387756,NA,NA,NA,6.004898,NA,245.705017,164.628281,NA,NA,NA,NA,NA,NA,NA,0.173976,NA,NA,NA,NA,0.144372,NA,1.40636,NA,2.885095,NA,NA,22.496157,1.764092,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-02,NA,0.293927,1106.819824,682.387756,0.415577,NA,NA,6.145754,NA,249.193726,162.714005,NA,NA,NA,NA,NA,NA,NA,0.17485,NA,NA,NA,NA,0.140763,NA,1.369006,NA,2.885095,NA,NA,22.496157,1.764092,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-03,NA,0.293927,1100.967407,719.608948,NA,NA,NA,5.930763,NA,255.174408,163.671158,NA,NA,NA,NA,NA,NA,NA,0.187964,NA,NA,NA,NA,0.147981,NA,1.443713,NA,2.885095,NA,NA,22.29706,1.764092,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-04,NA,0.274572,1100.909424,719.608948,NA,NA,NA,5.938177,NA,249.193726,166.542572,NA,NA,NA,NA,NA,NA,NA,0.196707,NA,NA,NA,NA,0.147981,NA,1.4792,NA,2.885095,NA,NA,22.496157,1.838283,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-07,NA,0.274572,1118.351074,719.608948,NA,NA,NA,6.130928,NA,261.154968,166.542572,NA,NA,NA,NA,NA,NA,NA,0.209821,NA,NA,NA,NA,0.140763,NA,1.473596,NA,2.885095,NA,NA,22.097988,1.821796,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-08,NA,0.274572,1100.677856,719.608948,NA,NA,NA,6.264369,NA,269.129272,163.671158,NA,NA,NA,NA,NA,NA,NA,0.218563,NA,NA,NA,NA,0.144372,NA,1.477332,NA,2.885095,NA,NA,22.695227,1.863014,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-09,NA,0.305528,1043.021729,719.608948,NA,NA,NA,6.264369,NA,269.129272,163.671158,NA,NA,NA,NA,NA,NA,NA,0.218563,NA,NA,NA,NA,0.144372,NA,1.441845,NA,2.885095,NA,NA,23.093365,1.8300399999999999,0.121668,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-10,NA,0.305528,1043.021729,719.608948,NA,NA,NA,6.523841,NA,266.637268,160.416824,NA,NA,NA,NA,NA,NA,NA,0.218563,NA,NA,NA,NA,0.144372,NA,1.443713,NA,2.885095,NA,NA,23.491566,1.813553,0.119495,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-11,NA,0.293927,1077.789063,719.608948,0.437954,NA,NA,6.116101,NA,258.663086,157.54538,NA,0.675696,NA,NA,NA,NA,NA,0.220312,NA,NA,NA,NA,0.144372,NA,1.404492,NA,2.885095,NA,NA,23.491566,1.714632,0.122754,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-14,NA,0.293927,1101.025513,719.608948,0.439553,NA,NA,6.116101,NA,251.685623,156.97113,NA,NA,NA,NA,NA,NA,NA,0.226431,NA,NA,NA,NA,0.144372,NA,1.3578,NA,2.885095,NA,NA,22.894297,1.648685,0.122754,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-15,NA,0.293927,1105.313477,719.608948,0.447545,NA,NA,6.116101,NA,254.177658,155.018631,NA,NA,NA,NA,NA,NA,NA,0.227306,NA,NA,NA,NA,0.140763,NA,1.344727,NA,2.885095,NA,NA,22.894297,1.632198,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-16,NA,0.293927,1182.091553,719.608948,0.439553,NA,NA,6.160581,NA,259.16153,156.014023,NA,NA,NA,NA,NA,NA,NA,0.225557,NA,NA,NA,NA,0.137153,NA,1.370874,NA,2.885095,NA,NA,22.496157,1.673414,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-17,NA,0.293927,1321.161011,719.608948,NA,NA,NA,6.190234,NA,258.663086,163.671158,NA,NA,NA,NA,NA,NA,NA,0.227306,NA,NA,NA,NA,0.140763,NA,1.419434,NA,2.885095,NA,NA,23.690767,1.721226,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-18,NA,0.301661,1286.393921,719.608948,NA,NA,NA,6.019725,NA,257.417084,164.628281,NA,NA,NA,NA,NA,NA,NA,0.227306,NA,NA,NA,NA,0.137153,NA,1.395154,NA,2.885095,NA,NA,23.491566,1.648685,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-21,NA,0.301661,1297.98291,719.608948,NA,NA,NA,6.242129,NA,259.659882,166.542572,NA,NA,NA,NA,NA,NA,NA,0.240419,NA,NA,NA,NA,0.137153,NA,1.413831,NA,2.885095,NA,NA,24.088835,1.673414,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-22,NA,0.28463,1246.005493,719.608948,0.447545,NA,NA,6.079032,NA,257.666382,168.074036,NA,0.675696,NA,NA,NA,NA,NA,0.240419,NA,NA,NA,NA,0.137153,NA,1.417566,NA,2.885095,NA,NA,24.486937,1.640441,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-23,NA,0.29004,1216.858765,719.608948,NA,NA,NA,6.153167,NA,257.666382,166.523422,NA,NA,NA,NA,NA,NA,NA,0.236048,NA,NA,NA,NA,0.137153,NA,1.369006,NA,2.885095,NA,NA,24.486937,1.632198,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-24,NA,0.286173,1213.961426,719.608948,NA,NA,NA,5.930763,NA,251.685623,164.628281,NA,NA,NA,NA,NA,NA,NA,0.236048,NA,NA,NA,NA,0.137153,NA,1.376477,NA,2.885095,NA,NA,23.690767,1.647036,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-25,NA,0.278439,1228.447876,719.608948,0.439553,NA,NA,5.864041,NA,250.688812,164.628281,NA,NA,NA,NA,NA,NA,NA,0.236048,NA,NA,NA,NA,0.140763,NA,1.344727,NA,2.885095,NA,NA,23.889706,1.56625,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-28,NA,0.278439,1187.885986,719.608948,NA,NA,NA,5.953004,NA,244.209869,159.842575,NA,NA,NA,NA,NA,NA,NA,0.240419,NA,NA,NA,NA,0.140763,NA,1.369006,NA,2.885095,NA,NA,23.491566,1.558007,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-02-29,NA,0.274572,1158.913208,719.608948,0.463528,NA,NA,6.079032,NA,244.807861,160.799759,NA,0.641826,NA,NA,NA,NA,NA,0.244791,NA,NA,NA,NA,0.140763,NA,1.369006,NA,2.885095,NA,NA,22.695227,1.56625,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-01,NA,0.274572,1158.913208,719.608948,NA,NA,NA,6.375571,NA,243.21315,156.97113,NA,0.675696,NA,NA,NA,NA,NA,0.244791,NA,NA,NA,NA,0.144372,NA,1.398889,NA,2.885095,NA,NA,22.894297,1.548114,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-02,NA,0.274572,1135.67688,719.608948,NA,NA,NA,6.375571,NA,242.963791,156.97113,NA,NA,NA,NA,NA,NA,NA,0.244791,NA,NA,NA,NA,0.151591,NA,1.402624,NA,2.885095,NA,NA,22.29706,1.459085,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-03,NA,0.300879,1158.913208,719.608948,0.455537,NA,NA,6.516429,NA,241.71788,156.014023,NA,NA,NA,NA,NA,NA,NA,0.244791,NA,NA,NA,NA,0.144372,NA,1.494141,NA,2.885095,NA,NA,22.695227,1.51679,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-06,NA,0.300879,1158.913208,719.608948,NA,NA,NA,6.516429,NA,241.71788,156.014023,NA,NA,NA,NA,NA,NA,NA,0.244791,NA,NA,NA,NA,0.144372,NA,NA,NA,2.885095,NA,NA,22.695227,1.51679,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-07,NA,0.300879,1158.913208,719.608948,NA,NA,NA,6.516429,NA,241.71788,156.014023,NA,NA,NA,NA,NA,NA,NA,0.244791,NA,NA,NA,NA,0.144372,NA,NA,NA,2.885095,NA,NA,22.695227,1.51679,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-08,NA,0.300879,1054.610962,719.608948,0.447545,NA,NA,6.412639,NA,241.71788,154.080521,NA,NA,NA,NA,NA,NA,NA,0.244791,NA,NA,NA,NA,0.144372,NA,1.40636,NA,2.885095,NA,NA,22.097988,1.51679,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-09,NA,0.309394,1054.610962,719.608948,NA,NA,NA,6.516429,NA,241.468674,154.099716,NA,NA,NA,NA,NA,NA,NA,0.244791,NA,NA,NA,NA,0.144372,NA,1.383948,NA,2.885095,NA,NA,22.097988,1.579439,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-10,NA,0.309394,1054.610962,719.608948,0.447545,NA,NA,6.968647,NA,241.71788,153.123428,NA,NA,NA,NA,NA,NA,NA,0.236922,NA,NA,NA,NA,0.140763,NA,1.367139,NA,2.885095,NA,NA,21.699789,1.525033,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-13,NA,0.309394,1014.049011,719.608948,NA,NA,NA,6.686937,NA,241.71788,145.485519,NA,NA,NA,NA,NA,NA,NA,0.236922,NA,NA,NA,NA,0.140763,NA,1.369006,NA,2.885095,NA,NA,21.699789,1.467329,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-14,NA,0.29004,1158.913208,719.608948,NA,NA,NA,6.731419,NA,234.14241,147.399765,NA,NA,NA,NA,NA,NA,NA,0.235174,NA,NA,NA,NA,0.140763,NA,1.369006,NA,2.885095,NA,NA,21.898954,1.450842,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-15,NA,0.29004,1129.882446,719.608948,NA,NA,NA,6.820379,NA,228.261429,149.696838,NA,NA,NA,NA,NA,NA,NA,0.240419,NA,NA,NA,NA,0.137153,NA,1.35033,NA,2.885095,NA,NA,21.699789,1.459085,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-16,NA,0.293927,1112.556763,719.608948,NA,NA,NA,6.568321,NA,234.242172,151.228302,NA,NA,NA,NA,NA,NA,NA,0.240419,NA,NA,NA,NA,0.144372,NA,1.369006,NA,2.885095,NA,NA,21.898954,1.483816,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-17,NA,0.293927,1095.11499,719.608948,NA,NA,NA,6.894513,NA,226.766388,150.271179,NA,NA,NA,NA,NA,NA,NA,0.235174,NA,NA,NA,NA,0.144372,NA,1.369006,NA,2.885095,NA,NA,21.898954,1.417868,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-20,NA,0.293927,1043.021729,719.608948,NA,NA,NA,6.894513,NA,226.766388,150.481705,NA,NA,NA,NA,NA,NA,NA,0.231677,NA,NA,NA,NA,0.144372,NA,1.3578,NA,2.885095,NA,NA,22.097988,1.450842,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-21,NA,0.293927,1014.049011,719.608948,0.410782,NA,NA,7.109505,NA,224.274353,153.142563,NA,NA,NA,NA,NA,NA,NA,0.231677,NA,NA,NA,NA,0.144372,NA,1.344727,NA,2.885095,NA,NA,22.695227,1.51679,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-22,NA,0.305528,1013.991089,719.608948,0.445946,NA,NA,6.879686,NA,227.264709,162.714005,NA,0.641826,NA,NA,NA,NA,NA,0.218563,NA,NA,NA,NA,0.140763,NA,1.380213,NA,2.885095,NA,NA,22.695227,1.599223,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-23,NA,0.317128,993.768066,719.608948,NA,NA,NA,6.716592,NA,234.192245,163.671158,NA,NA,NA,NA,NA,NA,NA,0.209821,NA,NA,NA,NA,0.140763,NA,1.361536,NA,2.885095,NA,NA,24.486937,1.543169,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-24,NA,0.326405,1043.021729,719.608948,NA,NA,NA,6.968647,NA,235.238922,163.479645,NA,NA,NA,NA,NA,NA,NA,0.214192,NA,NA,NA,NA,0.144372,NA,1.419434,NA,2.885095,NA,NA,25.88048,1.541519,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-27,NA,0.332596,1066.200195,719.608948,NA,NA,NA,6.990888,NA,234.242172,162.714005,NA,NA,NA,NA,NA,NA,NA,0.209821,NA,NA,NA,NA,0.144372,NA,1.507215,NA,2.885095,NA,NA,27.075027,1.61571,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-28,NA,0.332596,1037.227295,719.608948,0.431561,NA,NA,6.842619,NA,228.710037,153.142563,NA,NA,NA,NA,NA,NA,NA,0.209821,NA,NA,NA,NA,0.144372,NA,1.561377,NA,2.885095,NA,NA,27.871328,1.549763,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-29,NA,0.332596,1014.049011,719.608948,0.431561,NA,NA,6.968647,NA,230.25499,153.142563,NA,NA,NA,NA,NA,NA,NA,0.20545,NA,NA,NA,NA,0.140763,NA,1.514685,NA,2.885095,NA,NA,28.070532,1.511843,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-30,NA,0.348064,985.076355,719.608948,NA,NA,NA,6.746244,NA,229.258255,153.142563,NA,NA,NA,NA,NA,NA,NA,0.209821,NA,NA,NA,NA,0.151591,NA,1.507215,NA,2.885095,NA,NA,27.871328,1.445896,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-03-31,NA,0.355797,985.076355,719.608948,NA,NA,NA,6.635043,NA,226.766388,153.142563,NA,NA,NA,NA,NA,NA,NA,0.20545,NA,NA,NA,NA,0.147981,NA,1.533362,NA,2.885095,NA,NA,27.871328,1.426112,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-03,NA,0.353864,996.665344,719.608948,NA,NA,NA,6.449706,NA,216.798538,146.44252,NA,NA,NA,NA,NA,NA,NA,0.206324,NA,NA,NA,NA,0.144372,NA,1.531494,NA,2.885095,NA,NA,27.473125,1.525033,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-04,NA,0.351931,956.103333,719.608948,NA,NA,NA,6.264369,NA,219.240601,151.228302,NA,NA,NA,NA,NA,NA,NA,0.206324,NA,NA,NA,NA,0.140763,NA,1.531494,NA,2.885095,NA,NA,26.875992,1.51679,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-05,NA,0.363532,956.103333,719.608948,NA,NA,NA,6.382985,NA,219.290436,156.97113,NA,NA,NA,NA,NA,NA,NA,0.206324,NA,NA,NA,NA,0.140763,NA,1.494141,NA,2.885095,NA,NA,26.875992,1.442599,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-06,NA,0.367398,927.130493,719.608948,NA,NA,NA,6.664696,NA,223.277634,156.97113,NA,NA,NA,NA,NA,NA,NA,0.218563,NA,NA,NA,NA,0.147981,NA,1.494141,NA,2.885095,NA,NA,27.075027,1.437652,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-07,NA,0.375132,869.184814,719.608948,0.40279,NA,NA,6.67211,NA,224.274353,156.97113,NA,NA,NA,NA,NA,NA,NA,0.244791,NA,NA,NA,NA,0.147981,NA,1.5427,NA,2.885095,NA,NA,27.473125,1.467329,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-10,NA,0.385952,811.239075,719.608948,0.399594,NA,NA,6.375571,NA,221.78244,153.142563,NA,NA,NA,NA,NA,NA,NA,0.236048,NA,NA,NA,NA,0.147981,NA,1.518421,NA,2.885095,NA,NA,27.274157,1.436004,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-11,NA,0.382866,840.212097,719.608948,0.399594,NA,NA,6.308849,NA,219.788895,149.314056,NA,NA,NA,NA,NA,NA,NA,0.236048,NA,NA,NA,NA,0.147981,NA,1.518421,NA,2.885095,NA,NA,26.875992,1.417868,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-12,NA,0.382866,817.033813,719.608948,NA,NA,NA,6.242129,NA,219.290436,149.505432,NA,0.557152,NA,NA,NA,NA,NA,0.231677,NA,NA,NA,NA,0.151591,NA,1.518421,NA,2.885095,NA,NA,26.676792,1.450842,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-13,NA,0.382866,788.060974,719.608948,NA,NA,NA,6.027138,NA,209.322739,153.142563,NA,NA,NA,NA,NA,NA,NA,0.231677,NA,NA,NA,NA,0.162419,NA,1.469861,NA,2.885095,NA,NA,25.681414,1.361813,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-14,NA,0.348064,701.142578,719.608948,0.385208,NA,NA,5.782494,NA,197.859848,149.984009,NA,0.438609,NA,NA,NA,NA,NA,0.235174,NA,NA,NA,NA,0.151591,NA,1.3578,NA,2.885095,NA,NA,23.690767,1.244756,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-17,NA,0.348064,695.348083,719.608948,0.359634,NA,NA,5.752842,NA,194.371109,147.399765,NA,NA,NA,NA,NA,NA,NA,0.235174,NA,NA,NA,NA,0.147981,NA,1.284961,NA,2.885095,NA,NA,23.690767,1.223323,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-18,NA,0.348064,695.348083,719.608948,NA,NA,NA,6.227303,NA,203.342072,152.18544,NA,NA,NA,NA,NA,NA,NA,0.235174,NA,NA,NA,NA,0.147981,NA,1.208386,NA,2.885095,NA,NA,23.690767,1.285974,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-19,NA,0.348064,701.142578,719.608948,NA,NA,NA,6.086446,NA,199.50448600000001,153.142563,NA,NA,NA,NA,NA,NA,NA,0.235174,NA,NA,NA,NA,0.147981,NA,1.219593,NA,2.885095,NA,NA,23.889706,1.251351,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-20,NA,0.348064,701.142578,719.608948,0.351642,NA,NA,6.064207,NA,211.814636,151.228302,NA,NA,NA,NA,NA,NA,NA,0.235174,NA,NA,NA,NA,0.1552,NA,1.238269,NA,2.885095,NA,NA,27.075027,1.292568,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-21,NA,0.348064,701.142578,719.608948,NA,NA,NA,6.064207,NA,211.814636,151.228302,NA,NA,NA,NA,NA,NA,NA,0.235174,NA,NA,NA,NA,0.1552,NA,NA,NA,2.885095,NA,NA,27.075027,1.292568,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-24,NA,0.348064,811.239075,719.608948,0.353241,NA,NA,6.153167,NA,209.322739,151.228302,NA,NA,NA,NA,NA,NA,NA,0.236048,NA,NA,NA,NA,0.158809,NA,1.227063,NA,2.885095,NA,NA,26.676792,1.269487,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-25,NA,0.348064,782.266418,719.608948,0.38361,NA,NA,6.538669,NA,215.801865,154.865433,NA,0.438609,NA,NA,NA,NA,NA,0.236048,NA,NA,NA,NA,0.158809,NA,1.223328,NA,2.885095,NA,NA,27.871328,1.285974,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-26,NA,0.348064,724.32074,719.608948,NA,NA,NA,6.597975,NA,215.751968,164.628281,NA,NA,NA,NA,NA,NA,NA,0.216815,NA,NA,NA,NA,0.158809,NA,1.210254,NA,2.885095,NA,NA,28.269533,1.269487,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
2000-04-27,NA,0.355797,782.266418,719.608948,0.348446,NA,NA,6.850033,NA,219.290436,158.885406,NA,NA,NA,NA,NA,NA,NA,0.227306,NA,NA,NA,NA,0.158809,NA,1.171033,NA,2.885095,NA,NA,28.269533,1.236513,0.108631,2023-02-01,MATRIZ_PRECO_CT_B3_INDX
