date,abev3.sa,arzz3.sa,b3sa3.sa,bpan4.sa,bbdc3.sa,bbdc4.sa,bbas3.sa,brkm5.sa,brfs3.sa,ccro3.sa,cmig4.sa,ciel3.sa,cogn3.sa,cple6.sa,csan3.sa,cpfe3.sa,dxco3.sa,ecor3.sa,elet3.sa,elet6.sa,embr3.sa,enbr3.sa,engi11.sa,enev3.sa,egie3.sa,eztc3.sa,flry3.sa,ggbr4.sa,goll4.sa,hype3.sa,itsa4.sa,itub4.sa,jbss3.sa,klbn11.sa,rent3.sa,lren3.sa,mdia3.sa,mglu3.sa,mrfg3.sa,beef3.sa,mrve3.sa,mult3.sa,pcar3.sa,petr3.sa,petr4.sa,pssa3.sa,radl3.sa,rail3.sa,sanb11.sa,stbp3.sa,smto3.sa,csna3.sa,slce3.sa,suzb3.sa,taee11.sa,vivt3.sa,tims3.sa,tots3.sa,trpl4.sa,ugpa3.sa,usim5.sa,viia3.sa,wege3.sa,yduq3.sa,DATE_UPDATE,CARTEIRA_TEORICA
2000-01-03,NA,NA,NA,NA,1.142619,NA,1.150941,1289.290649,769.231873,NA,3302.800293,NA,NA,-30.296015,NA,0.113206,NA,NA,8.437324,NA,6.064206,NA,NA,NA,NA,NA,NA,241.717819,NA,NA,0.470752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.848523,1.872027,NA,NA,NA,NA,NA,NA,1.817249,NA,NA,NA,7.553811,NA,NA,2364.003906,NA,1.582737,0.996683,0.123841,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-04,NA,NA,NA,NA,1.05952,NA,1.096201,1257.420898,764.274048,NA,3137.404053,NA,NA,-29.116835,NA,0.133789,NA,NA,8.029413,NA,5.337687,NA,NA,NA,NA,NA,NA,236.135956,NA,NA,0.425806,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.744779,1.768468,NA,NA,NA,NA,NA,NA,1.843396,NA,NA,NA,7.349233,NA,NA,2063.8125,NA,1.525033,0.996683,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-05,0.305528,NA,NA,NA,1.09553,NA,1.10743,1263.214966,764.274048,NA,3154.455811,NA,NA,-29.388952,NA,0.133789,NA,NA,8.351448,NA,5.53785,NA,NA,NA,NA,NA,NA,244.209885,NA,NA,0.46129,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.768357,1.750624,NA,NA,NA,NA,NA,NA,1.942383,NA,NA,NA,7.431064,NA,NA,2288.954834,NA,1.670117,0.996683,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-06,0.29004,NA,NA,NA,1.112149,NA,1.122869,1326.955811,744.420349,NA,3196.231201,NA,NA,-28.844709,NA,0.133789,NA,NA,8.158226,NA,5.359929,NA,NA,NA,NA,NA,NA,251.685623,NA,NA,0.468387,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.754211,1.74457,NA,0.004817,NA,NA,NA,NA,2.030163,NA,NA,NA,7.59473,NA,NA,2255.183594,NA,1.821796,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-07,0.29004,NA,NA,NA,1.131539,NA,1.097605,1361.723389,744.420349,NA,3205.608887,NA,NA,-28.572599,NA,0.14408,NA,NA,8.28704,NA,5.523024,NA,NA,NA,NA,NA,NA,263.148529,NA,NA,0.466021,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.768357,1.752536,NA,0.004817,NA,NA,NA,NA,2.017091,NA,NA,NA,7.632499,NA,NA,2176.384521,NA,1.894338,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-10,0.29004,NA,NA,NA,1.137079,NA,1.157959,1390.695801,818.862488,NA,3145.93042,NA,NA,-29.388952,NA,0.146139,NA,NA,8.521054,NA,5.574918,NA,NA,NA,NA,NA,NA,271.621155,NA,NA,0.48258,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.820229,1.788543,NA,0.004817,NA,NA,NA,NA,2.041369,NA,NA,NA,8.104613,NA,NA,2322.727295,NA,2.090531,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-11,0.29004,NA,NA,NA,1.070599,NA,1.142519,1390.695801,818.862488,NA,2975.418945,NA,NA,-28.119053,NA,0.14408,NA,NA,8.179696,NA,5.270965,2.461168,NA,NA,NA,NA,NA,267.634064,NA,NA,0.480215,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.758926,1.74457,NA,0.004817,NA,NA,NA,NA,1.955457,NA,NA,NA,8.27772,NA,NA,2251.431641,NA,1.978421,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-12,0.282306,NA,NA,NA,1.121844,NA,1.157959,1332.750244,818.862488,NA,2924.266113,NA,NA,-27.937641,NA,0.14408,NA,NA,8.083084,NA,5.30062,2.461168,NA,NA,NA,NA,NA,271.621155,NA,NA,0.470752,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.697623,1.74712,NA,0.004817,NA,NA,NA,NA,1.867676,NA,NA,NA,8.812779,NA,NA,2210.154785,NA,1.881148,0.996683,0.110804,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-13,0.28424,NA,NA,NA,1.184169,NA,1.138308,1234.242554,818.862488,NA,2996.733154,NA,NA,-29.026123,NA,0.14408,NA,NA,7.898452,NA,5.337687,2.461168,NA,NA,NA,NA,NA,239.225983,NA,NA,0.46129,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.697623,1.696774,NA,0.004817,NA,NA,NA,NA,1.693982,NA,NA,NA,9.28804,NA,NA,2247.679443,NA,1.813552,0.996683,0.112977,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-14,0.29004,NA,NA,NA,1.308819,NA,1.136905,1205.269653,818.862488,NA,3154.455811,NA,NA,-29.207539,NA,0.14408,NA,NA,7.728846,NA,5.293207,2.461168,NA,NA,NA,NA,NA,269.129303,NA,NA,0.463655,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.71177,1.720672,NA,0.004817,NA,NA,NA,NA,1.643554,NA,NA,NA,9.347844,NA,NA,2307.717773,NA,1.846526,0.996683,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-17,0.309394,NA,NA,NA,1.286659,NA,1.145327,1187.886108,818.862488,NA,3128.87915,NA,NA,-29.207539,NA,0.14408,NA,NA,7.85766,NA,5.411822,2.461168,NA,NA,NA,NA,NA,270.126099,NA,NA,0.480215,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.697623,1.700916,NA,0.004817,NA,NA,NA,NA,1.746277,NA,NA,NA,9.917527,NA,NA,2213.908203,NA,1.858067,0.996683,0.115149,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-18,0.309394,NA,NA,NA,1.297738,NA,1.176206,1216.859009,818.862488,NA,3128.87915,NA,NA,-29.66107,NA,0.14408,NA,NA,7.879129,NA,5.560091,2.461168,NA,NA,NA,NA,NA,289.064697,NA,NA,0.468387,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.697623,1.708882,NA,0.004817,NA,NA,NA,NA,1.716394,NA,NA,NA,10.449443,NA,NA,2183.888672,NA,1.780579,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-19,0.309394,NA,NA,NA,1.257573,NA,1.163573,1159.086914,806.452942,NA,3094.776855,NA,NA,-29.026123,NA,0.14408,NA,NA,7.836192,NA,5.374755,2.461168,NA,NA,NA,NA,NA,277.601807,NA,NA,0.463655,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.683476,1.696774,NA,0.004817,NA,NA,NA,NA,1.667834,NA,NA,NA,9.914375,NA,NA,2157.622559,NA,1.755849,0.996683,0.116236,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-20,0.309394,NA,NA,NA,1.220178,NA,1.156555,1216.859009,806.452942,NA,3010.373779,NA,NA,-29.588509,NA,0.14408,NA,NA,7.85766,NA,5.448892,2.461168,NA,NA,NA,NA,NA,271.621155,NA,NA,0.454193,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.626888,1.692951,NA,0.004817,NA,NA,NA,NA,1.619275,NA,NA,NA,9.757008,NA,NA,2138.860352,NA,1.863013,0.996683,0.117322,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-21,0.309394,NA,NA,NA,1.178629,NA,1.16638,1188.001709,806.452942,NA,2941.316406,NA,NA,-29.933187,NA,0.14408,NA,NA,7.299465,NA,5.560091,2.461168,NA,NA,NA,NA,NA,271.621155,NA,NA,0.444731,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.579733,1.656944,NA,0.004817,NA,NA,NA,NA,1.507214,NA,NA,NA,9.599638,NA,NA,2071.317627,NA,1.846526,0.996683,0.114063,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-24,0.309394,NA,NA,NA,1.162008,NA,1.138308,1193.68042,806.452942,NA,2920.003418,NA,NA,-29.388952,NA,0.14408,NA,NA,7.342403,NA,5.523024,2.461168,NA,NA,NA,NA,NA,266.687134,NA,NA,0.435269,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.589163,1.645153,NA,0.004817,NA,NA,NA,NA,1.544568,NA,NA,NA,9.605934,NA,NA,2067.564697,NA,1.830039,0.996683,0.11189,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-25,0.309394,NA,NA,NA,1.162008,NA,NA,1193.68042,806.452942,NA,2920.003418,NA,NA,-29.388952,NA,0.14408,NA,NA,7.342403,NA,5.523024,2.461168,NA,NA,NA,NA,NA,266.687134,NA,NA,0.435269,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,NA,1.645153,NA,0.004817,NA,NA,NA,NA,NA,NA,NA,NA,9.605934,NA,NA,2067.564697,NA,1.830039,0.996683,0.11189,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-26,0.307461,NA,NA,NA,1.132924,NA,1.164976,1158.913208,806.452942,NA,2897.835938,NA,NA,-29.388952,NA,0.14408,NA,NA,7.385342,NA,5.597159,2.461168,NA,NA,NA,NA,NA,259.111664,NA,NA,0.432903,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.575017,1.66491,NA,0.004817,NA,NA,NA,NA,1.531494,NA,NA,NA,9.819955,NA,NA,2138.860352,NA,1.844877,0.996683,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-27,0.293927,NA,NA,NA,1.153699,NA,1.139712,1170.502197,806.452942,NA,2813.43335,NA,NA,-29.207539,NA,0.14408,NA,NA,7.449748,NA,5.789909,2.461168,NA,NA,NA,NA,NA,261.653473,NA,NA,0.428172,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.593926,1.65312,NA,0.004817,NA,NA,NA,NA,1.507214,NA,NA,NA,10.07175,NA,NA,2120.098633,NA,1.797066,0.996683,0.120581,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-28,0.293927,NA,NA,NA,1.174474,NA,1.110237,1158.913208,806.452942,NA,2723.915039,NA,NA,-27.937641,NA,0.14408,NA,NA,7.084777,NA,5.819563,2.461168,NA,NA,NA,NA,NA,260.158325,NA,NA,0.416344,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.575017,1.65312,NA,0.004817,NA,NA,NA,NA,1.494141,NA,NA,NA,9.763302,NA,NA,1981.260864,NA,1.747605,0.996683,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-01-31,0.293927,NA,NA,NA,1.163393,NA,1.108833,1100.967407,732.010925,NA,2608.819824,NA,NA,-26.486349,NA,0.14408,NA,NA,6.891555,NA,6.145755,2.461168,NA,NA,NA,NA,NA,249.19371,NA,NA,0.40215,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.603311,1.625397,NA,0.004817,NA,NA,NA,NA,1.456787,NA,NA,NA,9.568159,NA,NA,2007.527222,NA,1.731119,0.996683,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-01,0.293927,NA,NA,NA,1.144003,NA,1.108833,1144.369019,682.387695,NA,2668.498779,NA,NA,-26.50448,NA,0.14408,NA,NA,6.891555,NA,6.004898,2.461168,NA,NA,NA,NA,NA,245.705124,NA,NA,0.411613,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.650467,1.656944,NA,0.004817,NA,NA,NA,NA,1.40636,NA,NA,NA,9.835696,NA,NA,1951.241211,NA,1.764092,0.996683,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-02,0.293927,NA,NA,NA,1.153699,NA,1.097605,1106.82019,682.387695,NA,2642.922363,NA,NA,-26.667759,NA,0.14408,NA,NA,6.936638,NA,6.145755,2.461168,NA,NA,NA,NA,NA,249.19371,NA,NA,0.411613,NA,NA,NA,NA,6063.46582,NA,NA,NA,NA,NA,NA,NA,1.685834,1.688808,NA,0.004817,NA,NA,NA,NA,1.369006,NA,NA,NA,10.040277,NA,NA,1879.945313,NA,1.764092,0.996683,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-03,0.293927,NA,NA,NA,1.210484,NA,1.108833,1100.967407,719.608826,NA,2625.017822,NA,NA,-26.95801,NA,0.14408,NA,NA,7.256526,NA,5.930765,2.461168,NA,NA,NA,NA,NA,255.174423,NA,NA,0.409247,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.782504,1.736604,NA,0.004817,NA,NA,NA,NA,1.443713,NA,NA,NA,10.480915,NA,NA,1913.717163,NA,1.764092,0.996683,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-04,0.274572,NA,NA,NA,1.195247,NA,1.122869,1100.90979,719.608826,NA,2617.345459,NA,NA,-27.774376,NA,0.14408,NA,NA,7.471219,NA,5.938178,2.461168,NA,NA,NA,NA,NA,249.19371,NA,NA,0.413978,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.834375,1.780577,NA,0.004817,NA,NA,NA,NA,1.479199,NA,NA,NA,10.66976,NA,NA,2026.28833,NA,1.838283,0.996683,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-07,0.274572,NA,NA,NA,1.163393,NA,1.104622,1118.351074,719.608826,NA,2698.338135,NA,NA,-27.230135,NA,0.14408,NA,NA,7.342403,NA,6.130928,2.461168,NA,NA,NA,NA,NA,261.155121,NA,NA,0.439999,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.827302,1.792366,NA,0.004817,NA,NA,NA,NA,1.473596,NA,NA,NA,10.701237,NA,NA,2045.050781,NA,1.821796,0.996683,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-08,0.274572,NA,NA,NA,1.174474,NA,1.129887,1100.677734,719.608826,NA,2821.958496,NA,NA,-26.68589,NA,0.14408,NA,NA,7.50342,NA,6.264369,2.461168,NA,NA,NA,NA,NA,269.129303,NA,NA,0.437634,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.886247,1.832197,NA,0.004817,NA,NA,NA,NA,1.477332,NA,NA,NA,11.110399,NA,NA,2345.241943,NA,1.863013,0.996683,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-09,0.305528,NA,NA,NA,1.174474,NA,1.129887,1043.021973,719.608826,NA,2813.43335,NA,NA,-26.30493,NA,0.14408,NA,NA,7.363873,NA,6.264369,2.461168,NA,NA,NA,NA,NA,269.129303,NA,NA,0.425806,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.839091,1.792366,NA,0.005505,NA,NA,NA,NA,1.441845,NA,NA,NA,11.236294,NA,NA,2649.185303,NA,1.830039,0.996683,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-10,0.305528,NA,NA,NA,1.203559,NA,1.114447,1043.021973,719.608826,NA,2890.163818,NA,NA,-27.211988,NA,0.14408,NA,NA,7.385342,NA,6.52384,2.461168,NA,NA,NA,NA,NA,266.637299,NA,NA,0.42344,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.791935,1.740746,NA,0.005505,NA,NA,NA,NA,1.443713,NA,NA,NA,11.425144,NA,NA,3639.813721,NA,1.813552,0.996683,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-11,0.293927,NA,NA,NA,1.163393,NA,1.108833,1077.789185,719.608826,NA,2787.00415,NA,NA,-28.627016,NA,0.14408,NA,NA,7.041837,NA,6.116101,2.461168,NA,NA,NA,NA,NA,258.663147,NA,NA,0.411613,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.725917,1.684984,NA,0.005505,NA,NA,NA,NA,1.404492,NA,NA,NA,11.362191,NA,NA,4153.891602,NA,1.714632,0.996683,0.122754,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-14,0.293927,NA,NA,NA,1.152314,NA,1.097605,1101.025391,719.608826,NA,2694.075439,NA,NA,-28.590744,NA,0.14408,NA,NA,6.870084,NA,6.116101,2.461168,NA,NA,NA,NA,NA,251.685623,NA,NA,0.40215,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.744779,1.661085,NA,0.005505,NA,NA,NA,NA,1.3578,NA,NA,NA,11.491234,NA,NA,4352.769043,NA,1.648684,0.996683,0.122754,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-15,0.293927,NA,NA,NA,1.101069,NA,1.048479,1105.313354,719.608826,NA,2686.402832,NA,NA,-29.388952,NA,0.14408,NA,NA,6.870084,NA,6.116101,2.461168,NA,NA,NA,NA,NA,254.177628,NA,NA,0.397419,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.843807,1.692951,NA,0.005505,NA,NA,NA,NA,1.344727,NA,NA,NA,11.330721,NA,NA,3973.77832,NA,1.632197,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-16,0.293927,NA,NA,NA,1.121844,NA,1.07234,1182.091431,719.608826,NA,2685.550537,NA,NA,-29.933187,NA,0.14408,NA,NA,6.891555,NA,6.160581,2.461168,NA,NA,NA,NA,NA,259.161499,NA,NA,0.409247,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.914541,1.828373,NA,0.005505,NA,NA,NA,NA,1.370874,NA,NA,NA,11.113547,NA,NA,3977.527832,NA,1.673414,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-17,0.293927,NA,NA,NA,1.096914,NA,1.051286,1321.161133,719.608826,NA,2677.024414,NA,NA,-30.840265,NA,0.14408,NA,NA,6.90873,NA,6.190235,2.461168,NA,NA,NA,NA,NA,258.663147,NA,NA,0.413978,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.853191,1.812441,NA,0.005505,NA,NA,NA,NA,1.419433,NA,NA,NA,11.173347,NA,NA,4071.338623,NA,1.721227,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-18,0.301661,NA,NA,NA,1.070599,NA,1.05269,1286.393677,719.608826,NA,2642.922363,NA,NA,-30.658852,NA,0.14408,NA,NA,6.762741,NA,6.019727,2.461168,NA,NA,NA,NA,NA,257.417114,NA,NA,0.404516,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.839091,1.772611,NA,0.005505,NA,NA,NA,NA,1.395154,NA,NA,NA,10.801956,NA,NA,3940.007324,NA,1.648684,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-21,0.301661,NA,NA,NA,1.070599,NA,1.097605,1297.982666,719.608826,NA,2685.550537,NA,NA,-31.384493,NA,0.14408,NA,NA,6.97099,NA,6.24213,2.461168,NA,NA,NA,NA,NA,259.659882,NA,NA,0.404516,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.853238,1.768468,NA,0.005505,NA,NA,NA,NA,1.413831,NA,NA,NA,10.953025,NA,NA,4015.054443,NA,1.673414,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-22,0.28463,NA,NA,NA,1.060905,NA,1.082165,1246.005493,719.608826,NA,2632.691406,NA,NA,-30.114609,NA,0.14408,NA,NA,6.870084,NA,6.079035,2.461168,NA,NA,NA,NA,NA,257.666351,NA,NA,0.404516,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.834375,1.760502,NA,0.005505,NA,NA,NA,NA,1.417566,NA,NA,NA,10.704385,NA,NA,3639.813721,NA,1.640441,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-23,0.29004,NA,NA,NA,1.065059,NA,1.10743,1216.859009,719.608826,NA,2672.761963,NA,NA,-29.461512,NA,0.14408,NA,NA,6.891555,NA,6.153168,2.461168,NA,NA,NA,NA,NA,257.666351,NA,NA,0.399785,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.896245,1.772611,NA,0.005505,NA,NA,NA,NA,1.369006,NA,NA,NA,11.135577,NA,NA,3744.881836,NA,1.632197,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-24,0.286173,NA,NA,NA,1.049824,NA,1.05269,1213.961548,719.608826,NA,2618.198242,NA,NA,-29.298241,NA,0.14408,NA,NA,6.758446,NA,5.930765,2.461168,NA,NA,NA,NA,NA,251.685623,NA,NA,0.40215,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,1.985323,1.820407,NA,0.005505,NA,NA,NA,NA,1.376477,NA,NA,NA,11.173347,NA,NA,3714.863525,NA,1.647036,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-25,0.278439,NA,NA,NA,1.049824,NA,1.059708,1228.44812,719.608826,NA,2600.294434,NA,NA,-29.243822,NA,0.14408,NA,NA,6.653249,NA,5.864042,2.461168,NA,NA,NA,NA,NA,250.688873,NA,NA,0.395053,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,2.032432,1.868203,NA,0.005505,NA,NA,NA,NA,1.344727,NA,NA,NA,11.141874,NA,NA,3658.577393,NA,1.56625,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-28,0.278439,NA,NA,NA,1.05952,NA,1.073743,1187.886108,719.608826,NA,2566.192139,NA,NA,-29.171259,NA,0.14408,NA,NA,6.54805,NA,5.953005,2.461168,NA,NA,NA,NA,NA,244.209885,NA,NA,0.392688,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,2.032432,1.832197,NA,0.005505,NA,NA,NA,NA,1.369006,NA,NA,NA,10.890081,NA,NA,3564.766357,NA,1.558007,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-02-29,0.274572,NA,NA,NA,1.033205,NA,1.045672,1158.913208,719.608826,NA,2488.609619,NA,NA,-29.207539,NA,0.14408,NA,NA,6.56952,NA,6.079035,2.461168,NA,NA,NA,NA,NA,244.80806,NA,NA,0.383226,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,2.023,1.840163,NA,0.005505,NA,NA,NA,NA,1.369006,NA,NA,NA,10.953025,NA,NA,3564.766357,NA,1.56625,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-03-01,0.274572,NA,NA,NA,1.060905,NA,1.031636,1158.913208,719.608826,NA,2472.411621,NA,NA,-29.207539,NA,0.127614,NA,NA,6.676865,NA,6.375572,2.461168,NA,NA,NA,NA,NA,243.213043,NA,NA,0.383226,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,2.039553,1.872027,NA,0.005505,NA,NA,NA,NA,1.398889,NA,NA,NA,11.141874,NA,NA,3564.766357,NA,1.548114,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-03-02,0.274572,NA,NA,NA,1.069214,NA,1.031636,1135.676636,719.608826,NA,2382.893066,NA,NA,-28.844709,NA,0.127614,NA,NA,6.462173,NA,6.375572,2.461168,NA,NA,NA,NA,NA,242.963852,NA,NA,0.387957,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,2.037148,1.860238,NA,0.005505,NA,NA,NA,NA,1.402624,NA,NA,NA,11.472354,NA,NA,3373.39502,NA,1.459085,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-03-03,0.300879,NA,NA,NA,1.070599,NA,1.038654,1158.913208,719.608826,NA,2506.513184,NA,NA,-29.026123,NA,0.127614,NA,NA,6.74127,NA,6.516427,2.461168,NA,NA,NA,NA,NA,241.717819,NA,NA,0.390322,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,2.074872,1.923966,NA,0.005505,NA,NA,NA,NA,1.494141,NA,NA,NA,11.802831,NA,NA,3564.766357,NA,1.516789,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-03-06,0.300879,NA,NA,NA,1.070599,NA,NA,1158.913208,719.608826,NA,2506.513184,NA,NA,-29.026123,NA,0.127614,NA,NA,6.74127,NA,6.516427,2.461168,NA,NA,NA,NA,NA,241.717819,NA,NA,0.390322,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,NA,1.923966,NA,0.005505,NA,NA,NA,NA,NA,NA,NA,NA,11.802831,NA,NA,3564.766357,NA,1.516789,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-03-07,0.300879,NA,NA,NA,1.070599,NA,NA,1158.913208,719.608826,NA,2506.513184,NA,NA,-29.026123,NA,0.127614,NA,NA,6.74127,NA,6.516427,2.461168,NA,NA,NA,NA,NA,241.717819,NA,NA,0.390322,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,NA,1.923966,NA,0.005505,NA,NA,NA,NA,NA,NA,NA,NA,11.802831,NA,NA,3564.766357,NA,1.516789,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
2000-03-08,0.300879,NA,NA,NA,1.049824,NA,1.080761,1054.61084,719.608826,NA,2497.988037,NA,NA,-29.026123,NA,0.127614,NA,NA,6.526581,NA,6.412639,2.461168,NA,NA,NA,NA,NA,241.717819,NA,NA,0.38086,NA,NA,NA,NA,5052.887695,NA,NA,NA,NA,NA,NA,NA,2.089019,1.969533,NA,0.005505,NA,NA,NA,NA,1.40636,NA,NA,NA,11.173347,NA,NA,3564.766357,NA,1.516789,0.996683,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_ICO2
