date,alpa4.sa,abev3.sa,amer3.sa,b3sa3.sa,bpan4.sa,bbse3.sa,bbdc3.sa,bbdc4.sa,brap4.sa,bbas3.sa,brkm5.sa,brfs3.sa,ccro3.sa,cmig3.sa,cmig4.sa,cple3.sa,cple6.sa,csan3.sa,cpfe3.sa,dasa3.sa,elet3.sa,elet6.sa,engi11.sa,enev3.sa,egie3.sa,eqtl3.sa,ggbr4.sa,hype3.sa,itsa4.sa,itub3.sa,itub4.sa,jbss3.sa,klbn11.sa,rent3.sa,lren3.sa,mglu3.sa,mrfg3.sa,petr3.sa,petr4.sa,prio3.sa,pssa3.sa,radl3.sa,rail3.sa,sbsp3.sa,sanb11.sa,smto3.sa,csna3.sa,suzb3.sa,taee11.sa,vivt3.sa,tims3.sa,tots3.sa,trpl4.sa,ugpa3.sa,usim3.sa,usim5.sa,vale3.sa,wege3.sa,DATE_UPDATE,CARTEIRA_TEORICA
2004-02-12,NA,1.371959,NA,NA,NA,NA,1.370475,NA,3.214162,3.260648,8.349969,NA,0.863263,1.475121,4752.98584,0.248801,-70.528984,NA,0.226412,NA,7.66928,NA,NA,NA,3.370001,NA,3.83405,NA,0.942977,2.422776,2.931651,NA,NA,NA,5301.388184,NA,NA,5.390233,3.967343,NA,NA,0.044363,NA,3.458593,NA,NA,4.873168,NA,NA,12.846905,NA,NA,5323.525391,4877923.5,4.294685,5.572554,7.216196,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-13,NA,1.343464,NA,NA,NA,NA,1.364673,NA,3.094231,3.293642,8.286229,NA,0.902807,1.417649,4648.172852,0.243494,-68.46328,NA,0.226412,NA,7.628449,NA,NA,NA,3.202374,NA,3.760328,NA,0.94029,2.422776,2.891216,NA,NA,NA,5301.388184,NA,NA,5.33255,3.90543,NA,NA,0.044363,NA,3.318093,NA,NA,4.900953,NA,NA,12.791927,NA,NA,5244.949219,4877923.5,4.294685,5.473632,7.012924,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-16,NA,1.343464,NA,NA,NA,NA,1.348721,NA,3.094231,3.249172,8.147161,NA,0.884447,1.379334,4529.689453,0.22851,-67.28289,NA,0.226412,NA,7.435054,NA,NA,NA,3.24428,NA,3.716343,NA,0.934917,2.422776,2.870996,NA,NA,NA,5301.388184,NA,NA,5.231316,3.860362,NA,NA,0.044363,NA,3.258211,NA,NA,5.022782,NA,NA,12.791927,NA,NA,5076.011719,4877923.5,4.294685,5.440658,6.931614,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-17,NA,1.323106,NA,NA,NA,NA,1.342921,NA,3.142203,3.371106,8.199311,NA,0.882682,1.360177,4593.48877,0.24006,-66.869736,NA,0.226412,NA,7.30827,NA,NA,NA,3.160466,NA,3.778294,NA,0.926857,2.331348,2.881207,NA,NA,NA,5301.388184,NA,NA,5.287306,3.883125,NA,NA,0.044363,NA,3.191591,NA,NA,5.157436,NA,NA,12.937474,NA,NA,5323.525391,4877923.5,4.294685,5.8198549999999996,7.130822,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-18,NA,1.333283,NA,NA,NA,NA,1.382076,NA,3.094231,3.274993,7.996501,NA,0.861497,1.379334,4507.816406,0.231007,-63.741661,NA,0.226412,NA,7.093385,NA,NA,NA,3.090621,NA,3.741743,NA,0.95641,2.377061,2.961979,NA,NA,NA,5301.388184,NA,NA,5.197384,3.85581,NA,NA,0.044363,NA,3.145189,NA,NA,5.157436,NA,NA,12.620503,NA,NA,5323.525391,4877923.5,4.294685,5.556066,6.992596,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-19,NA,1.296647,NA,NA,NA,NA,1.303763,NA,3.022271,3.026825,7.301153,NA,0.840313,1.283548,4279.053711,0.212589,-61.085773,NA,0.226412,NA,6.65072,NA,NA,NA,3.191897,NA,3.673599,NA,0.934917,2.377061,2.83056,NA,NA,NA,5301.388184,NA,NA,5.047513,3.680091,NA,NA,0.044363,NA,2.99095,NA,NA,4.980035,NA,NA,11.967163,NA,NA,4816.710449,4877923.5,3.983626,5.2016,6.75314,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-20,NA,1.296441,NA,NA,NA,NA,1.348721,NA,3.046257,3.084203,7.457606,NA,0.829015,1.302705,4556.120605,0.231007,-65.571304,NA,0.226412,NA,6.919327,NA,NA,NA,3.108083,NA,3.624039,NA,0.926857,2.377061,2.820451,NA,NA,NA,5301.388184,NA,NA,5.033375,3.682823,NA,NA,0.044363,NA,3.076235,NA,NA,5.012094,NA,NA,12.128879,NA,NA,4871.712891,4877923.5,3.987062,5.193357,6.858436,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-23,NA,1.296441,NA,NA,NA,NA,1.348721,NA,3.046257,NA,7.457606,NA,0.829015,1.302705,4556.120605,0.231007,-65.571304,NA,0.226412,NA,6.919327,NA,NA,NA,3.108083,NA,3.624039,NA,0.926857,2.377061,2.820451,NA,NA,NA,5301.388184,NA,NA,NA,3.682823,NA,NA,0.044363,NA,3.076235,NA,NA,NA,NA,NA,12.128879,NA,NA,4871.712891,4877923.5,3.987062,5.193357,6.858436,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-24,NA,1.296441,NA,NA,NA,NA,1.348721,NA,3.046257,NA,7.457606,NA,0.829015,1.302705,4556.120605,0.231007,-65.571304,NA,0.226412,NA,6.919327,NA,NA,NA,3.108083,NA,3.624039,NA,0.926857,2.377061,2.820451,NA,NA,NA,5301.388184,NA,NA,NA,3.682823,NA,NA,0.044363,NA,3.076235,NA,NA,NA,NA,NA,12.128879,NA,NA,4871.712891,4877923.5,3.987062,5.193357,6.858436,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-25,NA,1.302753,NA,NA,NA,NA,1.360323,NA,3.094231,3.135847,7.764719,NA,0.847021,1.321862,4657.288086,0.230383,-64.331879,NA,0.226412,NA,6.983794,NA,NA,NA,3.177927,NA,3.778913,NA,0.916111,2.377061,2.825505,NA,NA,NA,5301.388184,NA,NA,5.124428,3.746554,NA,NA,0.044363,NA,3.306688,NA,NA,5.125374,NA,NA,12.546113,NA,NA,5083.869629,4877923.5,4.292967,5.302169,6.829979,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-26,NA,1.353641,NA,NA,NA,NA,1.326969,NA,3.070244,3.084203,8.112391,NA,0.847021,1.321862,4693.743164,0.234129,-64.626961,NA,0.226412,NA,6.876351,NA,NA,NA,3.13253,NA,3.772718,NA,0.902679,2.377061,2.77496,NA,NA,NA,5301.388184,NA,NA,5.041857,3.692838,NA,NA,0.044363,NA,3.364235,NA,NA,5.059117,NA,NA,12.436148,NA,NA,4942.432129,4877923.5,4.292967,5.274141,6.797454,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-02-27,NA,1.465597,NA,NA,NA,NA,1.363223,NA,3.094231,3.105721,8.923631,NA,0.863263,1.398492,4739.314453,0.228198,-64.331879,NA,0.226412,NA,7.00528,NA,NA,NA,3.073161,NA,3.859447,NA,0.94029,2.377061,2.830458,NA,NA,NA,5301.388184,NA,NA,5.106896,3.732898,NA,NA,0.043532,NA,3.52314,NA,NA,5.300638,NA,NA,12.452325,NA,NA,4934.575684,4877923.5,4.244846,5.481874,6.850303,0.567615,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-01,NA,1.699682,NA,NA,NA,NA,1.392228,NA,3.214162,3.191791,8.691849,NA,0.881622,1.398492,4830.455566,0.234129,-67.28289,NA,0.226412,NA,7.32761,NA,NA,NA,3.153482,NA,4.02671,NA,0.95641,2.377061,2.921541,NA,NA,NA,5301.388184,NA,NA,5.361957,3.878572,NA,NA,0.043532,NA,3.686713,NA,NA,5.388268,NA,NA,13.228565,NA,NA,5264.594727,4877923.5,4.244846,5.80337,7.110495,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-02,NA,1.770908,NA,NA,NA,NA,1.396578,NA,3.238148,3.306554,8.622316,NA,0.880916,1.379334,4830.455566,0.231007,-66.397583,NA,0.226412,NA,7.424308,NA,NA,NA,3.177927,NA,4.082466,NA,0.964469,2.395346,2.901324,NA,NA,NA,5301.388184,NA,NA,5.369874,3.870377,NA,NA,0.043532,NA,3.64057,NA,NA,5.386131,NA,NA,13.260906,NA,NA,5351.02832,4877923.5,4.244846,5.933615,7.033247,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-03,NA,1.913399,NA,NA,NA,NA,1.396578,NA,3.190175,3.328072,8.645492,NA,0.884447,1.417649,4739.314453,0.238499,-67.28289,NA,0.226412,NA,8.122687,NA,NA,NA,3.356032,NA,4.045296,NA,0.951036,2.422776,2.931651,NA,NA,NA,5301.388184,NA,NA,5.457534,3.914992,NA,NA,0.043532,NA,3.606093,NA,NA,5.55712,NA,NA,13.09919,NA,NA,5457.104492,4582291.5,4.347961,6.068808,6.882829,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-04,NA,1.95413,NA,NA,NA,NA,1.379176,NA,3.190175,3.279299,8.639698,NA,0.882682,1.360177,4602.602539,0.241621,-66.633659,NA,0.226412,NA,7.843335,NA,NA,NA,3.188405,NA,4.135122,NA,0.94835,2.422776,2.899706,NA,NA,NA,5301.388184,NA,NA,5.335941,3.867191,NA,NA,0.043532,NA,3.442262,NA,NA,5.593455,NA,NA,14.037161,NA,NA,5303.881348,4582291.5,4.602308,6.213892,6.911286,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-05,NA,1.984659,NA,NA,NA,NA,1.382076,NA,3.310107,3.342416,8.81933,4.171732,0.879151,1.417649,4793.998047,0.248489,-68.935455,NA,0.226412,NA,8.111944,NA,NA,NA,3.251265,NA,4.180344,NA,0.95641,2.422776,2.906378,NA,NA,NA,5301.388184,NA,NA,5.321804,3.900423,NA,NA,0.043532,NA,3.479072,NA,NA,5.755893,NA,NA,14.716378,NA,NA,5421.747559,4582291.5,4.691672,6.47933,6.768996,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-08,NA,2.035511,NA,NA,NA,NA,1.403831,NA,3.28612,3.43566,8.923631,NA,0.886213,1.455964,4894.252441,0.24724,-69.643684,NA,0.226412,NA,8.208643,NA,NA,NA,3.404923,NA,4.175388,NA,0.951036,2.441061,2.891216,NA,NA,NA,5301.388184,NA,NA,5.358563,3.9286469999999998,NA,NA,0.043532,NA,3.505773,NA,NA,5.685361,NA,NA,14.587008,NA,NA,5272.45166,4582291.5,4.708858,6.579897,6.627111,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-09,NA,2.035552,NA,NA,NA,NA,1.376275,NA,3.214162,3.303682,8.971148,NA,0.891508,1.398492,4783.971191,0.243494,-68.404259,NA,0.226412,NA,8.015244,NA,NA,NA,3.35254,NA,4.181585,NA,0.93223,2.422776,2.881105,NA,NA,NA,5301.388184,NA,NA,5.457534,3.9332,NA,NA,0.043532,NA,3.383677,NA,NA,5.95253,NA,NA,14.399409,NA,NA,5079.939941,4582291.5,4.708858,6.578251,6.50474,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-10,NA,2.005018,NA,NA,NA,NA,1.325518,NA,3.142203,3.170275,8.471656,NA,0.882329,1.302705,4575.260254,0.231007,-65.512276,NA,0.226412,NA,7.583325,NA,NA,NA,3.104591,NA,3.847057,NA,0.894618,2.422776,2.800231,NA,NA,NA,5301.388184,NA,NA,5.248282,3.764764,NA,NA,0.043532,NA,3.237732,NA,NA,5.44384,NA,NA,13.584348,NA,NA,4840.281738,4582291.5,4.726045,6.265,6.098196,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-11,NA,1.95413,NA,NA,NA,NA,1.277658,NA,2.998285,3.098549,8.112391,NA,0.857967,1.321862,4411.207031,0.224764,-62.620296,NA,0.226412,NA,6.884945,NA,NA,NA,2.975379,NA,3.716964,NA,0.873126,2.377061,2.699142,NA,NA,NA,5301.388184,NA,NA,5.089929,3.701032,NA,NA,0.043532,NA,3.159187,NA,NA,5.187359,NA,NA,12.614036,NA,NA,4753.849121,4582291.5,4.485447,5.837991,5.996558,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-12,NA,1.933772,NA,NA,NA,NA,1.318266,NA,3.142203,3.29938,8.345333,NA,0.882682,1.360177,4666.400391,0.231007,-66.574638,NA,0.226412,NA,7.6263,NA,NA,NA,3.139513,NA,4.005027,NA,0.894618,2.377061,2.759795,NA,NA,NA,5301.388184,NA,NA,5.270903,3.799816,NA,NA,0.043532,NA,3.283615,NA,NA,5.471626,NA,NA,13.461437,NA,NA,4950.290039,4582291.5,4.640117,6.297974,6.188041,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-15,NA,1.886955,NA,NA,NA,NA,1.321167,NA,3.190175,3.227655,8.55162,NA,0.882682,1.302705,4557.033203,0.229134,-64.036774,NA,0.164663,NA,7.398523,NA,NA,NA,3.170944,NA,3.9406,NA,0.889246,2.367919,2.71936,NA,NA,NA,5301.388184,NA,NA,5.158358,3.678271,NA,NA,0.043532,NA,3.329498,NA,NA,5.285676,NA,NA,13.584348,NA,NA,4777.42334,4582291.5,4.555906,6.16608,6.081933,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-16,NA,1.88087,NA,NA,NA,NA,1.316816,NA,3.238148,3.328072,8.56205,NA,0.882682,1.341019,4510.550781,0.240372,-65.512276,NA,0.164663,NA,7.465137,NA,NA,NA,3.261741,NA,4.057686,NA,0.891932,2.377061,2.71936,NA,NA,NA,5301.388184,NA,NA,5.13291,3.696934,NA,NA,0.043532,NA,3.352571,NA,NA,5.313461,NA,NA,13.907784,NA,NA,4942.432129,4582291.5,4.605744,6.100132,6.059165,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-17,NA,1.913399,NA,NA,NA,NA,1.345821,NA,3.28612,3.406969,8.451955,NA,0.89857,1.341019,4502.34668,0.232568,-64.626961,NA,0.164663,NA,7.510263,NA,NA,NA,3.328094,NA,4.089281,NA,0.916111,2.377061,2.754742,NA,NA,NA,5301.388184,NA,NA,5.295222,3.762487,NA,NA,0.043532,NA,3.283615,NA,NA,5.386131,NA,NA,13.746063,NA,NA,4852.067383,4582291.5,4.726045,6.344138,6.362449,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-18,NA,1.923595,NA,NA,NA,NA,1.34727,NA,3.310107,3.442832,8.451955,NA,0.881269,1.379334,4684.629395,0.230695,-66.751686,NA,0.164663,NA,7.907802,NA,NA,NA,3.425876,NA,4.149989,NA,0.910738,2.377061,2.76485,NA,NA,NA,5301.388184,NA,NA,5.497123,3.910438,NA,NA,0.043532,NA,3.2880219999999998,NA,NA,5.471626,NA,NA,13.843097,NA,NA,4887.429199,4582291.5,4.726045,6.347435,6.350254,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-19,NA,1.9297010000000001,NA,NA,NA,NA,1.332768,NA,3.214162,3.42275,8.373147,NA,0.868559,1.379334,4575.260254,0.236626,-65.512276,NA,0.164663,NA,8.077562,NA,NA,NA,3.422385,NA,4.15061,NA,0.913425,2.377061,2.754742,NA,NA,NA,5301.388184,NA,NA,5.355736,3.814384,NA,NA,0.043532,NA,3.225809,NA,NA,5.456665,NA,NA,13.943361,NA,NA,4769.564941,4582291.5,4.726045,6.164431,6.342122,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-22,NA,1.92966,NA,NA,NA,NA,1.305214,NA,3.262133,3.328072,8.135571,NA,0.847728,1.341019,4484.120605,0.234129,-64.863052,NA,0.164663,NA,8.058223,NA,NA,NA,3.300156,NA,4.057686,NA,0.891932,2.322209,2.723402,NA,NA,NA,5301.388184,NA,NA,5.282214,3.769316,NA,NA,0.043532,NA,3.140782,NA,NA,5.242929,NA,NA,13.584348,NA,NA,4675.275391,4582291.5,4.554188,5.935264,6.159582,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-23,NA,1.95413,NA,NA,NA,NA,1.267145,NA,3.190175,3.206137,7.857431,NA,0.848081,1.321862,4484.120605,0.227573,-63.15147,NA,0.164663,NA,7.929289,NA,NA,NA,3.03824,NA,3.930689,NA,0.881186,2.331348,2.67387,NA,NA,NA,5301.388184,NA,NA,5.22566,3.723794,NA,NA,0.044363,NA,3.06457,NA,NA,5.198045,NA,NA,13.42263,NA,NA,4577.054199,4582291.5,4.579967,5.770395,6.1388490000000004,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-24,NA,1.950076,NA,NA,NA,NA,1.261707,NA,3.190175,3.213309,7.982594,NA,0.848081,1.302705,4465.89209,0.222891,-61.616947,NA,0.164663,NA,7.757382,NA,NA,NA,3.177927,NA,3.840863,NA,0.865067,2.285636,2.618268,NA,NA,NA,5301.388184,NA,NA,5.253938,3.715143,NA,NA,0.044363,NA,3.0612,NA,NA,5.215143,NA,NA,13.584348,NA,NA,4321.682617,4582291.5,4.473416,5.671475,6.033147,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-25,NA,1.939899,NA,NA,NA,NA,1.223746,NA,3.166189,3.198964,8.106597,NA,0.85267,1.321862,4488.676758,0.221642,-61.675968,NA,0.164663,NA,7.692916,NA,NA,NA,3.048715,NA,3.867501,NA,0.857008,2.239922,2.562768,NA,NA,NA,5301.388184,NA,NA,5.231316,3.73745,NA,NA,0.044363,NA,3.064829,NA,NA,5.328424,NA,NA,13.29649,NA,NA,4353.112793,4582291.5,4.554188,5.8281,5.898986,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-26,NA,1.923595,NA,NA,NA,NA,1.261707,NA,3.262133,3.256345,8.112391,NA,0.889743,1.341019,4602.602539,0.225076,-63.387562,NA,0.164663,NA,7.864825,NA,NA,NA,3.191897,NA,3.995736,NA,0.865067,2.239922,2.592995,NA,NA,NA,5301.388184,NA,NA,5.248282,3.764308,NA,NA,0.044363,NA,3.23514,NA,NA,5.49941,NA,NA,12.943941,NA,NA,4408.114258,4582291.5,4.70714,6.157837,6.224224,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-29,NA,1.909327,NA,NA,NA,NA,1.290095,NA,3.214162,3.213309,8.225965,NA,0.882682,1.321862,4575.260254,0.224764,-63.15147,NA,0.164663,NA,7.864825,NA,NA,NA,3.08713,NA,4.057686,NA,0.886559,2.239922,2.67387,NA,NA,NA,5301.388184,NA,NA,5.234143,3.762487,NA,NA,0.044363,NA,3.156853,NA,NA,5.533609,NA,NA,13.260906,NA,NA,4400.257324,4582291.5,4.860092,6.240271,6.346187,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-30,NA,1.919504,NA,NA,NA,NA,1.305214,NA,3.28612,3.342416,8.51801,NA,0.882329,1.321862,4470.448242,0.229446,-63.505592,NA,0.164663,NA,7.886315,NA,NA,NA,3.282695,NA,4.241613,NA,0.916111,2.331348,2.757775,NA,NA,NA,5301.388184,NA,NA,5.293527,3.789347,NA,NA,0.044363,NA,3.179925,NA,NA,5.602004,NA,NA,13.872204,NA,NA,4596.696777,4582291.5,4.811971,6.38041,6.44376,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-03-31,NA,1.903238,NA,NA,NA,NA,1.263338,NA,3.310107,3.339548,8.691849,4.466522,0.863263,1.341019,4598.044434,0.230383,-64.567955,NA,0.164663,NA,7.907802,NA,NA,NA,3.317616,NA,4.204078,NA,0.899992,2.285636,2.733511,NA,NA,NA,5301.388184,NA,NA,5.494295,3.892228,NA,NA,0.044363,NA,3.284652,NA,NA,5.668264,NA,NA,13.454967,NA,NA,4635.985352,4582291.5,4.810253,6.512304,6.48482,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-01,NA,1.933772,NA,NA,NA,NA,1.299775,NA,3.28612,3.342416,8.400962,4.466522,0.883035,1.436807,4702.857422,0.233504,-64.922058,NA,0.164663,NA,8.058223,NA,NA,NA,3.342064,NA,4.285407,NA,0.921484,2.331348,2.820451,NA,NA,NA,5301.388184,NA,NA,5.446224,3.880393,NA,NA,0.044363,NA,3.433189,NA,NA,5.723834,NA,NA,13.681372,NA,NA,4616.34375,4582291.5,4.811971,6.611224,6.503114,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-02,NA,1.941914,NA,NA,NA,NA,1.310652,NA,3.262133,3.414141,8.077625,NA,0.882329,1.417649,4629.946777,0.231944,-65.807373,NA,0.164663,NA,8.165664,NA,NA,NA,3.35254,NA,4.347967,NA,0.937603,2.349635,2.866042,NA,NA,NA,5301.388184,NA,NA,5.51409,3.93775,NA,NA,0.044363,NA,3.479332,NA,NA,5.828563,NA,NA,13.810752,NA,NA,4557.409668,4582291.5,4.89962,6.861824,6.705166,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-05,NA,1.941914,NA,NA,NA,NA,1.305214,NA,3.334093,3.458611,8.019678,4.243196,0.893274,1.417649,4464.980469,0.234753,-65.748352,NA,0.164663,NA,8.047477,NA,NA,NA,3.35254,NA,4.388631,NA,0.934917,2.349635,2.865942,NA,NA,NA,5301.388184,NA,NA,5.457534,3.887221,NA,NA,0.044363,NA,3.536879,NA,NA,5.84139,NA,NA,13.584348,NA,NA,4714.561035,4582291.5,4.897901,6.850284,6.606377,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-06,NA,1.929681,NA,NA,NA,NA,1.305214,NA,3.406052,3.442832,8.205106,4.243196,0.916223,1.398492,4534.24707,0.234129,-65.984451,NA,0.164663,NA,8.204345,NA,NA,NA,3.324601,NA,4.372992,NA,0.937603,2.377061,2.870996,NA,NA,NA,5301.388184,NA,NA,5.492034,3.905884,NA,NA,0.044363,NA,3.48633,NA,NA,5.785817,NA,NA,13.390284,NA,NA,4734.205566,4582291.5,4.897901,6.677172,6.655164,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-07,NA,1.933772,NA,NA,NA,NA,1.28346,NA,3.358079,3.287905,8.010408,4.243196,0.907397,1.379334,4438.550293,0.231944,-63.682652,NA,0.164663,NA,8.058223,NA,NA,NA,3.209358,NA,4.251625,NA,0.918798,2.349635,2.835614,NA,NA,NA,5301.388184,NA,NA,5.485812,3.887676,NA,NA,0.044363,NA,3.24888,NA,NA,5.61269,NA,NA,13.341767,NA,NA,4635.985352,4582291.5,4.897901,6.396895,6.464493,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-08,NA,1.933772,NA,NA,NA,NA,1.272583,NA,3.525983,3.313725,8.099644,NA,0.897158,1.475121,4830.455566,0.240372,-65.335236,NA,0.164663,NA,8.595438,NA,NA,NA,3.265234,NA,4.202826,NA,0.913425,2.331348,2.804277,NA,NA,NA,5301.388184,NA,NA,5.573473,3.960059,NA,NA,0.044363,NA,3.343496,NA,NA,5.54857,NA,NA,13.180048,NA,NA,4832.425781,4582291.5,4.897901,6.330947,6.464493,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-09,NA,1.933772,NA,NA,NA,NA,1.272583,NA,3.525983,NA,8.099644,NA,0.897158,1.475121,4830.455566,0.240372,-65.335236,NA,0.164663,NA,8.595438,NA,NA,NA,3.265234,NA,4.202826,NA,0.913425,2.331348,2.804277,NA,NA,NA,5301.388184,NA,NA,NA,3.960059,NA,NA,0.044363,NA,3.343496,NA,NA,NA,NA,NA,13.180048,NA,NA,4832.425781,4582291.5,4.897901,6.330947,6.464493,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-12,NA,1.933772,NA,NA,NA,NA,1.25083,NA,3.597941,3.259215,8.112391,NA,0.893274,1.475121,4930.710449,0.240372,-66.10247,NA,0.164663,NA,8.702879,NA,NA,NA,3.216343,NA,4.222845,NA,0.93223,2.331348,2.82955,NA,NA,NA,5301.388184,NA,NA,5.728997,4.028797,NA,NA,0.044363,NA,3.387306,NA,NA,5.529334,NA,NA,12.940708,NA,NA,4852.067383,4582291.5,4.897901,6.396895,6.427904,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-13,NA,1.933772,NA,NA,NA,NA,1.261707,NA,3.501996,3.256345,8.111235,NA,0.87209,1.494279,4894.252441,0.234129,-66.10247,NA,0.164663,NA,8.810324,NA,NA,NA,3.177927,NA,4.204078,NA,0.924171,2.340492,2.805289,NA,NA,NA,5301.388184,NA,NA,5.6272,3.98282,NA,NA,0.044363,NA,3.375642,NA,NA,5.437429,NA,NA,13.260906,NA,NA,4761.708496,4582291.5,4.983829,6.42822,6.261219,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-14,NA,1.939878,NA,NA,NA,NA,1.261707,NA,3.430038,3.183185,8.129775,NA,0.889743,1.475121,4839.568359,0.234441,-65.9254,NA,0.164663,NA,8.543864,NA,NA,NA,3.122053,NA,4.204078,NA,0.921484,2.340492,2.780013,NA,NA,NA,5301.388184,NA,NA,5.516918,3.913169,NA,NA,0.044363,NA,3.433189,NA,NA,5.328424,NA,NA,13.42263,NA,NA,4891.356445,4582291.5,4.897901,6.27984,6.1388490000000004,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-15,NA,1.950055,NA,NA,NA,NA,1.237777,NA,3.118217,3.112894,7.939714,NA,0.882329,1.417649,4775.770508,0.234129,-64.804024,NA,0.164663,NA,8.389147,NA,NA,NA,3.11856,NA,4.003885,NA,0.897305,2.340492,2.709252,NA,NA,NA,5301.388184,NA,NA,5.429257,3.869467,NA,NA,0.044363,NA,3.342201,NA,NA,5.114689,NA,NA,12.953646,NA,NA,4852.067383,4582291.5,4.638398,5.918777,6.1388490000000004,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-16,NA,1.95413,NA,NA,NA,NA,1.254093,NA,3.142203,3.08564,8.110074,NA,0.879151,1.475121,4798.555176,0.237251,-64.922058,NA,0.164663,NA,8.262363,NA,NA,NA,3.115069,NA,4.129631,NA,0.899992,2.340492,2.714303,NA,NA,NA,5301.388184,NA,NA,5.384013,3.853534,NA,NA,0.044363,NA,3.283615,NA,NA,5.086902,NA,NA,13.09919,NA,NA,4832.425781,4582291.5,4.62293,5.935264,6.179501,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
2004-04-19,NA,1.974462,NA,NA,NA,NA,1.229077,NA,3.070244,3.08277,7.777465,NA,0.848434,1.436807,4807.668457,0.237251,-65.040108,NA,0.164663,NA,8.0045,NA,NA,NA,3.052208,NA,4.129004,NA,0.899992,2.294778,2.723402,NA,NA,NA,5301.388184,NA,NA,5.351211,3.819392,NA,NA,0.044363,NA,3.27195,NA,NA,4.930875,NA,NA,13.260906,NA,NA,4812.783203,4582291.5,4.382331,5.753908,6.199831,0.563256,2022-09-01,MATRIZ_PRECO_CT_B3_MLCX
