date,alup11.sa,cmig3.sa,cmig4.sa,csmg3.sa,cple3.sa,cple6.sa,cpfe3.sa,elet3.sa,elet6.sa,enbr3.sa,engi11.sa,enev3.sa,egie3.sa,eqtl3.sa,ligt3.sa,sbsp3.sa,taee11.sa,trpl4.sa,DATE_UPDATE,CARTEIRA_TEORICA
2007-01-02,NA,3.524965,3.007095,4.569917,0.702268,0.989145,6.21604,11.103156,NA,4.462595,NA,NA,6.142829,NA,12.069912,6.82905,NA,2.90653,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-03,NA,3.544122,2.99645,4.560956,0.708656,0.99032,6.071959,10.765783,NA,4.462595,NA,NA,6.181244,NA,12.0192,6.80909,NA,2.891924,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-04,NA,3.524965,2.943227,4.677444,0.708975,1.010691,5.948461,10.765783,NA,4.390078,NA,NA,6.177752,NA,11.948198,6.774354,NA,2.872451,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-05,NA,3.410021,2.810169,4.722248,0.670652,0.948012,5.804381,10.314525,NA,4.155792,NA,NA,6.006632,NA,11.238205,6.382662,NA,2.725419,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-08,NA,3.410021,2.842104,4.406834,0.679914,0.967599,5.868187,10.250058,NA,4.344058,NA,NA,6.114892,NA,11.441061,6.129139,NA,2.789685,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-09,NA,3.352549,2.799525,4.148767,0.673846,0.959764,5.892888,10.142616,NA,4.288275,NA,NA,6.048539,NA,11.055633,6.140804,NA,2.745866,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-10,NA,3.352549,2.799525,4.09142,0.665862,0.973475,5.845548,10.336014,NA,4.323139,NA,NA,6.059016,NA,11.486705,6.140804,NA,2.745866,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-11,NA,3.505808,2.879359,4.121884,0.689814,0.979352,5.886712,10.314525,NA,4.323139,NA,NA,6.181244,NA,11.512058,5.94483,NA,2.832528,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-12,NA,3.48665,2.895326,4.121884,0.68183,0.979352,5.897003,10.398331,NA,4.323139,NA,NA,6.076478,NA,11.790985,6.037892,NA,2.823765,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-15,NA,3.48665,2.895326,4.103964,0.693007,0.983269,5.796147,10.142616,NA,4.295248,NA,NA,6.076478,NA,11.532346,6.037892,NA,2.823765,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-16,NA,3.448336,2.820815,4.086044,0.6764,0.963682,5.824963,10.07815,NA,4.253411,NA,NA,5.954249,NA,11.441061,6.198353,NA,2.789685,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-17,NA,3.448336,2.820815,4.193569,0.682469,0.979352,5.818787,10.088892,NA,4.295248,NA,NA,6.072985,NA,11.664199,6.198353,NA,2.789685,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-18,NA,3.448336,2.820815,4.301098,0.68662,0.97896,5.783798,10.108233,NA,4.265963,NA,NA,6.26855,NA,11.613487,6.198353,NA,2.789685,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-19,NA,3.352549,2.778236,4.417584,0.690452,0.983269,5.763215,10.421968,NA,4.253411,NA,NA,6.303472,NA,12.171339,6.348185,NA,2.934766,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-22,NA,3.371707,2.836782,4.444468,0.693007,0.980135,5.74469,10.497177,NA,4.274331,NA,NA,6.425701,NA,12.364053,6.474686,NA,2.964952,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-23,NA,3.371707,2.836782,4.336942,0.683426,0.996588,5.74469,10.593877,NA,4.288275,NA,NA,6.495545,NA,12.526338,6.474686,NA,2.964952,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-24,NA,3.371707,2.836782,4.390704,0.689814,0.983269,5.804381,10.67983,NA,4.293853,NA,NA,6.530468,NA,12.298126,6.474686,NA,2.964952,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-26,NA,3.467493,2.905971,4.247333,0.702268,1.004815,5.800263,10.767935,NA,4.254806,NA,NA,6.499038,NA,12.42491,6.226868,NA,3.096404,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-29,NA,3.467493,2.905971,4.229412,0.68662,0.97896,5.750865,10.507922,NA,4.316166,NA,NA,6.390779,NA,12.343768,6.226868,NA,3.096404,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-30,NA,3.467493,2.863393,4.229412,0.684385,0.998939,5.736457,10.529411,NA,4.316166,NA,NA,6.425701,NA,12.627765,6.152212,NA,3.018507,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-01-31,NA,3.467493,2.863393,4.247333,0.699394,1.012258,5.763215,10.744297,NA,4.406813,NA,NA,6.373318,NA,12.668336,6.152212,NA,3.018507,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-01,NA,3.467493,2.863393,4.444468,0.702588,1.001681,5.763215,10.74,NA,4.462595,NA,NA,6.390779,NA,12.75455,6.152212,NA,3.018507,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-02,NA,3.467493,2.895326,4.569917,0.700991,1.002856,5.878479,10.621812,NA,4.532323,NA,NA,6.230134,NA,12.845835,6.636186,NA,2.989295,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-05,NA,3.467493,2.900648,4.768843,0.696201,1.008732,5.876421,10.742148,NA,4.602051,NA,NA,6.233627,NA,13.074051,6.751281,NA,2.999031,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-06,NA,3.467493,2.900648,4.795724,0.696201,1.006774,5.969044,10.458498,NA,4.476541,NA,NA,6.181244,NA,12.830622,6.751281,NA,2.999031,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-07,NA,3.467493,2.900648,4.91042,0.696201,0.995021,5.95052,10.267251,NA,4.462595,NA,NA,5.971711,NA,12.475623,6.751281,NA,2.999031,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-08,NA,3.467493,2.900648,4.874577,0.684065,0.979352,5.886712,10.355352,NA,4.434704,NA,NA,6.076478,NA,12.850907,6.751281,NA,2.999031,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-09,NA,3.429179,2.820815,4.840526,0.686301,0.973475,5.870246,10.196337,NA,4.401235,NA,NA,6.041556,NA,12.658195,6.64785,NA,2.958137,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-12,NA,3.429179,2.820815,4.838735,0.673846,0.983269,5.839371,10.035173,NA,4.462595,NA,NA,6.041556,NA,12.348841,6.64785,NA,2.958137,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-13,NA,3.429179,2.820815,4.838735,0.696201,0.992279,5.897003,10.368246,NA,4.490487,NA,NA,6.076478,NA,12.67848,6.64785,NA,2.958137,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-14,NA,3.448336,2.836782,4.784974,0.700991,1.018526,5.876421,10.282292,NA,4.586712,NA,NA,6.233627,NA,12.75455,6.901114,NA,2.89874,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-15,NA,3.467493,2.879359,4.8925,0.700991,1.01265,6.041084,10.093192,NA,4.57416,NA,NA,6.286011,NA,12.982763,6.866637,NA,2.901661,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-16,NA,3.467493,2.85807,4.928342,0.705143,1.002856,6.032852,10.07815,NA,4.57416,NA,NA,6.355858,NA,12.805263,6.913818,NA,2.964952,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-21,NA,3.48665,2.92726,5.107554,0.697798,1.022051,6.051375,10.035173,NA,4.622969,NA,NA,6.334902,NA,12.805263,6.843567,NA,2.932821,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-22,NA,3.563281,2.985805,5.046621,0.687259,1.000897,6.026675,10.196337,NA,4.791712,NA,NA,6.286011,NA,12.982763,6.800276,NA,2.875371,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-23,NA,3.563281,2.985805,5.304686,0.68662,0.991887,5.96081,10.196337,NA,4.727562,NA,NA,6.181244,NA,12.942194,6.800276,NA,2.875371,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-26,NA,3.563281,2.985805,5.109347,0.695881,0.995805,5.981393,10.310229,NA,4.841916,NA,NA,6.219658,NA,12.815407,6.800276,NA,2.875371,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-27,NA,3.582438,2.980483,5.109347,0.673846,0.98131,5.969044,9.777308,NA,4.892121,NA,NA,5.940281,NA,11.719985,6.935849,NA,2.890949,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-02-28,NA,3.582438,2.980483,4.836944,0.670652,0.963682,5.814672,9.669867,NA,4.657835,NA,NA,6.024094,NA,11.993842,6.935849,NA,2.890949,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-01,NA,3.888958,3.023062,5.007196,0.670652,0.967599,5.775565,9.704249,NA,4.462595,NA,NA,6.216168,NA,12.222054,6.866378,NA,2.843239,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-02,NA,3.831485,2.921938,4.695366,0.67193,0.944095,5.814672,9.487215,NA,4.447255,NA,NA,6.079968,NA,11.562772,6.564639,NA,2.798447,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-05,NA,3.831485,2.921938,4.677444,0.662668,0.92059,5.804381,9.02521,NA,4.323139,NA,NA,5.797098,NA,11.182417,6.564639,NA,2.798447,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-06,NA,3.8698,2.884682,4.874577,0.675443,0.955847,5.876421,9.49581,NA,4.33569,NA,NA,5.989173,NA,11.81127,6.72847,NA,2.81208,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-07,NA,3.8698,2.884682,5.017947,0.665862,0.944095,5.835253,9.47647,NA,4.182289,NA,NA,6.024094,NA,11.562772,6.72847,NA,2.81208,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-08,NA,3.831485,2.884682,5.19716,0.689494,0.979352,5.876421,9.562425,NA,4.182289,NA,NA,6.041556,NA,11.867057,6.72847,NA,2.81208,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-09,NA,3.831485,2.900648,5.19716,0.689814,0.98562,5.874362,9.874007,NA,4.182289,NA,NA,6.146322,NA,12.069912,6.820496,NA,2.862713,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-12,NA,3.831485,2.900648,5.143397,0.69524300000000006,0.962899,5.880536,9.669867,NA,4.098615,NA,NA,6.233627,NA,11.780841,6.820496,NA,2.862713,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-13,NA,3.812327,2.794203,4.946263,0.664265,0.940178,5.814672,9.412004,NA,3.975893,NA,NA,6.216168,NA,11.157063,6.377997,NA,2.765342,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-14,NA,3.831485,2.804847,4.776011,0.670652,0.944095,5.886712,9.508702,NA,4.044225,NA,NA,6.181244,NA,11.375131,6.45395,NA,2.843239,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-15,NA,3.831485,2.804847,4.659523,0.670652,0.93626,5.907295,9.497957,NA,4.044225,NA,NA,6.286011,NA,11.207778,6.368663,NA,2.779947,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-16,NA,3.850643,2.746302,4.709702,0.658197,0.916673,5.948461,9.414151,NA,3.911743,NA,NA,6.055524,NA,11.009991,6.267567,NA,2.716656,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-19,NA,3.831485,2.799525,4.686404,0.673846,0.937827,6.030793,9.669867,NA,4.120928,NA,NA,6.1114,NA,11.182417,6.451357,NA,2.823765,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-20,NA,3.831485,2.826137,4.681027,0.68662,0.959764,6.228388,9.884753,NA,4.190656,NA,NA,6.128861,NA,11.740272,6.474948,NA,2.737104,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-21,NA,3.927271,2.884682,4.659523,0.707378,0.971125,6.236622,9.938474,NA,4.236677,NA,NA,6.324428,NA,12.369125,6.705399,NA,2.909452,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-22,NA,3.946429,2.874037,4.838735,0.698436,0.973475,6.226331,9.734334,NA,4.323139,NA,NA,6.373318,NA,12.298126,6.717065,NA,2.7595,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-23,NA,3.946429,2.895326,4.838735,0.68662,0.975434,6.356002,9.659122,NA,4.218547,NA,NA,6.425701,NA,12.445198,6.698142,NA,2.779947,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-26,NA,3.908115,2.879359,4.722248,0.689814,0.987186,6.452743,9.775162,NA,4.228309,NA,NA,6.320934,NA,12.653122,6.751281,NA,2.804291,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-27,NA,3.8698,2.863393,4.623679,0.690452,0.975434,6.473325,9.693504,NA,4.113957,NA,NA,6.240613,NA,12.67848,6.572158,NA,2.852976,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-28,NA,3.908115,2.815492,4.514361,0.690133,0.967991,5.897003,9.594656,NA,4.033072,NA,NA,6.097432,NA,12.191626,6.54416,NA,2.775079,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-29,NA,3.8698,2.868715,4.65594,0.702588,0.959764,5.969044,9.850371,NA,4.097221,NA,NA,6.146322,NA,12.475623,6.538199,NA,2.823765,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-03-30,NA,3.850643,2.863393,4.659523,0.699394,0.940178,5.948461,9.863264,NA,4.211574,NA,NA,6.286011,NA,12.42491,6.428805,NA,2.775079,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-02,NA,3.831485,2.820815,4.752714,0.687578,0.946054,5.989627,9.669867,NA,4.148819,NA,NA,6.376811,NA,12.42491,6.313709,NA,2.726393,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-03,NA,3.831485,2.863393,4.740169,0.689814,0.958198,6.036966,9.777308,NA,4.253411,NA,NA,6.460622,NA,12.67848,6.474948,NA,2.702051,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-04,NA,3.831485,2.874037,4.677444,0.689814,0.948012,6.057551,9.7988,NA,4.274331,NA,NA,6.425701,NA,12.876263,6.589524,NA,2.692313,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-05,NA,3.850643,2.874037,4.838735,0.702588,0.947621,6.094598,9.777308,NA,4.281302,NA,NA,6.432685,NA,13.160261,6.488686,NA,2.696208,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-09,NA,3.831485,2.900648,4.777804,0.696201,0.950363,6.21604,9.665568,NA,4.392866,NA,NA,6.586344,NA,12.982763,6.498017,NA,2.705945,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-10,NA,3.831485,2.884682,4.749128,0.707378,0.966032,6.456859,9.75582,NA,4.434704,NA,NA,6.670158,NA,12.779908,6.436063,NA,2.692313,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-11,NA,3.812327,2.879359,4.65594,0.712169,0.965249,6.380701,9.562425,NA,4.490487,NA,NA,6.478083,NA,12.627765,6.474948,NA,2.694261,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-12,NA,3.831485,2.905971,4.695366,0.696201,0.959764,6.39717,9.884753,NA,4.448649,NA,NA,6.355858,NA,12.835691,6.498017,NA,2.672839,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-13,NA,3.888958,2.975161,4.838735,0.724304,0.995021,6.390993,9.75582,NA,4.355214,NA,NA,6.394271,NA,12.805263,6.498017,NA,2.667971,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-16,NA,4.023059,3.070962,4.838735,0.728137,1.018526,6.432161,9.669867,NA,4.352426,NA,NA,6.408239,NA,12.977693,6.486352,NA,2.675761,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-17,NA,4.023059,3.070962,4.838735,0.748576,1.018526,6.5042,9.519446,NA,4.345452,NA,NA,6.513005,NA,12.703838,6.486352,NA,2.675761,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-18,NA,4.099687,3.113541,4.820814,0.760073,1.026752,6.5042,9.605402,NA,4.364976,NA,NA,6.582852,NA,12.708908,6.463283,NA,2.682576,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-19,NA,4.138003,3.13483,4.838735,0.755921,1.02636,6.460975,9.594656,NA,4.406813,NA,NA,6.460622,NA,12.982763,6.417399,NA,2.667971,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-20,NA,4.138003,3.13483,4.865617,0.756879,1.031062,6.473325,9.777308,NA,4.504432,NA,NA,6.565389,NA,13.565971,6.417399,NA,2.667971,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-23,NA,4.176318,3.177408,4.820814,0.763586,1.029886,6.483617,9.775162,NA,4.413787,NA,NA,6.530468,NA,13.287045,6.381885,NA,2.682576,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-24,NA,4.157161,3.177408,4.749128,0.76614,1.034195,6.5042,9.916985,NA,4.39984,NA,NA,6.481576,NA,13.789114,6.431139,NA,2.798447,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-25,NA,4.252947,3.235954,4.750921,0.782428,1.053783,6.545366,10.033024,NA,4.364976,NA,NA,6.254584,NA,14.189753,6.566973,NA,2.872451,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-26,NA,4.272105,3.235954,4.65594,0.774443,1.032629,6.642106,9.96211,NA,4.309193,NA,NA,6.181244,NA,14.098468,6.498017,NA,2.902635,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-27,NA,5.325764,3.039028,4.677444,0.782428,1.030278,6.679153,9.959963,NA,4.486303,NA,NA,6.223152,NA,14.443324,6.52109,NA,2.984427,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-04-30,NA,5.364079,3.049672,4.677444,0.783425,1.061649,6.483617,9.7988,NA,4.532323,NA,NA,6.233627,NA,15.112747,6.337817,NA,2.999031,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-02,NA,5.364079,3.049672,4.657731,0.815029,1.039591,6.874692,9.893349,NA,4.671779,NA,NA,6.390779,NA,14.504181,6.337817,NA,2.999031,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-03,NA,5.364079,3.04435,4.623679,0.831329,1.082482,6.792359,10.088892,NA,4.643888,NA,NA,6.666664,NA,15.102606,6.313709,NA,2.969821,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-04,NA,5.402392,3.092251,4.659523,0.848295,1.106583,6.864401,10.155509,NA,4.602051,NA,NA,6.914614,NA,15.056963,6.451875,NA,2.971768,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-07,NA,5.402392,3.092251,4.693574,0.848295,1.105766,7.059939,10.142616,NA,4.602051,NA,NA,7.047317,NA,14.727321,6.451875,NA,2.971768,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-08,NA,5.402392,3.092251,4.722248,0.864928,1.092694,7.055821,10.161956,NA,4.567188,NA,NA,7.124145,NA,14.935248,6.451875,NA,2.971768,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-09,NA,5.440707,3.113541,4.722248,0.901522,1.111076,7.08052,10.385436,NA,4.567188,NA,NA,6.949536,NA,15.518459,6.774354,NA,3.047719,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-10,NA,5.440707,3.108218,4.749128,0.881562,1.104949,7.14227,10.32527,NA,4.532323,NA,NA,6.862228,NA,14.960607,6.751281,NA,3.106141,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-11,NA,5.517338,3.166763,4.679235,0.899858,1.114344,7.35839,10.574537,NA,4.532323,NA,NA,6.879693,NA,14.985964,6.912261,NA,3.148984,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-14,NA,5.517338,3.172086,4.784974,0.904848,1.109442,7.451013,10.58313,NA,4.518378,NA,NA,6.698094,NA,14.438253,6.855231,NA,3.135352,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-15,NA,5.479022,3.156118,4.784974,0.855614,1.091061,7.481888,10.357501,NA,4.615998,NA,NA,6.635231,NA,14.438253,6.912779,NA,3.143142,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-16,NA,5.479022,3.219987,4.958809,0.908175,1.115161,7.718591,10.591726,NA,4.79729,NA,NA,6.844768,NA,15.036677,7.016469,NA,3.135352,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-17,NA,5.440707,3.156118,5.143397,0.894868,1.113935,7.737114,10.572388,NA,4.798685,NA,NA,6.844768,NA,14.960607,7.028136,NA,3.136325,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-18,NA,5.517338,3.193374,5.304686,0.898195,1.115161,7.601267,10.619663,NA,4.811237,NA,NA,6.984456,NA,14.75775,7.189114,NA,3.164564,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-21,NA,5.440707,3.193374,5.33157,0.888215,1.103315,7.549811,10.798018,NA,4.774977,NA,NA,6.946042,NA,14.783107,7.050947,NA,3.213249,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-22,NA,5.440707,3.13483,5.335153,0.889878,1.115161,7.321341,11.068775,NA,4.685725,NA,NA,6.879693,NA,14.605607,6.913039,NA,3.155801,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-23,NA,5.364079,3.129508,5.681032,0.888215,1.09923,7.317225,11.133239,NA,4.678753,NA,NA,7.159068,NA,14.707036,7.183672,NA,3.213249,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-24,NA,5.364079,3.092251,5.519744,0.858275,1.07227,7.14227,10.937695,NA,4.588106,NA,NA,6.879693,NA,14.701961,7.120162,NA,3.130483,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-25,NA,5.479022,3.156118,5.465981,0.889878,1.122105,7.368684,11.217047,NA,4.685725,NA,NA,6.991441,NA,14.458532,7.304469,NA,3.242461,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-28,NA,5.479022,3.140152,5.501822,0.889878,1.143754,7.533344,11.324488,NA,4.825181,NA,NA,7.089224,NA,14.808464,7.350613,NA,3.305752,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-29,NA,5.364079,3.124185,5.505406,0.884888,1.164179,7.387205,11.365318,NA,4.867018,NA,NA,6.991441,NA,15.006249,7.378089,NA,3.349569,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-30,NA,5.364079,3.193374,5.335153,0.896532,1.176434,7.306932,11.345977,NA,4.867018,NA,NA,7.019379,NA,15.518459,7.51185,NA,3.436228,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-05-31,NA,5.440707,3.219987,5.555586,0.887882,1.170306,7.409848,11.034394,NA,4.749875,NA,NA,7.159068,NA,15.614818,7.166043,NA,3.344699,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-01,NA,5.747226,3.384976,5.465981,0.898195,1.223001,7.430429,11.410444,NA,4.875386,NA,NA,7.159068,NA,15.366316,7.258329,NA,3.373912,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-04,NA,5.716575,3.336704,5.412215,0.888215,1.245467,7.440722,11.197705,NA,5.020422,NA,NA,7.473368,NA,15.467746,8.129326,NA,3.415782,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-05,NA,5.624618,3.294147,5.396086,0.888215,1.236072,7.370739,11.15258,NA,5.006474,NA,NA,7.497816,NA,15.102606,7.934391,NA,3.37878,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-06,NA,5.47136,3.294147,5.431927,0.865261,1.194815,7.288409,10.916206,NA,5.020422,NA,NA,7.316219,NA,14.712107,7.758116,NA,3.37878,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-08,NA,5.515803,3.294147,5.376372,0.864928,1.220958,7.409848,11.126792,NA,5.131985,NA,NA,7.235896,NA,15.462671,7.950979,NA,3.422597,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-11,NA,5.655269,3.294147,5.412215,0.871582,1.229536,7.51482,11.384657,NA,5.118038,NA,NA,7.630521,NA,15.315605,7.984161,NA,3.422597,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-12,NA,5.670596,3.413313,5.412215,0.878235,1.217282,7.543637,11.002159,NA,5.118038,NA,NA,7.682904,NA,15.138106,7.880468,NA,3.456676,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-13,NA,5.777878,3.506092,5.40863,0.888215,1.282639,7.430429,11.367467,NA,5.037155,NA,NA,7.473368,NA,15.264894,7.984161,NA,3.413833,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-14,NA,5.670596,3.468644,5.426552,0.914828,1.287541,7.582744,11.399699,NA,5.14593,NA,NA,7.351141,NA,15.112747,8.54409,NA,3.497571,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-15,NA,5.655269,3.468644,5.535872,0.951421,1.331657,7.718591,11.578055,NA,5.101305,NA,NA,7.358126,NA,15.660455,9.021066,NA,3.497571,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-18,NA,5.670596,3.519717,5.50899,0.948095,1.331657,7.800922,11.906831,NA,5.159876,NA,NA,7.487339,NA,15.391672,9.226374,NA,3.592996,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-19,NA,5.823856,3.536737,5.417591,0.964395,1.344729,7.718591,12.194776,NA,5.062256,NA,NA,7.508294,NA,15.442385,8.989958,NA,3.592996,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-20,NA,5.747226,3.507794,5.417591,0.9787,1.348405,7.718591,12.463385,NA,4.908856,NA,NA,7.752747,NA,15.214179,9.106092,NA,3.48102,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-21,NA,5.912747,3.656755,5.358452,0.988015,1.375365,8.027335,12.495619,NA,5.055284,NA,NA,7.682904,NA,15.467746,8.994106,NA,3.631945,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-22,NA,5.800867,3.57079,5.172071,0.949758,1.321854,8.025276,12.312963,NA,5.044128,NA,NA,7.647982,NA,15.204034,8.761839,NA,3.505363,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-25,NA,5.747226,3.53248,5.107554,0.963064,1.315318,7.885314,12.173288,NA,5.044128,NA,NA,7.647982,NA,15.112747,8.813683,NA,3.503416,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
2007-06-26,NA,5.75489,3.49418,5.259883,0.945433,1.296119,7.986168,12.259243,NA,5.131985,NA,NA,7.511783,NA,15.320674,8.917374,NA,3.578392,2022-08-18,MATRIZ_PRECO_CT_B3_UTIL
