date,cyre3.sa,dirr3.sa,even3.sa,eztc3.sa,gfsa3.sa,jhsf3.sa,mrve3.sa,mult3.sa,syne3.sa,tend3.sa,DATE_UPDATE,CARTEIRA_TEORICA
2000-01-03,0.3414764702320099,NA,NA,NA,NA,NA,NA,NA,0.9200452566146851,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-04,0.3414764702320099,NA,NA,NA,NA,NA,NA,NA,0.9200452566146851,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-05,0.3414764702320099,NA,NA,NA,NA,NA,NA,NA,0.9200452566146851,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-06,0.3414764702320099,NA,NA,NA,NA,NA,NA,NA,0.9200452566146851,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-07,0.3414764702320099,NA,NA,NA,NA,NA,NA,NA,0.9200452566146851,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-10,0.34889981150627136,NA,NA,NA,NA,NA,NA,NA,0.9400461912155151,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-11,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.9600474238395691,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-12,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.9600474238395691,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-13,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.9600474238395691,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-14,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.9600474238395691,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-17,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.09600473940372467,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-18,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.09600473940372467,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-19,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.09600473940372467,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-20,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.09600473940372467,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-21,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.09600473940372467,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-24,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-25,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-26,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-27,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-28,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-01-31,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-01,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-02,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-03,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-04,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-07,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-08,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-09,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-10,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-11,0.40680232644081116,NA,NA,NA,NA,NA,NA,NA,0.10960538685321808,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-14,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-15,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-16,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-17,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-18,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-21,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-22,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-23,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-24,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-25,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-28,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-02-29,0.4305571913719177,NA,NA,NA,NA,NA,NA,NA,0.11600572615861893,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-01,0.4305571913719177,NA,NA,NA,NA,NA,NA,NA,0.11600572615861893,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-02,0.4305571913719177,NA,NA,NA,NA,NA,NA,NA,0.11600572615861893,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-03,0.4231337904930115,NA,NA,NA,NA,NA,NA,NA,0.11400562524795532,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-06,0.4231337904930115,NA,NA,NA,NA,NA,NA,NA,0.11400562524795532,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-07,0.4231337904930115,NA,NA,NA,NA,NA,NA,NA,0.11400562524795532,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-08,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-09,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-10,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-13,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-14,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-15,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-16,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-17,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-20,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-21,0.38156265020370483,NA,NA,NA,NA,NA,NA,NA,0.10280504822731018,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-22,0.41422581672668457,NA,NA,NA,NA,NA,NA,NA,0.11160548776388168,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-23,0.41422581672668457,NA,NA,NA,NA,NA,NA,NA,0.11160548776388168,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-24,0.41422581672668457,NA,NA,NA,NA,NA,NA,NA,0.11160548776388168,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-27,0.41422581672668457,NA,NA,NA,NA,NA,NA,NA,0.11160548776388168,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-28,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-29,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-30,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-03-31,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-03,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-04,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-05,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-06,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-07,0.37413930892944336,NA,NA,NA,NA,NA,NA,NA,0.10080496966838837,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-10,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-11,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-12,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-13,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-14,0.3578079044818878,NA,NA,NA,NA,NA,NA,NA,0.09640476107597351,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-17,0.33405303955078125,NA,NA,NA,NA,NA,NA,NA,0.09000442922115326,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-18,0.33405303955078125,NA,NA,NA,NA,NA,NA,NA,0.09000442922115326,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-19,0.33405303955078125,NA,NA,NA,NA,NA,NA,NA,0.09000442922115326,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-20,0.326629638671875,NA,NA,NA,NA,NA,NA,NA,0.08800433576107025,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-21,0.326629638671875,NA,NA,NA,NA,NA,NA,NA,0.08800433576107025,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-24,0.3281143307685852,NA,NA,NA,NA,NA,NA,NA,0.0884043425321579,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-25,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.09600473940372467,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-26,0.3563232421875,NA,NA,NA,NA,NA,NA,NA,0.09600473940372467,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-27,0.323660284280777,NA,NA,NA,NA,NA,NA,NA,0.08720428496599197,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-04-28,0.3414764702320099,NA,NA,NA,NA,NA,NA,NA,0.09200454503297806,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-01,0.3414764702320099,NA,NA,NA,NA,NA,NA,NA,0.09200454503297806,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-02,0.3414764702320099,NA,NA,NA,NA,NA,NA,NA,0.09200454503297806,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-03,0.3414764702320099,NA,NA,NA,NA,NA,NA,NA,0.09200454503297806,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-04,0.3414764702320099,NA,NA,NA,NA,NA,NA,NA,0.09200454503297806,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-05,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-08,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-09,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-10,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-11,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-12,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-15,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-16,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-17,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-18,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-19,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-22,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-23,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-24,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-25,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-26,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-29,0.3548385500907898,NA,NA,NA,NA,NA,NA,NA,0.09560472518205643,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-30,0.34889981150627136,NA,NA,NA,NA,NA,NA,NA,0.09400462359189987,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-05-31,0.34889981150627136,NA,NA,NA,NA,NA,NA,NA,0.09400462359189987,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-01,0.36374664306640625,NA,NA,NA,NA,NA,NA,NA,0.09800483286380768,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-02,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-05,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-06,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-07,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-08,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-09,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-12,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-13,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-14,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-15,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-16,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-19,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-20,0.37859344482421875,NA,NA,NA,NA,NA,NA,NA,0.1020050048828125,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-21,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-22,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-23,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-26,0.40828704833984375,NA,NA,NA,NA,NA,NA,NA,0.11000540852546692,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-27,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-28,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-29,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-06-30,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-03,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-04,0.4008636772632599,NA,NA,NA,NA,NA,NA,NA,0.10800532251596451,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-05,0.4246184527873993,NA,NA,NA,NA,NA,NA,NA,0.11440561711788177,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-06,0.4246184527873993,NA,NA,NA,NA,NA,NA,NA,0.11440561711788177,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-07,0.4305571913719177,NA,NA,NA,NA,NA,NA,NA,0.11600572615861893,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-10,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-11,0.41571044921875,NA,NA,NA,NA,NA,NA,NA,0.11200549453496933,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-12,0.41422581672668457,NA,NA,NA,NA,NA,NA,NA,0.11160548776388168,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-13,0.40234825015068054,NA,NA,NA,NA,NA,NA,NA,0.10840535163879395,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-14,0.40234825015068054,NA,NA,NA,NA,NA,NA,NA,0.10840535163879395,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-17,0.40234825015068054,NA,NA,NA,NA,NA,NA,NA,0.10840535163879395,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-18,0.40234825015068054,NA,NA,NA,NA,NA,NA,NA,0.10840535163879395,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-19,0.40234825015068054,NA,NA,NA,NA,NA,NA,NA,0.10840535163879395,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-20,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-21,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-24,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-25,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-26,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-27,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-28,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-07-31,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-01,0.39344024658203125,NA,NA,NA,NA,NA,NA,NA,0.1060052365064621,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-02,0.39344024658203125,NA,NA,NA,NA,NA,NA,NA,0.1060052365064621,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-03,0.39344024658203125,NA,NA,NA,NA,NA,NA,NA,0.1060052365064621,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-04,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-07,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-08,0.38750147819519043,NA,NA,NA,NA,NA,NA,NA,0.10440512001514435,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-09,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-10,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-11,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-14,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-15,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-16,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-17,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-18,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-21,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-22,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-23,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-24,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-25,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-28,0.38601672649383545,NA,NA,NA,NA,NA,NA,NA,0.1040051206946373,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-29,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-30,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-08-31,0.3711699843406677,NA,NA,NA,NA,NA,NA,NA,0.10000491142272949,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-09-01,0.36523130536079407,NA,NA,NA,NA,NA,NA,NA,0.09840484708547592,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
2000-09-04,0.3726547956466675,NA,NA,NA,NA,NA,NA,NA,0.10040494054555893,NA,2025-03-21,MATRIZ_PRECO_CT_B3_IMOB
