date,abcb4.sa,b3sa3.sa,brsr6.sa,bbse3.sa,brap4.sa,bbas3.sa,agro3.sa,cmig3.sa,cmig4.sa,csmg3.sa,cple6.sa,cpfe3.sa,cyre3.sa,dirr3.sa,elet3.sa,elet6.sa,enat3.sa,enbr3.sa,egie3.sa,ggbr4.sa,goau4.sa,mypk3.sa,rani3.sa,itsa4.sa,jbss3.sa,jhsf3.sa,mrfg3.sa,beef3.sa,mrve3.sa,petr3.sa,petr4.sa,pssa3.sa,rapt4.sa,romi3.sa,sanb11.sa,csna3.sa,syne3.sa,taee11.sa,vivt3.sa,trpl4.sa,unip6.sa,usim3.sa,usim5.sa,vale3.sa,wizc3.sa,DATE_UPDATE,CARTEIRA_TEORICA
2000-01-03,NA,NA,NA,NA,1.420097,1.128453,NA,0.881175,3302.799805,NA,-30.296019,0.113206,NA,NA,8.437323,NA,NA,NA,NA,241.717941,166.542557,NA,NA,0.469406,NA,NA,NA,NA,NA,1.848523,1.872027,NA,0.1552,0.259529,NA,1.817249,1.244356,NA,7.541412,2364.003418,24.885107,NA,1.582737,1.701703,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-04,NA,NA,NA,NA,1.318661,1.074782,NA,0.846619,3137.404541,NA,-29.116837,0.133789,NA,NA,8.029412,NA,NA,NA,NA,236.135986,160.799759,NA,NA,0.424589,NA,NA,NA,NA,NA,1.744779,1.768468,NA,0.144372,0.251544,NA,1.843396,1.244356,NA,7.337168,2063.812988,23.49157,1.546705,1.525033,1.661186,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-05,NA,NA,NA,NA,1.420097,1.085792,NA,0.829342,3154.455322,NA,-29.388954,0.133789,NA,NA,8.351446,NA,NA,NA,NA,244.209885,158.502563,0.811174,NA,0.459971,NA,NA,NA,NA,NA,1.768357,1.750624,NA,0.147981,0.25354,NA,1.942383,1.244356,NA,7.41887,2288.955078,23.690763,1.546705,1.670118,1.661186,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-06,NA,NA,NA,NA,1.420097,1.10093,NA,0.846619,3196.230957,NA,-28.844709,0.133789,NA,NA,8.158225,NA,NA,NA,NA,251.685684,160.225372,NA,3.04e-4,0.467047,NA,NA,NA,NA,NA,1.75421,1.74457,NA,0.147981,0.199638,NA,2.030164,1.244356,NA,7.582264,2255.184082,23.093367,1.031137,1.821796,1.661186,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-07,NA,NA,NA,NA,1.420097,1.076159,NA,0.829342,3205.608643,NA,-28.572598,0.14408,NA,NA,8.28704,NA,NA,NA,NA,263.14859,160.799759,NA,3.04e-4,0.464689,NA,NA,NA,NA,NA,1.768357,1.752536,NA,0.151591,0.199638,NA,2.01709,1.244356,NA,7.619972,2176.384033,23.292433,1.048322,1.894338,1.721961,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-10,NA,NA,NA,NA,1.420097,1.135333,NA,0.829342,3145.929443,NA,-29.388954,0.146139,NA,NA,8.521052,NA,NA,NA,NA,271.621155,168.265427,NA,3.04e-4,0.481201,NA,NA,NA,NA,NA,1.820229,1.788543,NA,0.162419,0.199638,NA,2.041369,1.271407,NA,8.091311,2322.726807,23.889706,1.211585,2.090531,1.863769,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-11,NA,NA,NA,NA,1.420097,1.120196,NA,0.829342,2975.418945,NA,-28.119059,0.14408,NA,NA,8.179693,NA,NA,2.461168,NA,267.63397200000003,169.988297,NA,3.04e-4,0.478842,NA,NA,NA,NA,NA,1.758925,1.74457,NA,0.166028,0.199638,NA,1.955456,1.298459,NA,8.264136,2251.431885,23.49157,1.211585,1.97842,1.867821,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-12,NA,NA,NA,NA,1.420097,1.135333,NA,0.794786,2924.265869,NA,-27.937643,0.14408,NA,NA,8.083086,NA,NA,2.461168,NA,271.621155,172.266251,NA,3.04e-4,0.469406,NA,NA,NA,NA,NA,1.697623,1.747119,NA,0.162419,0.199638,NA,1.867676,1.298459,NA,8.798321,2210.156006,23.49157,1.211585,1.881149,1.886053,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-13,NA,NA,NA,NA,1.521532,1.116067,NA,0.829342,2996.733643,NA,-29.026133,0.14408,NA,NA,7.89845,NA,NA,2.461168,NA,239.225952,178.028259,NA,3.04e-4,0.459971,NA,NA,NA,NA,NA,1.697623,1.696774,NA,0.162419,0.199638,NA,1.693982,1.298459,NA,9.272799,2247.678467,23.292433,1.211585,1.813552,1.948855,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-14,NA,NA,NA,NA,1.622967,1.114691,NA,0.829342,3154.455322,NA,-29.207539,0.14408,NA,NA,7.728847,NA,NA,2.461168,NA,269.129242,172.247131,NA,3.04e-4,0.46233,NA,NA,NA,NA,NA,1.711769,1.720672,NA,0.158809,0.199638,NA,1.643555,1.298459,NA,9.3325,2307.717773,23.093367,1.211585,1.846526,1.98532,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-17,NA,NA,NA,NA,1.622967,1.122948,NA,0.829342,3128.87915,NA,-29.207539,0.14408,0.38361,NA,7.857661,NA,NA,2.461168,NA,270.126099,176.113953,NA,3.04e-4,0.478842,NA,NA,NA,NA,NA,1.697623,1.700917,NA,0.1552,0.199638,NA,1.746277,0.129846,NA,9.901253,2213.908203,22.894293,1.211585,1.858067,2.025836,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-18,NA,NA,NA,NA,1.724402,1.153224,NA,0.812064,3128.87915,NA,-29.661068,0.14408,NA,NA,7.87913,NA,NA,2.461168,NA,289.064789,178.411102,NA,3.04e-4,0.467047,NA,NA,NA,NA,NA,1.697623,1.708882,NA,0.151591,0.199638,NA,1.716394,NA,NA,10.432287,2183.888916,22.894293,1.065508,1.78058,1.965061,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-19,NA,NA,NA,NA,1.622967,1.140838,NA,0.829342,3094.776611,NA,-29.026133,0.14408,NA,NA,7.836192,NA,NA,2.461168,NA,277.601746,178.028259,0.76037,2.89e-4,0.46233,NA,NA,NA,NA,NA,1.683476,1.696774,NA,0.1552,0.197442,NA,1.667834,NA,NA,9.898108,2157.622559,22.695227,1.099879,1.755848,1.956958,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-20,NA,NA,NA,NA,1.521532,1.133957,NA,0.812064,3010.373291,NA,-29.588509,0.14408,0.38361,NA,7.857661,NA,NA,2.461168,NA,271.621155,178.985397,NA,2.66e-4,0.452895,NA,NA,NA,NA,NA,1.626888,1.69295,NA,0.151591,0.197442,NA,1.619275,0.129846,NA,9.740997,2138.860596,22.097988,1.099879,1.863013,1.944803,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-21,NA,NA,NA,NA,1.521532,1.14359,NA,0.829342,2941.31665,NA,-29.933195,0.14408,NA,NA,7.299464,NA,NA,2.461168,NA,271.621155,179.923386,NA,2.66e-4,0.443459,NA,NA,NA,NA,NA,1.579732,1.656943,NA,0.151591,0.197642,NA,1.507215,NA,NA,9.583881,2071.317871,22.297058,1.099879,1.846526,1.904286,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-24,NA,NA,NA,NA,1.521532,1.116067,NA,0.829342,2920.001709,NA,-29.388954,0.14408,0.439553,NA,7.342404,NA,NA,2.461168,NA,266.687164,178.028259,NA,2.66e-4,0.434024,NA,NA,NA,NA,NA,1.589163,1.645153,NA,0.147981,0.197642,NA,1.544568,0.148782,NA,9.590167,2067.56543,22.097988,1.099879,1.830039,1.944803,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-25,NA,NA,NA,NA,1.521532,NA,NA,0.829342,2920.001709,NA,-29.388954,0.14408,NA,NA,7.342404,NA,NA,2.461168,NA,266.687164,178.028259,NA,2.66e-4,0.434024,NA,NA,NA,NA,NA,NA,1.645153,NA,0.147981,0.197642,NA,NA,NA,NA,9.590167,2067.56543,22.097988,1.099879,1.830039,1.944803,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-26,NA,NA,NA,NA,1.420097,1.142214,NA,0.812064,2897.834961,NA,-29.388954,0.14408,NA,NA,7.385342,NA,NA,2.461168,NA,259.111664,172.285431,NA,2.58e-4,0.431665,NA,NA,NA,NA,NA,1.575016,1.664909,NA,0.151591,0.197642,NA,1.531494,NA,NA,9.803845,2138.860596,21.50078,1.099879,1.844877,1.928596,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-27,NA,NA,NA,NA,1.521532,1.117444,NA,0.812064,2813.433838,NA,-29.207539,0.14408,NA,NA,7.449749,NA,NA,2.461168,NA,261.65329,172.285431,NA,2.58e-4,0.426948,NA,NA,NA,NA,NA,1.593928,1.65312,NA,0.151591,0.197642,NA,1.507215,NA,NA,10.055222,2120.097656,22.496161,1.151435,1.797066,1.944803,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-28,NA,NA,NA,NA,1.521532,1.088544,NA,0.794786,2723.915283,NA,-27.937643,0.14408,NA,NA,7.084776,NA,NA,2.461168,NA,260.158264,166.542557,0.684163,2.58e-4,0.415153,NA,NA,NA,NA,NA,1.575016,1.65312,NA,0.147981,0.197642,NA,1.494141,NA,NA,9.747282,1981.260254,22.297058,1.151435,1.747605,1.944803,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-01-31,NA,NA,NA,NA,1.521532,1.087168,NA,0.76023,2608.819824,NA,-26.486343,0.14408,0.431561,NA,6.891553,NA,NA,2.461168,NA,249.193741,166.542557,NA,2.81e-4,0.401,NA,NA,NA,NA,NA,1.603311,1.625398,NA,0.144372,0.197442,NA,1.456787,0.146077,NA,9.55246,2007.526611,22.496161,1.151435,1.731118,1.944803,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-01,NA,NA,NA,NA,1.420097,1.087168,NA,0.76023,2668.499023,NA,-26.504486,0.14408,NA,NA,6.891553,NA,NA,2.461168,NA,245.705048,164.628281,NA,2.81e-4,0.410436,NA,NA,NA,NA,NA,1.650467,1.656943,NA,0.144372,0.197442,NA,1.40636,NA,NA,9.819556,1951.240845,22.496161,1.151435,1.764092,1.904286,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-02,NA,NA,NA,NA,1.420097,1.076159,NA,0.742952,2642.922363,NA,-26.667751,0.14408,0.415577,NA,6.93664,NA,NA,2.461168,NA,249.193741,162.71402,NA,2.81e-4,0.410436,NA,NA,NA,NA,NA,1.685833,1.688808,NA,0.140763,0.197442,NA,1.369006,0.140666,NA,10.023801,1879.944702,22.496161,1.117065,1.764092,1.823253,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-03,NA,NA,NA,NA,1.521532,1.087168,NA,0.742952,2625.018555,NA,-26.958017,0.14408,NA,NA,7.256527,NA,NA,2.461168,NA,255.174301,163.671158,NA,2.81e-4,0.408077,NA,NA,NA,NA,NA,1.782504,1.736604,NA,0.147981,0.197442,NA,1.443714,NA,NA,10.463715,1913.717285,22.297058,1.117065,1.764092,1.823253,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-04,NA,NA,NA,NA,1.521532,1.10093,NA,0.76023,2617.345703,NA,-27.77437,0.14408,NA,NA,7.471219,NA,NA,2.461168,NA,249.193741,166.542557,NA,2.81e-4,0.412794,NA,NA,NA,NA,NA,1.834376,1.780577,NA,0.147981,0.197442,NA,1.479199,NA,NA,10.652248,2026.28833,22.496161,1.117065,1.838282,1.892131,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-07,NA,NA,NA,NA,1.521532,1.08304,NA,0.76023,2698.338379,NA,-27.230141,0.14408,NA,NA,7.342404,NA,NA,2.461168,NA,261.155029,166.542557,NA,2.81e-4,0.438741,NA,NA,NA,NA,NA,1.827302,1.792367,NA,0.140763,0.197442,NA,1.473596,NA,NA,10.683675,2045.050049,22.097988,1.117065,1.821796,1.98532,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-08,NA,NA,NA,NA,1.521532,1.10781,NA,0.794786,2821.95874,NA,-26.68589,0.14408,NA,NA,7.503422,NA,NA,2.461168,NA,269.129242,163.671158,NA,2.81e-4,0.436383,NA,NA,NA,NA,NA,1.886248,1.832197,NA,0.144372,0.197442,NA,1.477332,NA,NA,11.092168,2345.242188,22.695227,1.117065,1.863013,2.100792,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-09,NA,NA,NA,NA,1.521532,1.10781,NA,0.794786,2813.433838,NA,-26.304924,0.14408,NA,NA,7.363874,NA,NA,2.461168,NA,269.129242,163.671158,NA,2.81e-4,0.424589,NA,NA,NA,NA,NA,1.839092,1.792367,NA,0.144372,0.197442,NA,1.441845,NA,NA,11.217857,2649.185059,23.093367,1.117065,1.830039,2.066354,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-10,NA,NA,NA,NA,1.622967,1.092673,NA,0.812064,2890.164063,NA,-27.211988,0.14408,NA,NA,7.385342,NA,NA,2.461168,NA,266.637268,160.416824,NA,2.81e-4,0.42223,NA,NA,NA,NA,NA,1.791935,1.740747,NA,0.144372,0.197442,NA,1.443714,NA,NA,11.406393,3639.814209,23.49157,1.117065,1.813552,1.944803,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-11,NA,NA,NA,NA,1.521532,1.087168,NA,0.794786,2787.00415,NA,-28.62701,0.14408,0.437955,NA,7.041837,NA,NA,2.461168,NA,258.663147,157.545425,0.675696,2.81e-4,0.410436,NA,NA,NA,NA,NA,1.725916,1.684984,NA,0.144372,0.197442,NA,1.404492,0.148241,NA,11.343548,4153.89209,23.49157,1.117065,1.714632,1.843106,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-14,NA,NA,NA,NA,1.521532,1.076159,NA,0.777508,2694.074951,NA,-28.590733,0.14408,0.439553,NA,6.870085,NA,NA,2.461168,NA,251.685684,156.97113,NA,2.81e-4,0.401,NA,NA,NA,NA,NA,1.744779,1.661086,NA,0.144372,0.195645,NA,1.3578,0.148782,NA,11.472382,4352.768066,22.894293,1.117065,1.648684,1.819201,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-15,NA,NA,NA,NA,1.521532,1.027993,NA,0.76023,2686.402588,NA,-29.388954,0.14408,0.447545,NA,6.870085,NA,NA,2.461168,NA,254.177612,155.0186,NA,2.81e-4,0.396283,NA,NA,NA,NA,NA,1.843807,1.69295,NA,0.140763,0.195645,NA,1.344726,0.151487,NA,11.312128,3973.779053,22.894293,1.211585,1.632198,1.863769,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-16,NA,NA,NA,NA,1.521532,1.051388,NA,0.76023,2685.549805,NA,-29.933195,0.14408,0.439553,NA,6.891553,NA,NA,2.461168,NA,259.16153,156.013977,NA,2.81e-4,0.408077,NA,NA,NA,NA,NA,1.914541,1.828373,NA,0.137153,0.195645,NA,1.370874,0.148782,NA,11.095308,3977.529297,22.496161,1.211585,1.673414,1.863769,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-17,NA,NA,NA,NA,1.521532,1.030745,NA,0.777508,2677.024658,NA,-30.840258,0.14408,NA,NA,6.90873,NA,NA,2.461168,NA,258.663147,163.671158,NA,2.81e-4,0.412794,NA,NA,NA,NA,NA,1.853191,1.812441,NA,0.140763,0.195645,NA,1.419434,NA,NA,11.15501,4071.338379,23.690763,1.211585,1.721227,1.823253,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-18,NA,NA,NA,NA,1.420097,1.032122,NA,0.76023,2642.922363,NA,-30.658854,0.14408,NA,NA,6.76274,NA,NA,2.461168,NA,257.417114,164.628281,NA,2.81e-4,0.40336,NA,NA,NA,NA,NA,1.839092,1.772611,NA,0.137153,0.195645,NA,1.395154,NA,NA,10.784227,3940.006104,23.49157,1.211585,1.648684,1.823253,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-21,NA,NA,NA,NA,1.420097,1.076159,NA,0.76023,2685.549805,NA,-31.384497,0.14408,NA,NA,6.97099,NA,NA,2.461168,NA,259.65979,166.542557,NA,2.81e-4,0.40336,NA,NA,NA,NA,NA,1.853238,1.768468,NA,0.137153,0.195645,NA,1.413831,NA,NA,10.935055,4015.053223,24.088839,1.211585,1.673414,1.823253,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-22,NA,NA,NA,NA,1.420097,1.061021,NA,0.76023,2632.69165,NA,-30.114599,0.14408,0.447545,NA,6.870085,NA,NA,2.461168,NA,257.66629,168.073944,0.675696,2.81e-4,0.40336,NA,NA,NA,NA,NA,1.834376,1.760502,NA,0.137153,0.195645,NA,1.417566,0.151487,NA,10.686814,3639.814209,24.486938,1.211585,1.640441,1.782736,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-23,NA,NA,NA,NA,1.420097,1.085792,NA,0.76023,2672.761963,NA,-29.461521,0.14408,NA,NA,6.891553,NA,NA,2.461168,NA,257.66629,166.523407,NA,2.81e-4,0.398641,NA,NA,NA,NA,NA,1.896245,1.772611,NA,0.137153,0.195645,NA,1.369006,NA,NA,11.117309,3744.881592,24.486938,1.211585,1.632198,1.823253,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-24,NA,NA,NA,NA,1.420097,1.032122,NA,0.742952,2618.198242,NA,-29.298252,0.14408,NA,NA,6.758446,NA,NA,2.461168,NA,251.685684,164.628281,NA,2.81e-4,0.401,NA,NA,NA,NA,NA,1.985323,1.820407,NA,0.137153,0.195645,NA,1.376477,NA,NA,11.15501,3714.862793,23.690763,1.211585,1.647036,1.802994,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-25,NA,NA,NA,NA,1.420097,1.039003,NA,0.725674,2600.294678,NA,-29.24382,0.14408,0.439553,NA,6.653249,NA,NA,2.461168,NA,250.688919,164.628281,NA,2.81e-4,0.393924,NA,NA,NA,NA,NA,2.032432,1.868204,NA,0.140763,0.195645,NA,1.344726,0.148782,NA,11.12359,3658.575928,23.889706,1.211585,1.56625,1.782736,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-28,NA,NA,NA,NA,1.318661,1.052764,NA,0.725674,2566.191406,NA,-29.171261,0.14408,NA,NA,6.54805,NA,NA,2.461168,NA,244.209885,159.842575,NA,2.81e-4,0.391565,NA,NA,NA,NA,NA,2.032432,1.832197,NA,0.140763,0.195645,NA,1.369006,NA,NA,10.872211,3564.768066,23.49157,1.211585,1.558007,1.742219,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-02-29,NA,NA,NA,NA,1.318661,1.025241,NA,0.691118,2488.609619,NA,-29.207539,0.14408,0.463528,NA,6.56952,NA,NA,2.461168,NA,244.807922,160.799759,0.641827,2.81e-4,0.38213,NA,NA,NA,NA,NA,2.023,1.840163,NA,0.140763,0.195645,NA,1.369006,0.156897,NA,10.935055,3564.768066,22.695227,1.211585,1.56625,1.653083,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-01,NA,NA,NA,NA,1.420097,1.011479,NA,0.708396,2472.410889,NA,-29.207539,0.127614,NA,NA,6.676864,NA,NA,2.461168,NA,243.213074,156.97113,0.675696,2.81e-4,0.38213,NA,NA,NA,NA,NA,2.039552,1.872027,NA,0.144372,0.195645,NA,1.398889,NA,NA,11.12359,3564.768066,22.894293,1.211585,1.548114,1.661186,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-02,NA,NA,NA,NA,1.420097,1.011479,NA,0.691118,2382.893311,NA,-28.844709,0.127614,NA,NA,6.462174,NA,NA,2.461168,NA,242.963898,156.97113,NA,2.81e-4,0.386847,NA,NA,NA,NA,NA,2.037147,1.860237,NA,0.151591,0.195645,NA,1.402624,NA,NA,11.453528,3373.39502,22.297058,1.211585,1.459085,1.619858,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-03,NA,NA,NA,NA,1.420097,1.018359,NA,0.708396,2506.513672,NA,-29.026133,0.127614,0.455537,NA,6.741271,NA,NA,2.461168,NA,241.717941,156.013977,NA,2.81e-4,0.389206,NA,NA,NA,NA,NA,2.074873,1.923966,NA,0.144372,0.195645,NA,1.494141,0.154192,NA,11.783463,3564.768066,22.695227,1.13425,1.516789,1.600006,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-06,NA,NA,NA,NA,1.420097,NA,NA,0.708396,2506.513672,NA,-29.026133,0.127614,NA,NA,6.741271,NA,NA,2.461168,NA,241.717941,156.013977,NA,2.81e-4,0.389206,NA,NA,NA,NA,NA,NA,1.923966,NA,0.144372,0.195645,NA,NA,NA,NA,11.783463,3564.768066,22.695227,1.13425,1.516789,1.600006,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-07,NA,NA,NA,NA,1.420097,NA,NA,0.708396,2506.513672,NA,-29.026133,0.127614,NA,NA,6.741271,NA,NA,2.461168,NA,241.717941,156.013977,NA,2.81e-4,0.389206,NA,NA,NA,NA,NA,NA,1.923966,NA,0.144372,0.195645,NA,NA,NA,NA,11.783463,3564.768066,22.695227,1.13425,1.516789,1.600006,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-08,NA,NA,NA,NA,1.420097,1.059645,NA,0.708396,2497.987793,NA,-29.026133,0.127614,0.447545,NA,6.526581,NA,NA,2.461168,NA,241.717941,154.080582,NA,2.81e-4,0.379771,NA,NA,NA,NA,NA,2.089019,1.969533,NA,0.144372,0.195645,NA,1.40636,0.151487,NA,11.15501,3564.768066,22.097988,1.202993,1.516789,1.608919,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-09,NA,NA,NA,NA,1.420097,1.018359,NA,0.725674,2540.615723,NA,-29.298252,0.127614,NA,NA,6.97743,NA,NA,2.461168,NA,241.46875,154.099701,NA,2.81e-4,0.38213,NA,NA,NA,NA,NA,2.155037,2.038997,NA,0.144372,0.195645,NA,1.383948,NA,NA,10.997899,3703.604736,22.097988,1.202993,1.579439,1.576101,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-10,NA,NA,NA,NA,1.420097,1.051388,NA,0.708396,2606.262207,NA,-29.388954,0.127614,0.447545,NA,7.127713,NA,NA,2.461168,NA,241.717941,153.123444,NA,2.81e-4,0.377412,NA,NA,NA,NA,NA,2.159754,1.979729,NA,0.140763,0.195645,NA,1.367139,0.151487,NA,10.762232,3632.310059,21.699785,1.202993,1.525033,1.539636,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-13,NA,NA,NA,NA,1.420097,NA,NA,0.708396,2606.262207,NA,-29.388954,0.127614,NA,NA,7.020368,NA,NA,2.461168,NA,241.717941,145.485474,NA,2.81e-4,0.377412,NA,NA,NA,NA,NA,2.074873,1.979729,NA,0.140763,0.195645,NA,1.369006,NA,NA,10.762232,3632.310059,21.699785,1.202993,1.467329,1.539636,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-14,NA,NA,NA,NA,1.521532,0.968818,NA,0.708396,2523.564453,NA,-28.844709,0.127614,NA,NA,6.676864,NA,NA,2.461168,NA,234.142471,147.399765,NA,2.81e-4,0.3609,NA,NA,NA,NA,NA,2.065441,1.852272,NA,0.140763,0.195645,NA,1.369006,NA,NA,10.369446,3339.623535,21.898949000000002,1.202993,1.450842,1.458602,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-15,NA,NA,NA,NA,1.420097,0.956432,NA,0.708396,2584.095703,NA,-29.026133,0.127614,NA,NA,6.655395,NA,NA,2.461168,NA,228.261368,149.696808,NA,2.81e-4,0.353824,NA,NA,NA,NA,NA,2.065441,1.87617,NA,0.137153,0.195645,NA,1.35033,NA,NA,10.118067,3283.337646,21.699785,1.202993,1.459085,1.458602,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-16,NA,NA,NA,NA,1.420097,0.963313,NA,0.742952,2652.300293,NA,-29.026133,0.127614,NA,NA,6.97743,NA,NA,2.461168,NA,234.242081,151.228302,NA,2.81e-4,0.372694,NA,NA,NA,NA,NA,2.041863,1.88796,NA,0.144372,0.195645,NA,1.369006,NA,NA,10.180909,3392.157227,21.898949000000002,1.202993,1.483816,1.482912,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-17,NA,NA,NA,NA,1.420097,0.93579,NA,0.742952,2685.549805,NA,-29.026133,0.127614,NA,NA,6.870085,NA,NA,2.461168,NA,226.766296,150.27124,NA,2.81e-4,0.367977,NA,NA,NA,NA,NA,2.013569,1.868204,NA,0.144372,0.195645,NA,1.369006,NA,NA,9.904394,3639.814209,21.898949000000002,1.202993,1.417868,1.470352,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-20,NA,NA,NA,NA,1.420097,0.893129,NA,0.742952,2634.396484,NA,-27.592962,0.127614,NA,NA,6.741271,NA,NA,2.461168,NA,226.766296,150.481705,NA,2.81e-4,0.370335,NA,NA,NA,NA,NA,1.985275,1.812441,NA,0.144372,0.195645,NA,1.3578,NA,NA,10.055222,3602.290283,22.097988,1.202993,1.450842,1.377568,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-21,NA,NA,NA,NA,1.420097,0.887625,NA,0.742952,2705.15918,NA,-28.663307,0.127614,0.410782,NA,6.633926,NA,NA,2.461168,NA,224.274277,153.142563,NA,2.81e-4,0.372694,NA,NA,NA,NA,NA,1.999423,1.84813,NA,0.144372,0.195645,NA,1.344726,0.139043,NA,10.523418,3921.244141,22.695227,1.202993,1.516789,1.420517,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-22,NA,NA,NA,NA,1.420097,0.894505,NA,0.76023,2642.922363,NA,-29.026133,0.127614,0.445946,NA,6.794944,NA,NA,2.461168,NA,227.264664,162.71402,0.641827,2.81e-4,0.384489,NA,NA,NA,NA,NA,2.013664,1.852591,NA,0.140763,0.195645,NA,1.380212,0.150946,NA,10.42915,4007.549561,22.695227,1.202993,1.599223,1.446447,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-23,NA,NA,NA,NA,1.521532,0.887625,NA,0.76023,2578.128418,NA,-27.756229,0.127614,NA,NA,6.831441,NA,NA,2.461168,NA,234.192291,163.671158,NA,2.81e-4,0.38213,NA,NA,NA,NA,NA,2.027716,1.852272,NA,0.140763,0.195645,NA,1.361536,NA,NA,10.400871,4015.053223,24.486938,1.202993,1.543169,1.47886,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
2000-03-24,NA,NA,NA,NA,1.420097,0.90001,NA,0.777508,2621.608154,NA,-28.844709,0.127614,NA,NA,6.870085,NA,NA,2.461168,NA,235.238815,163.479675,NA,2.81e-4,0.408077,NA,NA,NA,NA,NA,2.018285,1.852272,NA,0.144372,0.195645,NA,1.419434,NA,NA,10.432287,3827.43457,25.880484,1.202993,1.541519,1.559894,NA,2023-03-01,MATRIZ_PRECO_CT_B3_IDIV
