date,abcb4.sa,b3sa3.sa,bpan4.sa,brsr6.sa,bbse3.sa,bbdc3.sa,bbdc4.sa,bbas3.sa,ciel3.sa,itsa4.sa,itub3.sa,itub4.sa,pssa3.sa,sanb11.sa,sula11.sa,wizs3.sa,DATE_UPDATE,CARTEIRA_TEORICA
2000-01-03,NA,NA,NA,NA,NA,1.192725,NA,1.382339,NA,0.534622,1.278108,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-04,NA,NA,NA,NA,NA,1.105981,NA,1.316593,NA,0.483578,1.2324600000000001,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-05,NA,NA,NA,NA,NA,1.143571,NA,1.33008,NA,0.523876,1.223332,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-06,NA,NA,NA,NA,NA,1.160919,NA,1.348623,NA,0.531935,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-07,NA,NA,NA,NA,NA,1.181159,NA,1.318279,NA,0.529249,1.278108,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-10,NA,NA,NA,NA,NA,1.186941,NA,1.390768,NA,0.548055,1.296367,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-11,NA,NA,NA,NA,NA,1.117547,NA,1.372224,NA,0.545368,1.296367,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-12,NA,NA,NA,NA,NA,1.171039,NA,1.390768,NA,0.534622,1.278108,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-13,NA,NA,NA,NA,NA,1.236097,NA,1.367166,NA,0.523876,1.278108,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-14,NA,NA,NA,NA,NA,1.366212,NA,1.365481,NA,0.526562,1.278108,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-17,NA,NA,NA,NA,NA,1.34308,NA,1.375595,NA,0.545368,1.296367,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-18,NA,NA,NA,NA,NA,1.354646,NA,1.412682,NA,0.531935,1.259849,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-19,NA,NA,NA,NA,NA,1.31272,NA,1.397511,NA,0.526562,1.268978,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-20,NA,NA,NA,NA,NA,1.273686,NA,1.389082,NA,0.515816,1.268978,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-21,NA,NA,NA,NA,NA,1.230314,NA,1.400882,NA,0.50507,1.2324600000000001,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-24,NA,NA,NA,NA,NA,1.212965,NA,1.367166,NA,0.494324,1.214202,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-25,NA,NA,NA,NA,NA,1.212965,NA,NA,NA,0.494324,1.214202,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-26,NA,NA,NA,NA,NA,1.182604,NA,1.399196,NA,0.491637,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-27,NA,NA,NA,NA,NA,1.204291,NA,1.368852,NA,0.486264,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-28,NA,NA,NA,NA,NA,1.225977,NA,1.333451,NA,0.472832,1.159427,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-01-31,NA,NA,NA,NA,NA,1.214411,NA,1.331765,NA,0.456712,1.159427,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-01,NA,NA,NA,NA,NA,1.194171,NA,1.331765,NA,0.467458,1.113779,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-02,NA,NA,NA,NA,NA,1.204291,NA,1.318279,NA,0.467458,1.113779,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-03,NA,NA,NA,NA,NA,1.263566,NA,1.331765,NA,0.464772,1.113779,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-04,NA,NA,NA,NA,NA,1.247663,NA,1.348623,NA,0.470145,1.168556,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-07,NA,NA,NA,NA,NA,1.214411,NA,1.326707,NA,0.499697,1.095521,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-08,NA,NA,NA,NA,NA,1.225977,NA,1.357052,NA,0.49701,1.141167,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-09,NA,NA,NA,NA,NA,1.225977,NA,1.357052,NA,0.483578,1.122908,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-10,NA,NA,NA,NA,NA,1.256338,NA,1.338509,NA,0.480891,1.095521,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-11,NA,NA,NA,NA,NA,1.214411,NA,1.331765,NA,0.467458,1.095521,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-14,NA,NA,NA,NA,NA,1.202845,NA,1.318279,NA,0.456712,1.068133,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-15,NA,NA,NA,NA,NA,1.149354,NA,1.259277,NA,0.451339,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-16,NA,NA,NA,NA,NA,1.171039,NA,1.287935,NA,0.464772,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-17,NA,NA,NA,NA,NA,1.145016,NA,1.262648,NA,0.470145,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-18,NA,NA,NA,NA,NA,1.117547,NA,1.264334,NA,0.459399,1.113779,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-21,NA,NA,NA,NA,NA,1.117547,NA,1.318279,NA,0.459399,1.113779,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-22,NA,NA,NA,NA,NA,1.107428,NA,1.299735,NA,0.459399,1.10465,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-23,NA,NA,NA,NA,NA,1.111764,NA,1.33008,NA,0.454026,1.10465,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-24,NA,NA,NA,NA,NA,1.095861,NA,1.264334,NA,0.456712,1.113779,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-25,NA,NA,NA,NA,NA,1.095861,NA,1.272763,NA,0.448653,1.122908,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-28,NA,NA,NA,NA,NA,1.105981,NA,1.289621,NA,0.445966,1.122908,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-02-29,NA,NA,NA,NA,NA,1.078513,NA,1.255905,NA,0.43522,1.113779,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-01,NA,NA,NA,NA,NA,1.107428,NA,1.239048,NA,0.43522,1.141167,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-02,NA,NA,NA,NA,NA,1.116101,NA,1.239048,NA,0.440593,1.141167,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-03,NA,NA,NA,NA,NA,1.117547,NA,1.247476,NA,0.443279,1.195944,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-06,NA,NA,NA,NA,NA,1.117547,NA,NA,NA,0.443279,1.195944,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-07,NA,NA,NA,NA,NA,1.117547,NA,NA,NA,0.443279,1.195944,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-08,NA,NA,NA,NA,NA,1.095861,NA,1.298049,NA,0.432534,1.195944,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-09,NA,NA,NA,NA,NA,1.100199,NA,1.247476,NA,0.43522,1.195944,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-10,NA,NA,NA,NA,NA,1.100199,NA,1.287935,NA,0.429847,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-13,NA,NA,NA,NA,NA,1.100199,NA,NA,NA,0.429847,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-14,NA,NA,NA,NA,NA,1.149354,NA,1.186788,NA,0.411041,1.159427,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-15,NA,NA,NA,NA,NA,1.149354,NA,1.171616,NA,0.402981,1.159427,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-16,NA,NA,NA,NA,NA,1.139234,NA,1.180045,NA,0.424474,1.159427,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-17,NA,NA,NA,NA,NA,1.095861,NA,1.14633,NA,0.419101,1.141167,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-20,NA,NA,NA,NA,NA,1.084295,NA,1.09407,NA,0.421787,1.132038,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-21,NA,NA,NA,NA,NA,1.095861,NA,1.087327,NA,0.424474,1.132038,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-22,NA,NA,NA,NA,NA,1.137788,NA,1.095756,NA,0.437907,1.132038,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-23,NA,NA,NA,NA,NA,1.11321,NA,1.087327,NA,0.43522,1.132038,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-24,NA,NA,NA,NA,NA,1.175376,NA,1.1025,NA,0.464772,1.132038,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-27,NA,NA,NA,NA,NA,1.171039,NA,1.078898,NA,0.467458,1.141167,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-28,NA,NA,NA,NA,NA,1.192725,NA,1.048554,NA,0.459399,1.141167,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-29,NA,NA,NA,NA,NA,1.181159,NA,1.06204,NA,0.451339,1.141167,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-30,NA,NA,NA,NA,NA,1.153691,NA,1.055297,NA,0.451339,1.177685,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-03-31,NA,NA,NA,NA,NA,1.189834,NA,1.060355,NA,0.456712,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-03,NA,NA,NA,NA,NA,1.160919,NA,1.023268,NA,0.464772,1.241589,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-04,NA,NA,NA,NA,NA,1.121884,NA,1.031697,NA,0.462085,1.241589,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-05,NA,NA,NA,NA,NA,1.105981,NA,1.011468,NA,0.454026,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-06,NA,NA,NA,NA,NA,1.117547,NA,0.99461,NA,0.456712,1.205073,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-07,NA,NA,NA,NA,NA,1.143571,NA,0.992923,NA,0.456712,1.241589,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-10,NA,NA,NA,NA,NA,1.090078,NA,0.960894,NA,0.437907,1.223332,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-11,NA,NA,NA,NA,NA,1.105981,NA,0.95415,NA,0.432534,1.205073,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-12,NA,NA,NA,NA,NA,1.084295,NA,0.97438,NA,0.43522,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-13,NA,NA,NA,NA,NA,1.06261,NA,0.959207,NA,0.424474,1.177685,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-14,NA,NA,NA,NA,NA,0.965745,NA,0.927178,NA,0.389548,1.095521,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-17,NA,NA,NA,NA,NA,0.987432,NA,0.952465,NA,0.373429,1.095521,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-18,NA,NA,NA,NA,NA,1.040923,NA,0.977752,NA,0.400295,1.086392,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-19,NA,NA,NA,NA,NA,1.019238,NA,0.932236,NA,0.381489,1.086392,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-20,NA,NA,NA,NA,NA,1.040923,NA,0.944036,NA,0.386862,1.086392,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-21,NA,NA,NA,NA,NA,1.040923,NA,NA,NA,0.386862,1.086392,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-24,NA,NA,NA,NA,NA,1.030804,NA,0.944036,NA,0.384176,1.049874,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-25,NA,NA,NA,NA,NA,1.019238,NA,0.947407,NA,0.389548,1.059003,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-26,NA,NA,NA,NA,NA,1.030804,NA,0.960894,NA,0.384176,1.049874,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-27,NA,NA,NA,NA,NA,1.056827,NA,0.960894,NA,0.392235,1.049874,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-04-28,NA,NA,NA,NA,NA,1.105981,NA,1.011468,NA,0.416414,1.049874,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-01,NA,NA,NA,NA,NA,1.105981,NA,NA,NA,0.416414,1.049874,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-02,NA,NA,NA,NA,NA,1.078513,NA,1.043497,NA,0.394922,1.095521,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-03,NA,NA,NA,NA,NA,1.056827,NA,1.036754,NA,0.389548,1.113779,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-04,NA,NA,NA,NA,NA,1.040923,NA,1.019896,NA,0.381489,1.113779,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-05,NA,NA,NA,NA,NA,1.074176,NA,1.001352,NA,0.392235,1.150297,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-08,NA,NA,NA,NA,NA,1.068393,NA,0.987867,NA,0.386862,1.150297,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-09,NA,NA,NA,NA,NA,1.040923,NA,0.986181,NA,0.381489,1.132038,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-10,NA,NA,NA,NA,NA,1.017792,NA,0.967637,NA,0.376116,1.122908,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-11,NA,NA,NA,NA,NA,1.013455,NA,0.977752,NA,0.381489,1.122908,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-12,NA,NA,NA,NA,NA,0.978757,NA,0.986181,NA,0.381489,1.122908,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-15,NA,NA,NA,NA,NA,1.009118,NA,1.004724,NA,0.402981,1.122908,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-16,NA,NA,NA,NA,NA,1.02502,NA,1.004724,NA,0.416414,1.150297,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-17,NA,NA,NA,NA,NA,0.996106,NA,1.019896,NA,0.408354,1.141167,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-18,NA,NA,NA,NA,NA,0.977311,NA,0.989552,NA,0.405668,1.141167,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-19,NA,NA,NA,NA,NA,0.987432,NA,1.009781,NA,0.400295,1.122908,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-22,NA,NA,NA,NA,NA,0.97442,NA,0.987867,NA,0.384176,1.10465,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-23,NA,NA,NA,NA,NA,0.944059,NA,0.945722,NA,0.381489,1.086392,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-24,NA,NA,NA,NA,NA,0.95418,NA,0.976065,NA,0.389548,1.077262,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-25,NA,NA,NA,NA,NA,0.981649,NA,0.944036,NA,0.389548,1.086392,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-26,NA,NA,NA,NA,NA,1.039479,NA,0.981124,NA,0.392235,1.086392,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-29,NA,NA,NA,NA,NA,1.017792,NA,0.97438,NA,0.397608,1.086392,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-30,NA,NA,NA,NA,NA,1.02502,NA,0.991238,NA,0.405668,1.086392,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-05-31,NA,NA,NA,NA,NA,1.046707,NA,0.944036,NA,0.400295,1.10465,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-01,NA,NA,NA,NA,NA,1.094415,NA,0.965952,NA,0.402981,1.10465,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-02,NA,NA,NA,NA,NA,1.13345,NA,0.99461,NA,0.419101,1.10465,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-05,NA,NA,NA,NA,NA,1.134896,NA,0.969322,NA,0.421787,1.10465,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-06,NA,NA,NA,NA,NA,1.134896,NA,NA,NA,0.421787,1.10465,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-07,NA,NA,NA,NA,NA,1.139234,NA,1.001352,NA,0.42716,1.150297,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-08,NA,NA,NA,NA,NA,1.153691,NA,0.986181,NA,0.432534,1.150297,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-09,NA,NA,NA,NA,NA,1.165256,NA,0.991238,NA,0.432534,1.150297,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-12,NA,NA,NA,NA,NA,1.160919,NA,0.977752,NA,0.42716,1.168556,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-13,NA,NA,NA,NA,NA,1.182604,NA,0.992923,NA,0.429847,1.168556,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-14,NA,NA,NA,NA,NA,1.176822,NA,0.964265,NA,0.437907,1.168556,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-15,NA,NA,NA,NA,NA,1.165256,NA,1.009781,NA,0.443279,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-16,NA,NA,NA,NA,NA,1.160919,NA,1.014838,NA,0.445966,1.186814,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-19,NA,NA,NA,NA,NA,1.19128,NA,1.045182,NA,0.451339,1.241589,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-20,NA,NA,NA,NA,NA,1.192725,NA,1.07047,NA,0.448653,1.241589,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-21,NA,NA,NA,NA,NA,1.230314,NA,1.14633,NA,0.467458,1.268978,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-22,NA,NA,NA,NA,NA,1.230314,NA,NA,NA,0.467458,1.268978,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-23,NA,NA,NA,NA,NA,1.236097,NA,1.129472,NA,0.451339,1.278108,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-26,NA,NA,NA,NA,NA,1.230314,NA,1.087327,NA,0.448653,1.241589,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-27,NA,NA,NA,NA,NA,1.215857,NA,1.104185,NA,0.445966,1.259849,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-28,NA,NA,NA,NA,NA,1.236097,NA,1.085642,NA,0.464772,1.278108,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-29,NA,NA,NA,NA,NA,1.230314,NA,1.090699,NA,0.459399,1.296367,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-06-30,NA,NA,NA,NA,NA,1.257783,NA,1.087327,NA,0.464772,1.268978,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-03,NA,NA,NA,NA,NA,1.289589,NA,1.095756,NA,0.475518,1.278108,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-04,NA,NA,NA,NA,NA,1.332961,NA,1.078898,NA,0.488951,1.305496,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-05,NA,NA,NA,NA,NA,1.301154,NA,1.09407,NA,0.486264,1.268978,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-06,NA,NA,NA,NA,NA,1.27947,NA,1.129472,NA,0.50507,1.278108,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-07,NA,NA,NA,NA,NA,1.317058,NA,1.129472,NA,0.50507,1.342012,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-10,NA,NA,NA,NA,NA,1.322841,NA,1.137901,NA,0.499697,1.332883,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-11,NA,NA,NA,NA,NA,1.257783,NA,1.1025,NA,0.486264,1.314625,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-12,NA,NA,NA,NA,NA,1.247663,NA,1.092385,NA,0.49701,1.314625,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-13,NA,NA,NA,NA,NA,1.192725,NA,1.063726,NA,0.478205,1.305496,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-14,NA,NA,NA,NA,NA,1.247663,NA,1.073841,NA,0.483578,1.305496,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-17,NA,NA,NA,NA,NA,1.269349,NA,1.09407,NA,0.491637,1.305496,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-18,NA,NA,NA,NA,NA,1.257783,NA,1.028325,NA,0.491637,1.323754,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-19,NA,NA,NA,NA,NA,1.192725,NA,1.041812,NA,0.483578,1.323754,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-20,NA,NA,NA,NA,NA,1.204291,NA,1.078898,NA,0.494324,1.323754,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-21,NA,NA,NA,NA,NA,1.225977,NA,1.078898,NA,0.486264,1.305496,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-24,NA,NA,NA,NA,NA,1.247663,NA,1.075527,NA,0.491637,1.296367,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-25,NA,NA,NA,NA,NA,1.236097,NA,1.046869,NA,0.494324,1.296367,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
2000-07-26,NA,NA,NA,NA,NA,1.27947,NA,1.07047,NA,0.49701,1.332883,NA,NA,NA,NA,NA,2022-11-11,MATRIZ_PRECO_CT_B3_IFNC
