date,also3.sa,alpa4.sa,abev3.sa,arzz3.sa,b3sa3.sa,bpan4.sa,bbse3.sa,bbdc3.sa,bbdc4.sa,brap4.sa,bbas3.sa,brkm5.sa,brfs3.sa,ccro3.sa,cmig4.sa,ciel3.sa,cogn3.sa,cple6.sa,csan3.sa,cpfe3.sa,cvcb3.sa,cyre3.sa,dxco3.sa,ecor3.sa,elet3.sa,elet6.sa,embr3.sa,enbr3.sa,engi11.sa,enev3.sa,egie3.sa,eqtl3.sa,eztc3.sa,flry3.sa,ggbr4.sa,goau4.sa,goll4.sa,hype3.sa,itsa4.sa,itub4.sa,jbss3.sa,klbn11.sa,rent3.sa,lren3.sa,mglu3.sa,mrfg3.sa,beef3.sa,mrve3.sa,mult3.sa,pcar3.sa,petr3.sa,petr4.sa,prio3.sa,qual3.sa,radl3.sa,rail3.sa,sbsp3.sa,sanb11.sa,smto3.sa,csna3.sa,slce3.sa,suzb3.sa,taee11.sa,vivt3.sa,tims3.sa,tots3.sa,ugpa3.sa,usim5.sa,vale3.sa,viia3.sa,wege3.sa,yduq3.sa,DATE_UPDATE,CARTEIRA_TEORICA
2000-01-03,NA,NA,NA,NA,NA,NA,NA,1.142619,NA,1.420096,1.150941,1289.291016,769.231995,NA,3302.799805,NA,NA,-30.296019,NA,0.113206,NA,NA,NA,NA,8.437323,NA,6.064205,NA,NA,NA,NA,NA,NA,NA,241.717896,166.542557,NA,NA,0.470752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.848523,1.872028,NA,NA,NA,NA,4.862044,NA,NA,1.817248,NA,NA,NA,7.553815,NA,NA,NA,1.582737,1.701703,0.996682,0.12384,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-04,NA,NA,NA,NA,NA,NA,NA,1.05952,NA,1.318661,1.096201,1257.420898,764.27417,NA,3137.404541,NA,NA,-29.116833,NA,0.133789,NA,NA,NA,NA,8.029412,NA,5.337688,NA,NA,NA,NA,NA,NA,NA,236.136017,160.799713,NA,NA,0.425806,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.744779,1.768469,NA,NA,NA,NA,4.573783,NA,NA,1.843396,NA,NA,NA,7.349232,NA,NA,NA,1.525033,1.661186,0.996682,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-05,NA,NA,0.305528,NA,NA,NA,NA,1.095529,NA,1.420096,1.10743,1263.215332,764.27417,NA,3154.455078,NA,NA,-29.388947,NA,0.133789,NA,NA,NA,NA,8.351448,NA,5.537849,NA,NA,NA,NA,NA,NA,NA,244.209793,158.50264,NA,NA,0.46129,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.768357,1.750625,NA,NA,NA,NA,4.446505,NA,NA,1.942383,NA,NA,NA,7.431065,NA,NA,NA,1.670117,1.661186,0.996682,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-06,NA,NA,0.29004,NA,NA,NA,NA,1.112149,NA,1.420096,1.122869,1326.955688,744.420349,NA,3196.230713,NA,NA,-28.844711,NA,0.133789,NA,NA,NA,NA,8.158227,NA,5.359927,NA,NA,NA,NA,NA,NA,NA,251.685684,160.225464,NA,NA,0.468386,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.75421,1.74457,NA,NA,0.004817,NA,4.42421,NA,NA,2.030163,NA,NA,NA,7.594731,NA,NA,NA,1.821796,1.661186,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-07,NA,NA,0.29004,NA,NA,NA,NA,1.131539,NA,1.420096,1.097605,1361.7229,744.420349,NA,3205.609375,NA,NA,-28.572599,NA,0.14408,NA,NA,NA,NA,8.287041,NA,5.523024,NA,NA,NA,NA,NA,NA,NA,263.148682,160.799713,NA,NA,0.466021,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.768357,1.752536,NA,NA,0.004817,NA,4.486425,NA,NA,2.01709,NA,NA,NA,7.632502,NA,NA,NA,1.894338,1.721961,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-10,NA,NA,0.29004,NA,NA,NA,NA,1.137079,NA,1.420096,1.157959,1390.695801,818.862549,NA,3145.930664,NA,NA,-29.388947,NA,0.146139,NA,NA,NA,NA,8.521054,NA,5.574918,NA,NA,NA,NA,NA,NA,NA,271.621185,168.265396,NA,NA,0.482581,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.820229,1.788543,NA,NA,0.004817,NA,4.769758,NA,NA,2.041369,NA,NA,NA,8.104612,NA,NA,NA,2.090531,1.863769,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-11,NA,NA,0.29004,NA,NA,NA,NA,1.070599,NA,1.420096,1.14252,1390.695801,818.862549,NA,2975.418945,NA,NA,-28.119066,NA,0.14408,NA,NA,NA,NA,8.179695,NA,5.270966,2.461169,NA,NA,NA,NA,NA,NA,267.634125,169.988266,NA,NA,0.480215,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.758925,1.74457,NA,NA,0.004817,NA,4.746687,NA,NA,1.955457,NA,NA,NA,8.277717,NA,NA,NA,1.97842,1.867821,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-12,NA,NA,0.282306,NA,NA,NA,NA,1.121844,NA,1.420096,1.157959,1332.75,818.862549,NA,2924.265869,NA,NA,-27.937643,NA,0.14408,NA,NA,NA,NA,8.083086,NA,5.30062,2.461169,NA,NA,NA,NA,NA,NA,271.621185,172.266281,NA,NA,0.470752,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.697623,1.747119,NA,NA,0.004817,NA,4.642996,NA,NA,1.867676,NA,NA,NA,8.812783,NA,NA,NA,1.881149,1.886054,0.996682,0.110804,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-13,NA,NA,0.28424,NA,NA,NA,NA,1.184168,NA,1.521532,1.138308,1234.242432,818.862549,NA,2996.73291,NA,NA,-29.026121,NA,0.14408,NA,NA,NA,NA,7.898451,NA,5.337688,2.461169,NA,NA,NA,NA,NA,NA,239.225937,178.028198,NA,NA,0.46129,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.697623,1.696774,NA,NA,0.004817,NA,4.60852,NA,NA,1.693982,NA,NA,NA,9.28804,NA,NA,NA,1.813552,1.948855,0.996682,0.112977,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-14,NA,NA,0.29004,NA,NA,NA,NA,1.308817,NA,1.622967,1.136905,1205.269531,818.862549,NA,3154.455078,NA,NA,-29.207539,NA,0.14408,NA,NA,NA,NA,7.728845,NA,5.293206,2.461169,NA,NA,NA,NA,NA,NA,269.129181,172.247116,NA,NA,0.463655,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.71177,1.720672,NA,NA,0.004817,NA,4.700545,NA,NA,1.643555,NA,NA,NA,9.347845,NA,NA,NA,1.846526,1.98532,0.996682,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-17,NA,NA,0.309394,NA,NA,NA,NA,1.286659,NA,1.622967,1.145327,1187.885986,818.862549,NA,3128.87793,NA,NA,-29.207539,NA,0.14408,NA,0.38361,NA,NA,7.85766,NA,5.411823,2.461169,NA,NA,NA,NA,NA,NA,270.125977,176.113983,NA,NA,0.480215,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.697623,1.700916,NA,NA,0.004817,NA,4.769758,NA,NA,1.746277,NA,NA,NA,9.917531,NA,NA,NA,1.858067,2.025836,0.996682,0.115149,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-18,NA,NA,0.309394,NA,NA,NA,NA,1.297738,NA,1.724403,1.176205,1216.859009,818.862549,NA,3128.87793,NA,NA,-29.661074,NA,0.14408,NA,NA,NA,NA,7.879128,NA,5.560092,2.461169,NA,NA,NA,NA,NA,NA,289.064606,178.411133,NA,NA,0.468386,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.697623,1.708882,NA,NA,0.004817,NA,4.723618,NA,NA,1.716394,NA,NA,NA,10.44944,NA,NA,NA,1.78058,1.965061,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-19,NA,NA,0.309394,NA,NA,NA,NA,1.257573,NA,1.622967,1.163573,1159.086914,806.452881,NA,3094.776367,NA,NA,-29.026121,NA,0.14408,NA,NA,NA,NA,7.83619,NA,5.374754,2.461169,NA,NA,NA,NA,NA,NA,277.601715,178.028198,NA,NA,0.463655,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.683476,1.696774,NA,NA,0.004817,NA,4.654662,NA,NA,1.667835,NA,NA,NA,9.914382,NA,NA,NA,1.755849,1.956959,0.996682,0.116236,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-20,NA,NA,0.309394,NA,NA,NA,NA,1.220179,NA,1.521532,1.156555,1216.859009,806.452881,NA,3010.374023,NA,NA,-29.588509,NA,0.14408,NA,0.38361,NA,NA,7.85766,NA,5.44889,2.461169,NA,NA,NA,NA,NA,NA,271.621185,178.985336,NA,NA,0.454193,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.626888,1.69295,NA,NA,0.004817,NA,4.700545,NA,NA,1.619275,NA,NA,NA,9.757007,NA,NA,NA,1.863013,1.944803,0.996682,0.117322,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-21,NA,NA,0.309394,NA,NA,NA,NA,1.178628,NA,1.521532,1.166381,1188.001953,806.452881,NA,2941.316895,NA,NA,-29.933191,NA,0.14408,NA,NA,NA,NA,7.299465,NA,5.560092,2.461169,NA,NA,NA,NA,NA,NA,271.621185,179.923416,NA,NA,0.444731,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.579732,1.656944,NA,NA,0.004817,NA,4.723618,NA,NA,1.507214,NA,NA,NA,9.599636,NA,NA,NA,1.846526,1.904286,0.996682,0.114063,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-24,NA,NA,0.309394,NA,NA,NA,NA,1.162009,NA,1.521532,1.138308,1193.68042,806.452881,NA,2920.002686,NA,NA,-29.388947,NA,0.14408,NA,0.439553,NA,NA,7.342404,NA,5.523024,2.461169,NA,NA,NA,NA,NA,NA,266.687103,178.028198,NA,NA,0.435268,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.589163,1.645153,NA,NA,0.004817,NA,4.631591,NA,NA,1.544568,NA,NA,NA,9.605937,NA,NA,NA,1.8300399999999999,1.944803,0.996682,0.11189,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-25,NA,NA,0.309394,NA,NA,NA,NA,1.162009,NA,1.521532,NA,1193.68042,806.452881,NA,2920.002686,NA,NA,-29.388947,NA,0.14408,NA,NA,NA,NA,7.342404,NA,5.523024,2.461169,NA,NA,NA,NA,NA,NA,266.687103,178.028198,NA,NA,0.435268,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,NA,1.645153,NA,NA,0.004817,NA,4.631591,NA,NA,NA,NA,NA,NA,9.605937,NA,NA,NA,1.8300399999999999,1.944803,0.996682,0.11189,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-26,NA,NA,0.307461,NA,NA,NA,NA,1.132924,NA,1.420096,1.164977,1158.912964,806.452881,NA,2897.83667,NA,NA,-29.388947,NA,0.14408,NA,NA,NA,NA,7.385341,NA,5.597159,2.461169,NA,NA,NA,NA,NA,NA,259.111664,172.285431,NA,NA,0.432903,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.575016,1.66491,NA,NA,0.004817,NA,4.792571,NA,NA,1.531494,NA,NA,NA,9.819955,NA,NA,NA,1.844877,1.928596,0.996682,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-27,NA,NA,0.293927,NA,NA,NA,NA,1.153699,NA,1.521532,1.139712,1170.502197,806.452881,NA,2813.43335,NA,NA,-29.207539,NA,0.14408,NA,NA,NA,NA,7.449749,NA,5.78991,2.461169,NA,NA,NA,NA,NA,NA,261.653351,172.285431,NA,NA,0.428171,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.593927,1.65312,NA,NA,0.004817,NA,4.631591,NA,NA,1.507214,NA,NA,NA,10.071749,NA,NA,NA,1.797066,1.944803,0.996682,0.120581,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-28,NA,NA,0.293927,NA,NA,NA,NA,1.174474,NA,1.521532,1.110237,1158.912964,806.452881,NA,2723.914795,NA,NA,-27.937643,NA,0.14408,NA,NA,NA,NA,7.084775,NA,5.819562,2.461169,NA,NA,NA,NA,NA,NA,260.158173,166.542557,NA,NA,0.416343,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.575016,1.65312,NA,NA,0.004817,NA,4.562378,NA,NA,1.494141,NA,NA,NA,9.763304,NA,NA,NA,1.747605,1.944803,0.996682,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-01-31,NA,NA,0.293927,NA,NA,NA,NA,1.163393,NA,1.521532,1.108833,1100.967285,732.010864,NA,2608.81958,NA,NA,-26.486338,NA,0.14408,NA,0.431561,NA,NA,6.891555,NA,6.145756,2.461169,NA,NA,NA,NA,NA,NA,249.193756,166.542557,NA,NA,0.40215,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.603311,1.625397,NA,NA,0.004817,NA,4.60852,NA,NA,1.456787,NA,NA,NA,9.568162,NA,NA,NA,1.731119,1.944803,0.996682,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-01,NA,NA,0.293927,NA,NA,NA,NA,1.144003,NA,1.420096,1.108833,1144.368774,682.387878,NA,2668.499268,NA,NA,-26.504477,NA,0.14408,NA,NA,NA,NA,6.891555,NA,6.004899,2.461169,NA,NA,NA,NA,NA,NA,245.704987,164.628342,NA,NA,0.411613,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.650467,1.656944,NA,NA,0.004817,NA,4.493164,NA,NA,1.40636,NA,NA,NA,9.835696,NA,NA,NA,1.764092,1.904286,0.996682,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-02,NA,NA,0.293927,NA,NA,NA,NA,1.153699,NA,1.420096,1.097605,1106.820068,682.387878,NA,2642.922119,NA,NA,-26.667755,NA,0.14408,NA,0.415577,NA,NA,6.936638,NA,6.145756,2.461169,NA,NA,NA,NA,NA,NA,249.193756,162.71402,NA,NA,0.411613,NA,NA,NA,NA,6063.465332,NA,NA,NA,NA,NA,NA,1.685834,1.688808,NA,NA,0.004817,NA,4.60852,NA,NA,1.369006,NA,NA,NA,10.040277,NA,NA,NA,1.764092,1.823253,0.996682,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-03,NA,NA,0.293927,NA,NA,NA,NA,1.210483,NA,1.521532,1.108833,1100.967285,719.608948,NA,2625.018799,NA,NA,-26.958008,NA,0.14408,NA,NA,NA,NA,7.256527,NA,5.930764,2.461169,NA,NA,NA,NA,NA,NA,255.174423,163.671127,NA,NA,0.409247,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.782504,1.736604,NA,NA,0.004817,NA,4.631591,NA,NA,1.443714,NA,NA,NA,10.480915,NA,NA,NA,1.764092,1.823253,0.996682,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-04,NA,NA,0.274572,NA,NA,NA,NA,1.195249,NA,1.521532,1.122869,1100.909668,719.608948,NA,2617.345703,NA,NA,-27.774376,NA,0.14408,NA,NA,NA,NA,7.471217,NA,5.938178,2.461169,NA,NA,NA,NA,NA,NA,249.193756,166.542557,NA,NA,0.413978,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.834376,1.780577,NA,NA,0.004817,NA,4.677474,NA,NA,1.4792,NA,NA,NA,10.669761,NA,NA,NA,1.838283,1.892131,0.996682,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-07,NA,NA,0.274572,NA,NA,NA,NA,1.163393,NA,1.521532,1.104623,1118.351196,719.608948,NA,2698.338867,NA,NA,-27.230137,NA,0.14408,NA,NA,NA,NA,7.342404,NA,6.130928,2.461169,NA,NA,NA,NA,NA,NA,261.155029,166.542557,NA,NA,0.44,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.827302,1.792367,NA,NA,0.004817,NA,4.631591,NA,NA,1.473597,NA,NA,NA,10.701235,NA,NA,NA,1.821796,1.98532,0.996682,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-08,NA,NA,0.274572,NA,NA,NA,NA,1.174474,NA,1.521532,1.129887,1100.677734,719.608948,NA,2821.958496,NA,NA,-26.68589,NA,0.14408,NA,NA,NA,NA,7.503421,NA,6.264369,2.461169,NA,NA,NA,NA,NA,NA,269.129181,163.671127,NA,NA,0.437634,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.886247,1.832197,NA,NA,0.004817,NA,4.647662,NA,NA,1.477332,NA,NA,NA,11.110401,NA,NA,NA,1.863013,2.100793,0.996682,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-09,NA,NA,0.305528,NA,NA,NA,NA,1.174474,NA,1.521532,1.129887,1043.021973,719.608948,NA,2813.43335,NA,NA,-26.304928,NA,0.14408,NA,NA,NA,NA,7.363874,NA,6.264369,2.461169,NA,NA,NA,NA,NA,NA,269.129181,163.671127,NA,NA,0.425806,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.839091,1.792367,NA,NA,0.005505,NA,4.493164,NA,NA,1.441846,NA,NA,NA,11.236298,NA,NA,NA,1.8300399999999999,2.066353,0.996682,0.121668,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-10,NA,NA,0.305528,NA,NA,NA,NA,1.203558,NA,1.622967,1.114447,1043.021973,719.608948,NA,2890.16333,NA,NA,-27.211994,NA,0.14408,NA,NA,NA,NA,7.385341,NA,6.523841,2.461169,NA,NA,NA,NA,NA,NA,266.637299,160.416855,NA,NA,0.42344,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.791935,1.740746,NA,NA,0.005505,NA,4.401139,NA,NA,1.443714,NA,NA,NA,11.425142,NA,NA,NA,1.813552,1.944803,0.996682,0.119495,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-11,NA,NA,0.293927,NA,NA,NA,NA,1.163393,NA,1.521532,1.108833,1077.789185,719.608948,NA,2787.003418,NA,NA,-28.627014,NA,0.14408,NA,0.437954,NA,NA,7.041836,NA,6.116099,2.461169,NA,NA,NA,NA,NA,NA,258.663116,157.54541,NA,NA,0.411613,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.725916,1.684984,NA,NA,0.005505,NA,4.354998,NA,NA,1.404492,NA,NA,NA,11.362193,NA,NA,NA,1.714632,1.843106,0.996682,0.122754,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-14,NA,NA,0.293927,NA,NA,NA,NA,1.152314,NA,1.521532,1.097605,1101.025635,719.608948,NA,2694.076172,NA,NA,-28.590729,NA,0.14408,NA,0.439553,NA,NA,6.870085,NA,6.116099,2.461169,NA,NA,NA,NA,NA,NA,251.685684,156.97113,NA,NA,0.40215,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.744779,1.661086,NA,NA,0.005505,NA,4.262712,NA,NA,1.3578,NA,NA,NA,11.491239,NA,NA,NA,1.648684,1.819201,0.996682,0.122754,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-15,NA,NA,0.293927,NA,NA,NA,NA,1.101069,NA,1.521532,1.048479,1105.313477,719.608948,NA,2686.402588,NA,NA,-29.388947,NA,0.14408,NA,0.447545,NA,NA,6.870085,NA,6.116099,2.461169,NA,NA,NA,NA,NA,NA,254.177567,155.018555,NA,NA,0.397419,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.843807,1.69295,NA,NA,0.005505,NA,4.193758,NA,NA,1.344727,NA,NA,NA,11.330717,NA,NA,NA,1.632198,1.863769,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-16,NA,NA,0.293927,NA,NA,NA,NA,1.121844,NA,1.521532,1.07234,1182.091431,719.608948,NA,2685.550049,NA,NA,-29.933191,NA,0.14408,NA,0.439553,NA,NA,6.891555,NA,6.160581,2.461169,NA,NA,NA,NA,NA,NA,259.161438,156.014053,NA,NA,0.409247,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.914541,1.828373,NA,NA,0.005505,NA,4.239901,NA,NA,1.370874,NA,NA,NA,11.113546,NA,NA,NA,1.673414,1.863769,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-17,NA,NA,0.293927,NA,NA,NA,NA,1.096914,NA,1.521532,1.051286,1321.161011,719.608948,NA,2677.023682,NA,NA,-30.840254,NA,0.14408,NA,NA,NA,NA,6.908731,NA,6.190236,2.461169,NA,NA,NA,NA,NA,NA,258.663116,163.671127,NA,NA,0.413978,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.853191,1.812441,NA,NA,0.005505,NA,4.103808,NA,NA,1.419433,NA,NA,NA,11.173348,NA,NA,NA,1.721227,1.823253,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-18,NA,NA,0.301661,NA,NA,NA,NA,1.070599,NA,1.420096,1.05269,1286.393799,719.608948,NA,2642.922119,NA,NA,-30.658846,NA,0.14408,NA,NA,NA,NA,6.76274,NA,6.019725,2.461169,NA,NA,NA,NA,NA,NA,257.417145,164.628342,NA,NA,0.404516,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.839091,1.772611,NA,NA,0.005505,NA,4.053257,NA,NA,1.395154,NA,NA,NA,10.80195,NA,NA,NA,1.648684,1.823253,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-21,NA,NA,0.301661,NA,NA,NA,NA,1.070599,NA,1.420096,1.097605,1297.983154,719.608948,NA,2685.550049,NA,NA,-31.384495,NA,0.14408,NA,NA,NA,NA,6.970989,NA,6.24213,2.461169,NA,NA,NA,NA,NA,NA,259.659851,166.542557,NA,NA,0.404516,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.853238,1.768469,NA,NA,0.005505,NA,4.055331,NA,NA,1.41383,NA,NA,NA,10.953033,NA,NA,NA,1.673414,1.823253,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-22,NA,NA,0.28463,NA,NA,NA,NA,1.060904,NA,1.420096,1.082165,1246.005493,719.608948,NA,2632.691162,NA,NA,-30.114609,NA,0.14408,NA,0.447545,NA,NA,6.870085,NA,6.079035,2.461169,NA,NA,NA,NA,NA,NA,257.666321,168.073914,NA,NA,0.404516,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.834376,1.760503,NA,NA,0.005505,NA,4.055331,NA,NA,1.417566,NA,NA,NA,10.704383,NA,NA,NA,1.640441,1.782735,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-23,NA,NA,0.29004,NA,NA,NA,NA,1.06506,NA,1.420096,1.10743,1216.859009,719.608948,NA,2672.762451,NA,NA,-29.461525,NA,0.14408,NA,NA,NA,NA,6.891555,NA,6.153167,2.461169,NA,NA,NA,NA,NA,NA,257.666321,166.523407,NA,NA,0.399784,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.896245,1.772611,NA,NA,0.005505,NA,4.009708,NA,NA,1.369006,NA,NA,NA,11.135577,NA,NA,NA,1.632198,1.823253,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-24,NA,NA,0.286173,NA,NA,NA,NA,1.049824,NA,1.420096,1.05269,1213.961792,719.608948,NA,2618.197998,NA,NA,-29.298239,NA,0.14408,NA,NA,NA,NA,6.758446,NA,5.930764,2.461169,NA,NA,NA,NA,NA,NA,251.685684,164.628342,NA,NA,0.40215,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,1.985323,1.820407,NA,NA,0.005505,NA,4.048592,NA,NA,1.376477,NA,NA,NA,11.173348,NA,NA,NA,1.647035,1.802995,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-25,NA,NA,0.278439,NA,NA,NA,NA,1.049824,NA,1.420096,1.059707,1228.44812,719.608948,NA,2600.294922,NA,NA,-29.243828,NA,0.14408,NA,0.439553,NA,NA,6.653249,NA,5.864042,2.461169,NA,NA,NA,NA,NA,NA,250.688904,164.628342,NA,NA,0.395053,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,2.032431,1.868204,NA,NA,0.005505,NA,4.124546,NA,NA,1.344727,NA,NA,NA,11.141876,NA,NA,NA,1.56625,1.782735,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-28,NA,NA,0.278439,NA,NA,NA,NA,1.05952,NA,1.318661,1.073744,1187.885986,719.608948,NA,2566.192139,NA,NA,-29.171257,NA,0.14408,NA,NA,NA,NA,6.548049,NA,5.953005,2.461169,NA,NA,NA,NA,NA,NA,244.209793,159.84259,NA,NA,0.392687,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,2.032431,1.832197,NA,NA,0.005505,NA,4.078402,NA,NA,1.369006,NA,NA,NA,10.890079,NA,NA,NA,1.558007,1.74222,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-02-29,NA,NA,0.274572,NA,NA,NA,NA,1.033204,NA,1.318661,1.045672,1158.912964,719.608948,NA,2488.609863,NA,NA,-29.207539,NA,0.14408,NA,0.463528,NA,NA,6.569519,NA,6.079035,2.461169,NA,NA,NA,NA,NA,NA,244.807907,160.799713,NA,NA,0.383226,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,2.023,1.840163,NA,NA,0.005505,NA,4.043925,NA,NA,1.369006,NA,NA,NA,10.953033,NA,NA,NA,1.56625,1.653083,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
2000-03-01,NA,NA,0.274572,NA,NA,NA,NA,1.060904,NA,1.420096,1.031636,1158.912964,719.608948,NA,2472.410889,NA,NA,-29.207539,NA,0.127614,NA,NA,NA,NA,6.676864,NA,6.375572,2.461169,NA,NA,NA,NA,NA,NA,243.213104,156.97113,NA,NA,0.383226,NA,NA,NA,NA,5052.888184,NA,NA,NA,NA,NA,NA,2.039553,1.872028,NA,NA,0.005505,NA,4.009449,NA,NA,1.398889,NA,NA,NA,11.141876,NA,NA,NA,1.548115,1.661186,0.996682,0.108631,NA,2023-02-01,MATRIZ_PRECO_CT_B3_IBOV
